"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Brewers","19","43","4","10","10","0","16.3 %","20.9 %",".389",".391",".361",".465",".750",".486","223","0.1","6.8","0.5","0.8"
"Rangers","13","46","3","12","11","3","15.2 %","13.0 %",".316",".379",".368",".478",".684",".478","196","0.7","6.3","-0.3","0.7"
"Orioles","15","41","2","8","8","1","17.1 %","22.0 %",".265",".348",".294",".415",".559",".408","158","0.1","3.1","-0.4","0.4"
"Angels","13","44","2","7","7","0","18.2 %","2.3 %",".242",".188",".242",".386",".485",".364","131","-0.1","1.7","0.1","0.3"
"Cardinals","17","43","3","7","6","0","14.0 %","23.3 %",".286",".227",".229",".357",".514",".366","125","0.0","1.4","0.3","0.3"
"Phillies","17","50","1","6","6","1","16.0 %","32.0 %",".095",".440",".286",".400",".381",".347","114","-0.2","0.7","0.4","0.3"
"Cubs","12","44","1","7","7","0","13.6 %","11.4 %",".171",".241",".229",".386",".400",".341","107","0.0","0.3","0.6","0.2"
"Royals","13","37","2","4","4","1","18.9 %","16.2 %",".310",".182",".207",".351",".517",".358","127","-0.3","0.8","0.2","0.2"
"Blue Jays","15","38","1","5","5","0","5.3 %","23.7 %",".200",".385",".314",".342",".514",".353","127","-0.4","0.6","0.0","0.2"
"Mets","18","50","1","7","6","1","12.0 %","22.0 %",".114",".344",".273",".360",".386",".319","106","-0.4","0.0","0.1","0.2"
"Padres","12","36","2","2","2","0","5.6 %","19.4 %",".212",".250",".242",".306",".455",".321","101","0.0","-0.1","0.5","0.1"
"White Sox","13","37","1","5","5","0","8.1 %","16.2 %",".156",".320",".281",".378",".438",".354","125","-0.5","0.6","-0.5","0.1"
"Indians","15","41","1","6","4","2","17.1 %","24.4 %",".091",".273",".212",".366",".303",".310","90","0.4","-0.3","0.1","0.1"
"Mariners","15","38","2","4","4","0","10.5 %","31.6 %",".235",".300",".235",".316",".471",".330","114","-0.5","0.0","-0.7","0.1"
"Dodgers","14","37","1","4","4","0","16.2 %","27.0 %",".138",".222",".172",".333",".310",".295","82","0.0","-1.0","0.4","0.1"
"Rockies","14","36","2","5","5","0","5.6 %","19.4 %",".303",".250",".242",".286",".545",".338","95","-0.4","-1.0","0.2","0.0"
"Marlins","14","38","1","2","1","0","13.2 %","34.2 %",".094",".278",".188",".316",".281",".275","73","-0.1","-1.6","0.2","0.0"
"Twins","12","36","1","3","3","0","11.1 %","22.2 %",".125",".174",".156",".250",".281",".237","52","-0.1","-2.8","-0.2","-0.2"
"Reds","16","32","1","3","3","0","0.0 %","31.3 %",".125",".286",".219",".219",".344",".235","44","-0.5","-3.1","0.0","-0.2"
"Red Sox","15","32","0","1","1","0","9.4 %","12.5 %",".034",".160",".138",".219",".172",".184","12","-0.1","-4.1","-0.2","-0.3"
