"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Marlins","15","50","3","16","16","0","6.0 %","18.0 %",".298",".457",".404",".440",".702",".466","193","-0.2","5.9","0.4","0.8"
"Orioles","17","43","5","12","12","2","9.3 %","11.6 %",".421",".345",".395",".442",".816",".500","222","-0.1","6.4","-0.4","0.7"
"Braves","17","49","3","12","11","2","14.3 %","10.2 %",".317",".303",".317",".429",".634",".438","173","0.4","5.0","0.3","0.7"
"Nationals","16","39","3","9","9","0","15.4 %","15.4 %",".438",".261",".281",".410",".719",".452","183","0.0","4.1","0.2","0.5"
"Dodgers","13","43","1","9","8","0","9.3 %","20.9 %",".289",".393",".316",".381",".605",".391","160","0.0","3.4","0.5","0.5"
"Astros","17","44","2","11","11","1","11.4 %","9.1 %",".270",".333",".351",".409",".622",".409","166","-0.2","3.3","0.2","0.5"
"Phillies","15","41","4","9","9","0","2.4 %","12.2 %",".375",".290",".325",".341",".700",".422","165","-0.4","3.0","0.8","0.5"
"Rangers","14","48","1","11","10","1","10.4 %","25.0 %",".146",".448",".341",".417",".488",".385","133","0.2","2.3","-0.4","0.3"
"Padres","15","39","3","6","6","0","2.6 %","25.6 %",".306",".304",".278",".316",".583",".369","127","-0.1","1.1","0.4","0.3"
"Yankees","14","41","2","3","3","0","17.1 %","24.4 %",".265",".273",".235",".366",".500",".365","131","-0.1","1.5","-0.3","0.3"
"Indians","13","32","4","5","5","0","9.4 %","12.5 %",".448",".095",".207",".281",".655",".372","138","0.0","1.3","0.2","0.2"
"Red Sox","15","41","1","8","8","0","9.8 %","14.6 %",".250",".300",".278",".341",".528",".355","124","0.0","0.9","0.1","0.2"
"Giants","15","48","0","9","9","1","10.4 %","18.8 %",".093",".412",".326",".396",".419",".347","115","-0.2","0.8","0.1","0.2"
"Tigers","14","40","1","9","8","1","7.5 %","27.5 %",".162",".440",".324",".375",".486",".356","127","0.2","1.3","-0.6","0.2"
"Rays","14","37","2","6","6","0","5.4 %","10.8 %",".206",".250",".265",".324",".471",".335","116","0.0","0.6","0.1","0.2"
"Pirates","16","44","1","5","5","0","11.4 %","18.2 %",".162",".321",".270",".372",".432",".340","104","0.0","0.2","0.1","0.2"
"Blue Jays","15","34","2","4","4","1","5.9 %","14.7 %",".226",".250",".258",".324",".484",".340","113","0.1","0.6","-0.2","0.2"
"Mets","15","41","2","3","3","0","4.9 %","22.0 %",".158",".296",".263",".317",".421",".316","100","-0.1","-0.2","0.0","0.1"
"Reds","13","40","1","4","4","1","5.0 %","10.0 %",".132",".273",".263",".300",".395",".296","79","0.1","-1.0","0.4","0.1"
"Athletics","13","38","1","4","4","1","5.3 %","23.7 %",".147",".280",".235",".289",".382",".285","81","0.2","-0.9","0.1","0.1"
"Cubs","12","33","2","6","6","0","3.0 %","24.2 %",".258",".273",".258",".273",".516",".306","85","0.0","-0.9","0.2","0.0"
"White Sox","15","39","1","5","5","0","7.7 %","28.2 %",".114",".304",".229",".308",".343",".286","81","-0.3","-1.4","0.0","0.0"
"Cardinals","14","36","1","1","1","0","11.1 %","38.9 %",".125",".294",".188",".278",".313",".261","63","0.0","-1.9","0.4","0.0"
"Mariners","16","37","1","5","5","1","16.2 %","29.7 %",".129",".211",".161",".297",".290",".268","72","0.3","-1.3","-0.4","0.0"
"Royals","14","34","1","3","3","1","2.9 %","29.4 %",".152",".273",".212",".235",".364",".251","56","0.2","-2.0","0.1","-0.1"
"Twins","12","33","2","2","2","0","3.0 %","30.3 %",".258",".158",".161",".212",".419",".260","63","-0.4","-2.2","0.0","-0.1"
"Angels","13","34","1","2","2","0","5.9 %","17.6 %",".133",".130",".133",".235",".267",".227","45","0.0","-2.7","-0.1","-0.2"
"Brewers","16","36","0","0","0","0","8.3 %","27.8 %",".030",".261",".182",".250",".212",".212","31","0.0","-3.6","0.4","-0.2"
"Rockies","12","34","1","3","3","0","2.9 %","29.4 %",".125",".238",".188",".212",".313",".222","25","0.0","-3.9","0.2","-0.3"
"Diamondbacks","14","32","0","0","0","0","3.1 %","9.4 %",".032",".107",".097",".125",".129",".114","-31","0.0","-5.9","0.2","-0.5"
