"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","14","48","7","16","16","2","12.5 %","12.5 %",".625",".370",".425",".511","1.050",".603","285","0.5","12.1","0.4","1.4"
"Diamondbacks","17","46","4","14","13","0","4.3 %","19.6 %",".372",".467",".419",".457",".791",".509","220","0.2","7.5","1.0","1.0"
"Indians","18","45","2","11","11","2","22.2 %","13.3 %",".273",".333",".333",".467",".606",".437","174","-0.2","4.1","0.1","0.6"
"Rockies","19","40","4","9","9","0","0.0 %","25.0 %",".500",".320",".316",".325",".816",".447","175","0.1","3.4","0.0","0.5"
"Padres","16","43","1","7","7","0","14.0 %","7.0 %",".108",".333",".324",".419",".432",".372","133","0.0","1.8","0.4","0.4"
"Rangers","12","40","3","7","7","0","7.5 %","22.5 %",".278",".360",".333",".375",".611",".402","145","-0.1","2.2","-0.3","0.3"
"White Sox","14","42","0","3","3","0","19.0 %","19.0 %",".121",".385",".303",".429",".424",".372","137","0.0","1.9","-0.3","0.3"
"Mets","13","43","1","7","7","0","11.6 %","27.9 %",".158",".400",".289",".372",".447",".352","122","0.0","1.2","0.1","0.3"
"Twins","18","41","1","4","4","0","2.4 %","17.1 %",".100",".406",".350",".366",".450",".348","121","0.0","0.9","-0.5","0.2"
"Astros","16","41","2","3","3","1","4.9 %","26.8 %",".205",".308",".256",".293",".462",".315","102","0.1","0.0","0.2","0.2"
"Cubs","16","38","0","5","5","1","15.8 %","26.3 %",".133",".350",".233",".395",".367",".333","101","-0.3","-0.3","0.1","0.1"
"Phillies","15","36","4","7","7","0","5.6 %","30.6 %",".353",".105",".176",".222",".529",".302","88","0.0","-0.8","0.3","0.1"
"Cardinals","14","33","0","3","3","2","9.1 %","18.2 %",".133",".250",".200",".273",".333",".262","64","0.5","-1.3","0.5","0.0"
"Braves","15","35","2","6","4","2","17.1 %","28.6 %",".207",".118",".138",".286",".345",".279","72","0.3","-1.2","0.2","0.0"
"Tigers","14","35","1","3","3","0","0.0 %","31.4 %",".121",".364",".273",".265",".394",".272","63","-0.1","-1.9","-0.1","-0.1"
"Reds","14","34","1","1","1","0","8.8 %","26.5 %",".097",".286",".226",".294",".323",".271","66","-0.4","-2.2","0.2","-0.1"
"Brewers","21","40","2","2","2","0","10.0 %","50.0 %",".167",".286",".167",".250",".333",".253","55","0.0","-2.6","0.3","-0.1"
"Orioles","15","38","1","4","4","0","0.0 %","15.8 %",".105",".290",".263",".263",".368",".266","64","-0.1","-2.0","-0.4","-0.1"
"Rays","15","39","1","5","5","1","5.1 %","25.6 %",".114",".208",".171",".256",".286",".242","58","0.2","-2.3","-0.3","-0.1"
"Blue Jays","14","34","2","3","3","0","5.9 %","35.3 %",".226",".167",".161",".206",".387",".242","52","0.0","-2.4","0.0","-0.1"
"Giants","16","33","1","1","1","0","3.0 %","15.2 %",".125",".154",".156",".182",".281",".196","24","0.0","-3.6","0.1","-0.2"
"Nationals","15","33","1","3","3","1","3.0 %","36.4 %",".125",".211",".156",".182",".281",".196","22","0.1","-3.8","0.2","-0.2"
"Yankees","12","33","0","0","0","0","3.0 %","21.2 %",".063",".240",".188",".212",".250",".200","24","0.0","-3.5","-0.3","-0.2"
"Mariners","14","32","0","1","1","0","6.3 %","31.3 %",".067",".200",".133",".188",".200",".174","9","0.1","-3.8","0.1","-0.3"
