"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cubs","11","44","4","11","11","0","4.5 %","29.5 %",".488",".458",".366",".409",".854",".503","217","0.0","6.7","0.4","0.8"
"Braves","16","40","5","12","11","0","12.5 %","25.0 %",".588",".368",".353",".436",".941",".534","219","0.0","6.2","0.2","0.7"
"Rangers","13","43","2","9","9","1","11.6 %","27.9 %",".270",".500",".378",".442",".649",".445","175","0.2","4.3","-0.2","0.5"
"Tigers","14","44","3","11","11","1","0.0 %","15.9 %",".326",".364",".349",".364",".674",".425","168","0.1","4.0","-0.4","0.5"
"Blue Jays","16","43","3","7","7","0","11.6 %","16.3 %",".368",".286",".289",".372",".658",".418","167","0.0","3.6","-0.2","0.5"
"Athletics","13","40","2","7","6","0","7.5 %","15.0 %",".200",".370",".343",".425",".543",".411","163","0.0","3.2","0.0","0.5"
"Indians","15","41","2","8","7","1","12.2 %","12.2 %",".294",".357",".353",".425",".647",".429","168","-0.3","2.9","0.1","0.4"
"Phillies","16","42","1","6","6","1","9.5 %","21.4 %",".108",".407",".324",".405",".432",".365","125","0.2","1.6","0.5","0.3"
"Cardinals","16","37","2","5","5","0","8.1 %","21.6 %",".235",".333",".294",".351",".529",".359","136","0.1","1.7","0.0","0.3"
"White Sox","15","41","2","5","5","0","2.4 %","39.0 %",".179",".500",".333",".341",".513",".353","126","0.1","1.3","-0.4","0.2"
"Mariners","15","36","2","4","4","0","8.3 %","16.7 %",".212",".320",".303",".361",".515",".368","137","-0.4","1.2","-0.4","0.2"
"Nationals","16","36","2","5","5","1","5.6 %","25.0 %",".250",".286",".250",".333",".500",".341","109","0.2","0.4","0.2","0.2"
"Red Sox","17","39","3","8","8","0","10.3 %","17.9 %",".257",".200",".229",".308",".486",".331","108","0.0","0.0","0.3","0.2"
"Marlins","15","42","1","2","2","0","9.5 %","14.3 %",".132",".290",".263",".333",".395",".315","97","-0.1","-0.3","0.4","0.1"
"Twins","13","40","0","2","2","1","7.5 %","20.0 %",".056",".393",".306",".359",".361",".316","102","-0.2","-0.2","0.0","0.1"
"Dodgers","14","34","2","5","5","0","5.9 %","32.4 %",".250",".235",".214",".294",".464",".310","96","0.0","-0.3","0.3","0.1"
"Rays","16","46","0","4","3","1","17.4 %","23.9 %",".079",".296",".211",".348",".289",".294","87","0.3","-0.7","-0.2","0.1"
"Angels","13","39","1","3","3","0","5.1 %","15.4 %",".108",".300",".270",".308",".378",".295","87","-0.1","-0.9","0.0","0.0"
"Yankees","18","41","2","8","8","0","9.8 %","29.3 %",".189",".261",".216",".293",".405",".298","85","-0.4","-1.2","0.0","0.0"
"Royals","15","38","1","4","4","0","10.5 %","18.4 %",".152",".200",".182",".270",".333",".263","60","0.0","-2.3","0.3","-0.1"
"Reds","13","31","0","1","1","0","3.2 %","25.8 %",".033",".364",".267",".290",".300",".258","58","-0.1","-2.0","0.3","-0.1"
"Padres","13","34","0","1","1","0","8.8 %","35.3 %",".000",".263",".161",".235",".161",".189","16","-0.1","-4.0","0.4","-0.2"
"Pirates","13","34","0","3","3","0","2.9 %","20.6 %",".065",".231",".194",".206",".258",".194","19","-0.1","-3.9","-0.3","-0.3"
"Brewers","14","32","0","0","0","1","3.1 %","31.3 %",".034",".105",".069",".156",".103",".132","-18","0.2","-5.2","0.3","-0.4"
