"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Braves","19","47","2","13","13","1","12.8 %","19.1 %",".244",".400",".341",".426",".585",".422","164","0.2","4.0","0.3","0.6"
"Rangers","13","38","2","6","6","1","7.9 %","13.2 %",".257",".429",".400",".447",".657",".459","183","0.1","4.2","-0.2","0.5"
"Mets","12","42","3","10","10","0","9.5 %","11.9 %",".324",".310",".324",".390",".649",".426","165","-0.1","3.4","0.1","0.5"
"Dodgers","18","47","2","5","5","0","6.4 %","19.1 %",".238",".387",".333",".378",".571",".395","139","0.0","2.4","0.4","0.4"
"Pirates","19","37","1","6","6","0","16.2 %","8.1 %",".207",".346",".345",".444",".552",".406","143","0.0","1.9","-0.2","0.3"
"Astros","16","43","2","5","5","0","14.0 %","7.0 %",".189",".281",".297",".395",".486",".369","132","-0.2","1.4","-0.1","0.3"
"Nationals","16","42","1","9","8","1","11.9 %","28.6 %",".143",".435",".314",".405",".457",".360","119","0.2","1.0","0.0","0.2"
"Red Sox","16","40","1","7","7","1","12.5 %","20.0 %",".200",".308",".257",".350",".457",".343","110","0.1","0.6","0.1","0.2"
"Blue Jays","16","42","2","8","6","0","11.9 %","28.6 %",".162",".348",".270",".357",".432",".340","114","0.0","0.6","-0.2","0.2"
"Orioles","14","41","2","8","8","3","17.1 %","22.0 %",".219",".273",".250",".375",".469",".348","113","0.1","0.7","-0.3","0.2"
"Athletics","14","36","1","4","4","2","11.1 %","8.3 %",".133",".269",".267",".389",".400",".329","99","0.4","0.2","0.0","0.2"
"Giants","16","39","1","7","7","0","7.7 %","12.8 %",".139",".300",".278",".333",".417",".321","102","0.0","0.0","0.2","0.1"
"Rays","12","38","1","2","2","1","7.9 %","23.7 %",".194",".227",".194",".316",".387",".303","92","0.3","-0.2","0.1","0.1"
"Phillies","18","36","2","3","3","0","11.1 %","25.0 %",".219",".238",".219",".306",".438",".315","97","0.0","-0.4","0.3","0.1"
"Twins","13","41","3","5","5","0","4.9 %","12.2 %",".263",".200",".237",".293",".500",".329","108","-0.1","0.1","-0.5","0.1"
"Yankees","14","35","2","7","7","0","11.4 %","34.3 %",".200",".313",".233",".324",".433",".323","103","-0.1","-0.1","-0.1","0.1"
"Brewers","15","36","1","6","5","1","16.7 %","30.6 %",".167",".222",".167",".306",".333",".285","76","0.2","-1.1","0.4","0.0"
"Diamondbacks","15","39","0","4","2","2","12.8 %","20.5 %",".029",".308",".235",".333",".265",".276","72","0.4","-1.3","0.3","0.0"
"Padres","15","40","1","3","3","0","17.5 %","30.0 %",".129",".263",".194",".333",".323",".284","73","0.0","-1.6","0.1","0.0"
"Marlins","14","35","1","5","5","0","5.7 %","20.0 %",".152",".240",".212",".257",".364",".264","65","-0.1","-1.8","0.4","0.0"
"Reds","17","35","2","5","5","0","2.9 %","31.4 %",".273",".200",".182",".229",".455",".279","72","-0.1","-1.7","0.1","0.0"
"Mariners","15","38","1","4","4","0","7.9 %","23.7 %",".171",".240",".200",".263",".371",".270","73","0.0","-1.5","-0.3","0.0"
"Indians","14","31","0","2","2","1","6.5 %","22.6 %",".107",".286",".214",".290",".321",".269","69","-0.2","-1.8","0.2","0.0"
"Royals","13","42","0","3","3","1","11.9 %","16.7 %",".086",".250",".200",".333",".286",".276","69","0.0","-1.7","-0.3","0.0"
"Angels","14","35","2","2","2","0","5.7 %","22.9 %",".182",".174",".182",".229",".364",".250","58","-0.1","-2.2","0.0","-0.1"
"White Sox","13","35","1","5","5","0","2.9 %","22.9 %",".176",".240",".206",".229",".382",".254","63","0.1","-1.9","-0.4","-0.1"
"Cardinals","14","32","1","4","2","0","6.3 %","18.8 %",".133",".174",".167",".219",".300",".223","40","0.0","-2.7","0.4","-0.1"
"Cubs","16","36","0","2","0","0","11.1 %","19.4 %",".032",".250",".194",".286",".226",".238","43","0.0","-3.0","0.1","-0.2"
"Tigers","13","36","0","0","0","0","8.3 %","27.8 %",".030",".261",".182",".250",".212",".212","31","-0.1","-3.5","-0.6","-0.3"
"Rockies","18","43","1","4","4","0","4.7 %","25.6 %",".098",".241",".195",".233",".293",".227","39","-0.5","-5.0","-0.2","-0.4"
