"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Pirates","12","49","4","14","14","1","14.3 %","12.2 %",".415",".344",".366",".449",".780",".488","208","0.1","7.0","-0.9","0.8"
"Padres","14","42","5","10","10","3","7.1 %","23.8 %",".405",".273",".297",".381",".703",".439","177","0.6","4.8","0.3","0.6"
"Yankees","14","44","2","8","8","0","6.8 %","22.7 %",".200",".483",".400",".432",".600",".428","172","0.0","4.0","-0.1","0.5"
"Blue Jays","17","40","3","7","7","0","10.0 %","22.5 %",".278",".417",".361",".425",".639",".441","182","-0.1","4.0","-0.2","0.5"
"White Sox","16","41","2","8","8","0","2.4 %","34.1 %",".229",".526",".343",".410",".571",".413","166","-0.4","2.9","-0.5","0.4"
"Red Sox","17","44","1","7","6","0","4.5 %","9.1 %",".167",".378",".357",".386",".524",".384","141","-0.1","2.0","0.1","0.4"
"Cubs","16","38","2","3","3","0","10.5 %","13.2 %",".235",".296",".294",".368",".529",".375","135","0.0","1.6","0.2","0.3"
"Indians","13","36","2","5","5","1","5.6 %","16.7 %",".219",".320",".313",".361",".531",".369","129","0.2","1.4","0.1","0.3"
"Mariners","14","39","0","4","4","1","12.8 %","35.9 %",".212",".421",".242",".342",".455",".336","121","-0.2","0.7","-0.1","0.2"
"Mets","15","43","2","4","4","2","9.3 %","14.0 %",".205",".258",".256",".326",".462",".332","112","-0.2","0.3","0.3","0.2"
"Angels","14","35","2","5","5","1","11.4 %","25.7 %",".226",".250",".226",".314",".452",".324","109","0.2","0.3","0.0","0.2"
"Diamondbacks","14","37","1","8","8","4","2.7 %","21.6 %",".171",".296",".257",".270",".429",".287","78","0.9","-0.4","0.6","0.1"
"Rays","14","36","3","4","4","0","5.6 %","25.0 %",".281",".150",".188",".278",".469",".312","100","0.1","-0.1","0.1","0.1"
"Rangers","10","36","3","4","4","0","8.3 %","33.3 %",".344",".278",".250",".306",".594",".350","112","0.0","0.1","-0.1","0.1"
"Nationals","13","42","1","7","5","1","14.3 %","28.6 %",".121",".286",".212",".357",".333",".312","91","0.2","-0.5","0.4","0.1"
"Phillies","17","42","1","5","5","0","11.9 %","35.7 %",".189",".381",".243",".333",".432",".309","88","0.0","-0.8","0.6","0.1"
"Giants","14","36","1","3","3","0","8.3 %","13.9 %",".281",".269",".250",".314",".531",".347","113","-0.8","-0.3","0.1","0.1"
"Athletics","14","37","2","2","2","0","2.7 %","29.7 %",".200",".273",".229",".270",".429",".293","87","0.0","-0.7","0.3","0.1"
"Astros","17","37","1","2","2","0","8.1 %","16.2 %",".147",".296",".265",".324",".412",".315","101","-0.5","-0.6","-0.1","0.1"
"Braves","15","35","2","5","4","1","5.7 %","28.6 %",".242",".238",".212",".257",".455",".294","81","0.2","-0.8","0.2","0.0"
"Orioles","15","39","2","5","5","0","7.7 %","38.5 %",".250",".316",".222",".282",".472",".312","98","0.0","-0.4","-0.5","0.0"
"Royals","12","37","1","3","3","0","2.7 %","43.2 %",".147",".412",".235",".297",".382",".293","83","-0.5","-1.5","-0.1","0.0"
"Dodgers","14","35","1","2","2","0","11.4 %","20.0 %",".167",".174",".167",".257",".333",".254","59","0.0","-2.0","0.4","0.0"
"Brewers","15","35","2","2","2","0","8.6 %","28.6 %",".188",".150",".156",".229",".344",".245","49","0.0","-2.6","0.6","-0.1"
"Twins","16","35","0","6","5","0","2.9 %","22.9 %",".029",".385",".294",".314",".324",".278","76","-0.5","-1.9","-0.3","-0.1"
"Rockies","15","36","1","6","6","1","5.6 %","30.6 %",".188",".286",".219",".257",".406",".273","55","0.2","-2.4","0.0","-0.1"
"Marlins","16","36","0","5","5","0","8.3 %","36.1 %",".061",".300",".182",".250",".242",".221","38","-0.2","-3.3","0.2","-0.2"
"Tigers","14","32","1","1","1","0","6.3 %","21.9 %",".133",".182",".167",".219",".300",".223","40","0.0","-2.8","-0.4","-0.2"
"Reds","12","34","1","1","1","1","2.9 %","26.5 %",".121",".174",".152",".176",".273",".190","15","0.1","-4.0","0.0","-0.3"
"Cardinals","12","33","0","0","0","0","3.0 %","24.2 %",".031",".208",".156",".182",".188",".163","2","0.1","-4.5","0.4","-0.3"
