"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Red Sox","14","46","4","12","11","1","8.7 %","13.0 %",".366",".375",".390",".435",".756",".478","201","0.2","6.1","0.0","0.7"
"Rangers","13","39","5","10","10","0","2.6 %","17.9 %",".526",".385",".395",".410",".921",".534","234","0.1","6.7","-0.5","0.7"
"Orioles","15","46","2","7","7","1","10.9 %","17.4 %",".342",".379",".342",".435",".684",".451","186","0.1","5.1","-0.5","0.6"
"Athletics","14","41","3","6","6","0","7.3 %","22.0 %",".333",".333",".306",".390",".639",".423","171","-0.4","3.3","0.1","0.5"
"Yankees","14","41","3","10","9","0","9.8 %","12.2 %",".278",".276",".306",".366",".583",".387","146","-0.1","2.2","-0.3","0.3"
"Mariners","14","42","2","9","9","0","4.8 %","35.7 %",".205",".478",".333",".357",".538",".370","138","0.0","1.9","-0.4","0.3"
"Mets","17","37","2","5","5","0","10.8 %","29.7 %",".250",".316",".250",".351",".500",".349","117","-0.1","0.6","0.1","0.2"
"Cubs","15","43","0","4","3","0","9.3 %","16.3 %",".135",".367",".297",".366",".432",".341","109","-0.1","0.3","0.2","0.2"
"Braves","12","38","3","4","4","0","15.8 %","18.4 %",".313",".136",".188",".316",".500",".340","113","-0.4","-0.1","0.4","0.2"
"Phillies","16","42","1","5","5","3","9.5 %","23.8 %",".158",".296",".237",".310",".395",".302","85","0.7","-0.3","0.4","0.1"
"Indians","15","38","2","4","4","1","7.9 %","7.9 %",".229",".200",".229",".289",".457",".312","94","0.2","-0.3","0.3","0.1"
"Astros","14","32","2","3","3","0","6.3 %","12.5 %",".241",".250",".276",".313",".517",".338","117","-0.5","0.1","0.0","0.1"
"Nationals","15","38","1","3","3","0","13.2 %","15.8 %",".156",".240",".219",".342",".375",".316","96","-0.1","-0.5","0.3","0.1"
"Twins","13","38","1","3","3","0","5.3 %","21.1 %",".083",".333",".278",".316",".361",".293","82","0.0","-1.0","0.0","0.0"
"Padres","15","31","1","2","2","1","3.2 %","38.7 %",".100",".294",".200",".226",".300",".210","33","0.1","-2.8","0.3","-0.1"
"Diamondbacks","12","35","0","1","1","0","8.6 %","34.3 %",".032",".263",".161",".257",".194",".214","33","0.0","-3.4","0.5","-0.2"
"Angels","18","36","0","1","1","0","8.3 %","27.8 %",".000",".261",".182",".250",".182",".202","28","-0.1","-3.7","0.1","-0.2"
"White Sox","14","35","0","0","0","0","0.0 %","37.1 %",".030",".300",".182",".229",".212",".200","25","0.1","-3.5","-0.3","-0.2"
"Blue Jays","13","32","1","2","2","0","3.1 %","31.3 %",".097",".100",".097",".125",".194",".137","-16","0.0","-5.1","0.1","-0.4"
"Giants","13","29","1","1","1","0","0.0 %","27.6 %",".103",".050",".069",".069",".172",".097","-38","0.0","-5.6","0.2","-0.4"
