"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Orioles","13","43","2","13","13","1","9.3 %","11.6 %",".263",".438",".421",".465",".684",".470","198","0.2","5.6","-0.6","0.6"
"Rockies","15","44","3","13","11","0","6.8 %","18.2 %",".350",".467",".425",".455",".775",".491","190","0.0","5.1","-0.2","0.6"
"Reds","13","40","1","6","6","2","17.5 %","15.0 %",".161",".400",".355",".462",".516",".414","151","0.3","2.9","0.4","0.4"
"Giants","15","38","1","6","5","0","7.9 %","5.3 %",".206",".355",".353",".405",".559",".397","139","0.0","1.8","0.2","0.3"
"Blue Jays","14","35","4","6","6","1","5.7 %","22.9 %",".364",".238",".273",".314",".636",".385","145","0.1","2.1","-0.2","0.3"
"Dodgers","16","45","2","9","7","0","15.6 %","11.1 %",".237",".226",".237",".356",".474",".344","116","0.0","0.8","0.4","0.3"
"Twins","13","38","2","4","4","0","10.5 %","18.4 %",".242",".292",".273",".368",".515",".371","137","-0.4","1.1","-0.3","0.2"
"Marlins","15","34","2","6","6","0","8.8 %","29.4 %",".258",".316",".258",".324",".516",".349","121","-0.1","0.7","0.2","0.2"
"Padres","15","30","2","3","3","1","6.7 %","10.0 %",".296",".227",".259",".310",".556",".355","117","-0.3","0.3","0.2","0.1"
"Athletics","14","38","3","7","7","0","15.8 %","28.9 %",".281",".167",".188",".316",".469",".331","114","-0.4","0.0","0.1","0.1"
"Astros","15","41","2","2","2","1","9.8 %","12.2 %",".194",".241",".250",".325",".444",".318","100","0.1","0.0","-0.1","0.1"
"Braves","15","39","1","6","6","2","5.1 %","28.2 %",".143",".333",".257",".308",".400",".289","85","0.4","-0.6","0.3","0.1"
"Diamondbacks","15","40","0","3","3","0","5.0 %","15.0 %",".079",".344",".289",".325",".368",".300","87","0.1","-0.9","0.4","0.1"
"Pirates","17","38","1","3","3","0","10.5 %","15.8 %",".118",".296",".265",".342",".382",".306","94","0.0","-0.5","0.0","0.1"
"Royals","12","37","1","2","2","0","5.4 %","32.4 %",".200",".364",".257",".297",".457",".305","90","0.0","-0.9","0.0","0.0"
"Cardinals","12","38","0","1","1","1","5.3 %","21.1 %",".056",".321",".250",".289",".306",".249","57","0.3","-2.0","0.7","0.0"
"Rangers","13","38","0","5","4","0","13.2 %","15.8 %",".121",".296",".242",".342",".364",".310","85","-0.5","-1.3","-0.2","0.0"
"White Sox","17","35","2","6","6","0","0.0 %","14.3 %",".171",".250",".257",".257",".429",".285","82","0.1","-0.9","-0.6","0.0"
"Nationals","13","36","1","3","3","1","8.3 %","16.7 %",".152",".231",".212",".278",".364",".276","70","0.2","-1.5","-0.1","0.0"
"Cubs","14","36","1","3","3","0","5.6 %","25.0 %",".156",".217",".188",".250",".344",".251","55","0.0","-2.3","0.4","-0.1"
"Mets","15","36","1","2","2","0","0.0 %","22.2 %",".083",".296",".250",".250",".333",".247","57","-0.1","-2.4","0.2","-0.1"
"Angels","14","37","0","2","2","0","5.4 %","10.8 %",".029",".258",".235",".270",".265",".235","50","-0.1","-2.7","-0.1","-0.2"
"Tigers","16","37","1","1","1","1","8.1 %","29.7 %",".118",".227",".176",".243",".294",".235","49","0.2","-2.6","-0.3","-0.2"
"Brewers","16","33","0","2","1","0","9.1 %","36.4 %",".100",".333",".200",".273",".300",".252","57","-0.9","-3.0","0.3","-0.2"
"Phillies","13","34","1","2","2","0","5.9 %","32.4 %",".161",".158",".129",".206",".290",".216","33","0.0","-3.3","0.4","-0.2"
"Mariners","17","39","1","1","1","0","7.7 %","17.9 %",".088",".154",".147",".237",".235",".216","37","0.1","-3.4","-0.2","-0.2"
"Indians","14","34","0","0","0","0","5.9 %","23.5 %",".031",".250",".188",".235",".219",".204","23","-0.1","-3.7","0.0","-0.2"
"Rays","11","32","0","0","0","0","6.3 %","34.4 %",".033",".158",".100",".156",".133",".136","-15","0.1","-4.9","0.0","-0.4"
