"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","16","45","2","13","13","0","11.1 %","17.8 %",".179",".500",".436",".489",".615",".460","191","0.0","5.4","0.4","0.7"
"Diamondbacks","17","48","2","12","12","0","8.3 %","12.5 %",".227",".417",".386",".438",".614",".438","173","0.1","4.7","0.5","0.7"
"White Sox","15","48","2","12","11","0","8.3 %","18.8 %",".205",".394",".341",".396",".545",".396","152","0.1","3.2","-0.4","0.4"
"Rockies","15","37","3","7","7","1","8.1 %","13.5 %",".364",".320",".333",".389",".697",".441","157","0.2","2.8","0.1","0.4"
"Twins","14","42","2","9","9","0","11.9 %","11.9 %",".243",".333",".324",".405",".568",".406","156","-0.5","2.5","0.0","0.4"
"Rays","14","33","2","6","6","0","9.1 %","18.2 %",".414",".273",".276",".333",".690",".399","159","0.0","2.4","0.2","0.4"
"Astros","13","41","2","5","5","0","7.3 %","7.3 %",".189",".281",".297",".366",".486",".362","132","-0.1","1.5","-0.1","0.3"
"Mets","15","37","1","5","5","2","5.4 %","21.6 %",".125",".333",".281",".351",".406",".316","99","-0.1","-0.2","0.1","0.1"
"Pirates","15","41","0","4","4","0","12.2 %","19.5 %",".167",".321",".250",".341",".417",".316","96","0.0","-0.2","-0.2","0.1"
"Royals","13","35","3","3","3","0","8.6 %","20.0 %",".281",".136",".188",".257",".469",".300","92","0.0","-0.8","0.2","0.1"
"Athletics","14","34","1","6","5","0","8.8 %","14.7 %",".172",".240",".241",".294",".414",".292","87","0.0","-0.8","0.1","0.0"
"Nationals","14","35","1","5","5","2","11.4 %","17.1 %",".133",".217",".200",".294",".333",".276","65","0.4","-1.5","0.2","0.0"
"Brewers","15","34","4","5","5","0","2.9 %","41.2 %",".364",".067",".152",".176",".515",".274","71","0.0","-1.6","0.4","0.0"
"Rangers","12","38","0","1","1","2","13.2 %","34.2 %",".063",".316",".188",".316",".250",".265","58","0.5","-1.9","-0.1","-0.1"
"Orioles","15","37","1","2","2","0","2.7 %","29.7 %",".111",".333",".250",".270",".361",".268","69","0.0","-1.8","-0.3","-0.1"
"Phillies","14","32","1","1","1","0","6.3 %","31.3 %",".138",".111",".103",".161",".241",".174","4","0.0","-4.4","0.4","-0.3"
"Angels","20","53","1","3","3","2","11.3 %","20.8 %",".065",".176",".152",".264",".217",".209","28","0.2","-4.8","0.0","-0.3"
"Yankees","16","53","1","4","4","2","9.4 %","26.4 %",".109",".121",".109",".189",".217",".160","-6","0.5","-7.2","-0.1","-0.5"
