"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Nationals","12","44","3","17","17","2","9.1 %","20.5 %",".342",".519",".447",".488",".789",".515","221","0.3","7.3","0.4","0.9"
"Phillies","15","40","3","11","11","2","10.0 %","15.0 %",".353",".385",".382",".450",".735",".476","198","0.5","5.6","0.7","0.7"
"Athletics","14","44","3","9","9","0","4.5 %","25.0 %",".333",".462",".385",".432",".718",".464","200","-0.1","5.5","0.3","0.7"
"Dodgers","12","43","4","9","9","0","9.3 %","20.9 %",".378",".333",".324",".405",".703",".450","188","0.0","5.0","0.3","0.7"
"Astros","17","46","3","9","9","0","10.9 %","15.2 %",".317",".387",".366",".435",".683",".453","187","-0.1","4.9","-0.1","0.6"
"White Sox","16","41","2","13","11","0","7.3 %","17.1 %",".306",".464",".417",".450",".722",".475","207","0.0","5.5","-0.5","0.6"
"Twins","15","41","3","5","5","0","17.1 %","22.0 %",".387",".158",".194",".375",".581",".393","154","-0.1","2.7","0.0","0.4"
"Rangers","13","45","2","7","7","4","15.6 %","20.0 %",".243",".308",".270",".400",".514",".387","141","0.7","2.7","-0.4","0.4"
"Reds","15","44","3","7","6","0","6.8 %","13.6 %",".244",".313",".317",".364",".561",".378","139","-0.2","1.9","0.5","0.4"
"Diamondbacks","17","39","2","6","6","0","5.1 %","20.5 %",".243",".370",".324",".359",".568",".385","141","0.0","1.9","0.3","0.3"
"Padres","14","40","1","7","7","1","12.5 %","25.0 %",".118",".391",".294",".400",".412",".349","129","0.1","1.5","0.4","0.3"
"Red Sox","16","40","3","5","5","0","5.0 %","27.5 %",".289",".375",".316",".350",".605",".385","149","-0.5","1.7","0.0","0.3"
"Brewers","17","40","1","6","6","1","10.0 %","20.0 %",".139",".370",".306",".375",".444",".352","119","0.2","1.0","0.2","0.2"
"Mets","15","41","0","4","4","1","4.9 %","24.4 %",".026",".429",".316",".366",".342",".314","99","0.1","-0.1","0.3","0.1"
"Rockies","15","39","2","7","7","0","5.1 %","23.1 %",".242",".318",".273",".351",".515",".364","110","-0.1","0.0","0.2","0.1"
"Tigers","13","36","0","3","3","0","5.6 %","19.4 %",".029",".444",".353",".389",".382",".338","109","-0.1","0.3","-0.1","0.1"
"Angels","13","35","0","7","6","1","5.7 %","40.0 %",".063",".556",".313",".353",".375",".317","102","-0.2","-0.2","0.3","0.1"
"Orioles","15","41","0","5","5","0","12.2 %","26.8 %",".083",".400",".278",".366",".361",".322","103","0.0","-0.1","-0.4","0.1"
"Braves","15","35","0","6","6","0","11.4 %","20.0 %",".032",".333",".258",".343",".290",".288","76","0.1","-1.2","0.4","0.0"
"Yankees","14","34","1","6","6","0","8.8 %","17.6 %",".129",".250",".226",".294",".355",".282","76","0.0","-1.1","0.0","0.0"
"Mariners","11","35","2","2","2","0","8.6 %","25.7 %",".188",".238",".219",".286",".406",".294","86","-0.3","-1.0","-0.3","0.0"
"Cardinals","13","38","1","6","6","0","7.9 %","21.1 %",".088",".269",".235",".289",".324",".266","66","0.1","-1.8","0.3","0.0"
"Giants","18","37","1","5","4","0","8.1 %","27.0 %",".147",".261",".206",".270",".353",".268","68","0.1","-1.6","0.0","0.0"
"Blue Jays","14","39","0","3","2","0","10.3 %","33.3 %",".118",".286",".176",".282",".294",".258","62","-0.1","-2.2","-0.3","-0.1"
"Rays","13","33","1","2","2","0","3.0 %","21.2 %",".097",".217",".194",".242",".290",".233","50","0.0","-2.4","0.0","-0.1"
"Pirates","14","36","0","4","2","1","5.6 %","27.8 %",".065",".286",".194",".306",".258",".262","63","-0.3","-2.3","-0.4","-0.1"
"Indians","12","35","0","1","0","0","8.6 %","17.1 %",".000",".200",".161",".257",".161",".204","23","0.0","-3.8","0.2","-0.2"
"Royals","13","32","0","0","0","0","6.3 %","18.8 %",".067",".208",".167",".219",".233",".201","25","-0.1","-3.5","-0.3","-0.3"
"Cubs","11","31","1","1","1","0","3.2 %","32.3 %",".100",".158",".133",".161",".233",".169","3","-0.4","-4.6","0.5","-0.3"
"Marlins","14","31","1","1","1","0","3.2 %","41.9 %",".100",".125",".100",".129",".200",".141","-11","-0.1","-4.9","0.1","-0.4"
