"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Mariners","14","46","5","13","13","0","8.7 %","21.7 %",".400",".400",".375",".444",".775",".494","219","-0.5","6.5","-0.8","0.7"
"Orioles","13","42","2","12","11","0","7.1 %","11.9 %",".351",".419",".405",".439",".757",".478","214","0.0","6.0","-0.3","0.7"
"Rays","13","46","0","5","5","3","17.4 %","30.4 %",".054",".458",".297",".413",".351",".343","119","0.6","1.7","0.0","0.3"
"Phillies","15","35","3","4","4","0","5.7 %","20.0 %",".273",".304",".303",".343",".576",".380","139","-0.4","1.2","0.2","0.2"
"Braves","13","42","1","8","7","0","14.3 %","19.0 %",".147",".308",".265",".381",".412",".335","104","0.0","0.0","0.5","0.2"
"Athletics","16","39","2","4","3","1","5.1 %","10.3 %",".162",".290",".297",".333",".459",".336","115","-0.3","0.3","-0.1","0.2"
"Padres","14","37","3","6","6","1","5.4 %","10.8 %",".313",".160",".219",".306",".531",".346","114","-0.3","0.2","0.2","0.2"
"Angels","15","32","3","5","5","0","15.6 %","6.3 %",".333",".091",".185",".313",".519",".344","120","-0.5","0.2","0.0","0.1"
"Cubs","17","40","1","10","8","0","10.0 %","27.5 %",".176",".318",".235",".333",".412",".312","90","0.0","-0.8","0.4","0.1"
"Astros","15","34","1","4","4","0","11.8 %","20.6 %",".167",".273",".233",".324",".400",".312","100","-0.1","-0.2","-0.1","0.1"
"Royals","17","41","0","5","5","0","7.3 %","22.0 %",".054",".357",".270",".341",".324",".297","83","0.0","-1.0","0.2","0.1"
"Rockies","15","37","2","6","6","0","8.1 %","16.2 %",".242",".231",".242",".297",".485",".321","88","0.0","-0.9","0.1","0.0"
"Yankees","12","38","1","3","3","1","7.9 %","21.1 %",".114",".269",".229",".289",".343",".275","72","0.2","-1.4","-0.2","0.0"
"White Sox","13","34","1","1","1","1","0.0 %","41.2 %",".118",".421",".265",".265",".382",".272","75","0.2","-1.2","-0.3","0.0"
"Nationals","14","33","2","3","3","0","0.0 %","15.2 %",".242",".192",".212",".212",".455",".270","66","0.0","-1.7","0.1","0.0"
"Dodgers","16","36","0","3","3","0","8.3 %","13.9 %",".067",".200",".167",".306",".233",".258","61","0.1","-1.9","0.2","0.0"
"Cardinals","13","30","1","4","3","0","6.7 %","13.3 %",".143",".174",".179",".233",".321",".238","50","0.0","-2.2","0.4","-0.1"
"Pirates","17","36","0","0","0","0","8.3 %","33.3 %",".000",".350",".219",".306",".219",".247","53","0.0","-2.4","0.0","-0.1"
"Giants","16","38","1","5","5","1","10.5 %","34.2 %",".121",".211",".152",".263",".273",".231","42","0.2","-2.9","0.4","-0.1"
"Brewers","12","34","1","2","2","1","2.9 %","29.4 %",".094",".238",".188",".235",".281",".226","40","0.2","-2.8","0.1","-0.2"
