"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Braves","14","48","3","11","10","2","10.4 %","16.7 %",".310",".355",".333",".404",".643",".424","163","0.1","4.0","0.5","0.6"
"Pirates","14","44","3","11","11","2","11.4 %","15.9 %",".316",".321",".316",".409",".632",".429","170","0.4","4.3","0.2","0.6"
"Mariners","15","46","2","8","8","4","8.7 %","23.9 %",".262",".379",".310",".370",".571",".389","149","0.9","3.8","-0.1","0.5"
"Rays","17","44","2","6","6","0","11.4 %","34.1 %",".282",".455",".308",".386",".590",".403","160","0.1","3.3","-0.2","0.5"
"Nationals","15","44","3","8","8","0","11.4 %","15.9 %",".289",".321",".316",".395",".605",".414","150","0.0","2.8","0.3","0.4"
"Dodgers","12","40","4","9","8","0","12.5 %","22.5 %",".400",".227",".257",".350",".657",".406","158","-0.3","2.6","0.2","0.4"
"Red Sox","17","43","1","5","5","0","9.3 %","14.0 %",".154",".375",".333",".395",".487",".376","134","-0.1","1.7","0.1","0.3"
"Angels","12","38","1","6","6","1","5.3 %","15.8 %",".167",".379",".333",".368",".500",".367","134","0.1","1.7","0.2","0.3"
"Orioles","14","43","1","8","8","2","7.0 %","32.6 %",".150",".480",".325",".372",".475",".360","125","0.4","1.7","-0.2","0.3"
"Phillies","12","38","1","4","4","0","7.9 %","26.3 %",".143",".417",".314",".368",".457",".353","120","0.1","0.9","0.7","0.3"
"Mets","15","49","2","5","5","1","8.2 %","16.3 %",".163",".303",".279",".354",".442",".342","114","0.0","0.7","-0.1","0.2"
"Rangers","16","40","1","5","5","0","0.0 %","10.0 %",".128",".382",".359",".375",".487",".366","122","-0.4","0.7","-0.2","0.2"
"Padres","14","39","2","5","5","0","5.1 %","30.8 %",".216",".348",".270",".308",".486",".331","108","0.0","0.2","0.1","0.2"
"Athletics","15","39","2","3","3","2","7.7 %","28.2 %",".257",".227",".200",".282",".457",".309","98","0.4","0.1","0.1","0.2"
"Royals","14","43","0","2","2","0","11.6 %","14.0 %",".105",".344",".289",".372",".395",".335","107","-0.1","0.3","-0.4","0.1"
"Diamondbacks","16","38","2","4","4","0","2.6 %","5.3 %",".194",".273",".306",".316",".500",".335","108","-0.1","0.1","0.0","0.1"
"Blue Jays","13","44","1","9","8","0","11.4 %","13.6 %",".105",".290",".263",".364",".368",".325","102","-0.5","-0.4","-0.1","0.1"
"Reds","17","38","2","4","4","1","5.3 %","26.3 %",".194",".250",".222",".263",".417",".285","75","0.1","-1.4","0.1","0.0"
"Rockies","14","37","0","4","4","0","5.4 %","21.6 %",".143",".370",".286",".324",".429",".318","82","-0.5","-1.4","0.1","0.0"
"Cardinals","14","32","1","2","1","2","0.0 %","34.4 %",".097",".316",".226",".250",".323",".246","56","0.5","-1.6","0.2","0.0"
"Astros","12","35","1","2","2","0","2.9 %","28.6 %",".118",".348",".265",".286",".382",".284","82","-0.5","-1.5","-0.1","0.0"
"Giants","17","31","2","2","2","0","3.2 %","25.8 %",".200",".200",".200",".226",".400",".260","64","-0.5","-2.1","0.3","-0.1"
"Cubs","14","38","0","1","1","0","15.8 %","26.3 %",".032",".286",".194",".324",".226",".250","62","-0.4","-2.5","0.3","-0.1"
"Yankees","12","36","1","2","2","0","8.3 %","25.0 %",".125",".182",".156",".250",".281",".238","51","0.1","-2.5","0.3","-0.1"
"Tigers","14","38","0","1","1","0","5.3 %","31.6 %",".083",".333",".222",".263",".306",".247","54","0.0","-2.5","-0.4","-0.2"
"Brewers","17","38","1","2","2","2","5.3 %","34.2 %",".083",".273",".194",".237",".278",".225","38","0.4","-3.0","0.1","-0.2"
"Twins","13","34","1","2","2","0","14.7 %","32.4 %",".138",".176",".138",".265",".276",".232","41","-0.4","-3.3","0.2","-0.2"
"White Sox","17","42","0","2","1","2","7.1 %","35.7 %",".027",".261",".162",".238",".189",".187","26","0.5","-3.8","-0.4","-0.3"
"Marlins","14","33","0","1","1","1","3.0 %","27.3 %",".065",".182",".129",".182",".194",".169","5","0.0","-4.3","0.3","-0.3"
"Indians","12","29","0","0","0","1","0.0 %","51.7 %",".000",".143",".069",".069",".069",".060","-64","0.2","-6.5","0.3","-0.5"
