"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Indians","19","45","4","11","11","0","13.3 %","24.4 %",".385",".333",".308",".400",".692",".442","180","0.0","4.4","0.2","0.6"
"Orioles","13","47","3","11","11","0","8.5 %","23.4 %",".286",".429",".357",".426",".643",".442","179","0.1","4.8","-0.5","0.6"
"Rangers","16","48","1","10","10","0","14.6 %","20.8 %",".184",".467",".395",".458",".579",".423","159","-0.6","3.0","-0.3","0.4"
"Royals","14","41","0","9","8","0","4.9 %","14.6 %",".206",".400",".353",".415",".559",".400","153","-0.1","2.6","-0.3","0.4"
"Braves","20","41","2","6","5","0","7.3 %","17.1 %",".243",".321",".297",".366",".541",".379","136","0.0","1.8","-0.1","0.3"
"Red Sox","15","45","1","12","10","0","8.9 %","13.3 %",".154",".382",".359",".400",".513",".372","131","-0.5","1.3","0.0","0.3"
"Rockies","28","71","5","8","8","0","15.5 %","28.2 %",".276",".212",".207",".343",".483",".349","102","0.0","-0.3","0.1","0.2"
"Dodgers","19","39","2","6","6","0","12.8 %","20.5 %",".242",".217",".212",".333",".455",".336","113","0.1","0.6","0.1","0.2"
"Nationals","29","70","2","10","9","0","11.4 %","30.0 %",".179",".333",".250",".338",".429",".323","94","-0.1","-0.9","0.3","0.2"
"Marlins","18","46","1","4","4","6","6.5 %","32.6 %",".140",".370",".256",".304",".395",".299","89","0.7","-0.2","0.2","0.1"
"Cubs","16","40","0","2","2","0","10.0 %","27.5 %",".111",".360",".250",".325",".361",".299","86","0.0","-1.0","0.4","0.1"
"Angels","15","34","0","3","3","0","2.9 %","26.5 %",".125",".417",".313",".324",".438",".317","102","-0.2","-0.2","-0.4","0.1"
"Pirates","16","38","1","9","7","1","2.6 %","18.4 %",".135",".310",".270",".289",".405",".293","82","0.2","-0.8","0.1","0.0"
"Mets","22","46","2","5","5","1","8.7 %","19.6 %",".171",".233",".220",".304",".390",".291","81","0.1","-1.2","0.0","0.0"
"Brewers","16","37","1","4","3","0","10.8 %","32.4 %",".161",".316",".226",".306",".387",".295","76","-0.5","-1.8","0.4","0.0"
"Astros","12","36","1","3","3","1","13.9 %","13.9 %",".161",".160",".161",".278",".323",".266","70","0.1","-1.5","-0.1","0.0"
"Blue Jays","19","36","1","4","4","0","5.6 %","27.8 %",".152",".227",".182",".250",".333",".252","56","-0.1","-2.2","0.0","-0.1"
"Twins","13","38","0","4","4","0","7.9 %","21.1 %",".059",".308",".235",".316",".294",".264","65","0.0","-2.0","-0.5","-0.1"
"Reds","17","36","0","2","2","0","2.8 %","25.0 %",".086",".308",".229",".250",".314",".241","49","-0.1","-2.8","0.1","-0.2"
"Padres","16","36","0","3","2","0","11.1 %","33.3 %",".094",".250",".156",".250",".250",".225","40","0.0","-3.0","0.2","-0.2"
"Athletics","16","33","1","2","2","0","3.0 %","21.2 %",".094",".208",".188",".212",".281",".211","35","0.0","-3.0","0.2","-0.2"
"Rays","22","41","2","2","2","0","7.3 %","41.5 %",".184",".263",".184",".244",".368",".260","66","-0.8","-2.9","-0.3","-0.2"
"Diamondbacks","30","74","1","3","3","0","12.2 %","31.1 %",".092",".293",".200",".297",".292",".247","48","-0.3","-5.8","1.0","-0.2"
"Giants","29","60","3","5","5","1","10.0 %","25.0 %",".189",".139",".151",".233",".340",".237","46","-0.2","-4.7","0.3","-0.2"
"Cardinals","24","73","2","2","2","1","5.5 %","34.2 %",".101",".262",".188",".233",".290",".227","38","0.2","-5.8","0.9","-0.2"
"Tigers","13","34","0","2","2","0","2.9 %","35.3 %",".094",".286",".188",".206",".281",".204","25","-0.1","-3.6","-0.2","-0.2"
"White Sox","16","34","0","0","0","0","2.9 %","41.2 %",".061",".316",".182",".206",".242",".194","24","0.0","-3.6","-0.4","-0.3"
"Phillies","33","67","3","6","6","0","4.5 %","26.9 %",".159",".190",".175",".212",".333",".230","39","0.0","-5.8","0.6","-0.3"
"Yankees","26","45","1","1","1","0","2.2 %","28.9 %",".093",".207",".163",".200",".256",".198","21","0.0","-4.8","-0.1","-0.3"
"Mariners","14","32","0","0","0","0","3.1 %","56.3 %",".032",".308",".129",".156",".161",".141","-9","0.1","-4.7","-0.2","-0.4"
