"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","16","49","3","9","8","0","14.3 %","20.4 %",".300",".407",".350",".458",".650",".453","199","0.0","6.3","0.7","0.8"
"Red Sox","16","38","4","7","6","0","7.9 %","21.1 %",".382",".182",".235",".316",".618",".378","138","-0.1","1.6","0.0","0.3"
"Dodgers","21","60","1","4","4","1","20.0 %","23.3 %",".089",".333",".244",".414",".333",".345","110","-0.2","0.4","0.4","0.3"
"Padres","15","34","1","4","4","1","11.8 %","26.5 %",".179",".368",".286",".382",".464",".359","126","0.2","1.3","0.4","0.3"
"Mariners","17","40","3","6","6","1","10.0 %","25.0 %",".324",".217",".235",".300",".559",".341","119","0.2","1.0","-0.8","0.2"
"Brewers","16","35","2","5","5","0","5.7 %","22.9 %",".226",".273",".258",".314",".484",".330","106","-0.5","-0.4","0.2","0.1"
"Angels","14","39","0","6","6","0","10.3 %","7.7 %",".057",".313",".286",".359",".343",".302","95","-0.1","-0.5","0.0","0.1"
"Rockies","14","42","0","6","6","1","9.5 %","11.9 %",".105",".333",".289",".357",".395",".327","92","0.2","-0.6","0.1","0.1"
"Giants","17","37","1","1","1","0","8.1 %","32.4 %",".182",".250",".182",".270",".364",".273","73","-0.1","-1.6","0.9","0.0"
"Athletics","16","36","1","2","2","0","11.1 %","13.9 %",".125",".231",".219",".306",".344",".285","82","-0.1","-1.1","0.0","0.0"
"Astros","14","36","0","2","2","1","11.1 %","27.8 %",".032",".286",".194",".306",".226",".251","59","0.1","-2.0","0.1","-0.1"
"Blue Jays","11","34","0","6","5","0","8.8 %","35.3 %",".065",".368",".226",".294",".290",".259","60","0.0","-1.8","-0.1","-0.1"
"Diamondbacks","18","56","1","5","5","1","10.7 %","26.8 %",".120",".265",".200",".286",".320",".251","54","0.2","-3.5","0.8","-0.1"
"Rays","15","32","1","4","4","1","3.1 %","40.6 %",".097",".294",".194",".219",".290",".218","39","0.2","-2.6","0.0","-0.1"
"Marlins","16","31","1","1","1","0","9.7 %","29.0 %",".111",".059",".074",".194",".185",".181","14","-1.0","-4.8","0.0","-0.4"
"Tigers","13","31","0","0","0","0","6.5 %","29.0 %",".103",".100",".069",".129",".172",".133","-17","-0.1","-5.2","-0.3","-0.4"
