"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Twins","15","45","4","15","15","0","4.4 %","20.0 %",".500",".552",".476",".511",".976",".598","285","0.0","10.7","0.0","1.2"
"Cardinals","13","45","3","9","9","0","13.3 %","22.2 %",".368",".440",".368",".455",".737",".482","199","0.1","5.9","0.3","0.7"
"Brewers","18","48","3","7","7","2","12.5 %","20.8 %",".293",".357",".317",".404",".610",".407","142","0.4","2.9","0.7","0.5"
"Red Sox","14","45","2","9","8","0","8.9 %","13.3 %",".225",".364",".350",".400",".575",".403","150","-0.1","2.8","0.3","0.5"
"Nationals","20","56","1","4","4","0","19.6 %","10.7 %",".143",".343",".310",".463",".452",".391","137","0.0","2.5","0.2","0.4"
"Yankees","15","44","4","8","8","0","0.0 %","18.2 %",".318",".313",".318",".318",".636",".390","151","-0.4","2.2","0.1","0.4"
"Diamondbacks","13","35","2","8","8","1","11.4 %","11.4 %",".233",".280",".300",".371",".533",".374","133","0.2","1.6","0.6","0.3"
"Angels","15","35","4","5","5","0","2.9 %","22.9 %",".412",".227",".265",".286",".676",".385","147","-0.5","1.5","0.0","0.3"
"Phillies","17","41","1","7","7","3","12.2 %","31.7 %",".194",".364",".250",".341",".444",".335","107","0.6","0.9","0.4","0.3"
"Rays","16","47","2","4","4","0","8.5 %","19.1 %",".190",".258",".238",".319",".429",".319","107","0.1","0.2","0.0","0.2"
"Rangers","14","37","2","6","6","0","5.4 %","8.1 %",".229",".267",".286",".324",".514",".349","113","0.1","0.5","-0.1","0.2"
"Pirates","20","47","2","6","6","0","6.4 %","14.9 %",".143",".324",".310",".362",".452",".345","116","-0.5","0.4","-0.4","0.1"
"Royals","20","51","0","7","5","2","9.8 %","17.6 %",".089",".333",".267",".353",".356",".305","89","-0.1","-1.1","0.5","0.1"
"Astros","13","37","2","4","4","1","10.8 %","21.6 %",".273",".174",".182",".270",".455",".302","93","0.2","-0.3","-0.1","0.1"
"Tigers","14","38","1","6","5","0","5.3 %","23.7 %",".143",".308",".257",".289",".400",".289","83","0.0","-1.2","-0.3","0.0"
"Giants","16","36","1","4","4","0","8.3 %","22.2 %",".125",".250",".219",".278",".344",".266","66","-0.1","-1.8","0.2","0.0"
"Athletics","14","35","1","5","4","0","11.4 %","22.9 %",".167",".182",".167",".257",".333",".254","61","0.0","-1.9","0.0","-0.1"
"Orioles","16","36","1","4","4","1","13.9 %","25.0 %",".100",".250",".200",".314",".300",".278","65","0.2","-1.5","-0.6","-0.1"
"Marlins","15","36","0","0","0","0","8.3 %","33.3 %",".061",".333",".212",".278",".273",".246","55","-0.2","-2.5","0.4","-0.1"
"Mets","14","35","1","2","2","0","2.9 %","20.0 %",".121",".240",".212",".257",".333",".255","62","-0.5","-2.5","0.1","-0.1"
"Padres","13","36","1","3","3","0","2.8 %","33.3 %",".125",".263",".188",".235",".313",".237","38","-0.1","-3.1","0.2","-0.2"
"Blue Jays","12","33","1","1","1","1","6.1 %","24.2 %",".194",".136",".129",".182",".323",".210","32","0.2","-3.0","-0.1","-0.2"
"Braves","14","34","0","1","1","0","14.7 %","29.4 %",".034",".263",".172",".294",".207",".196","25","0.0","-3.6","0.0","-0.2"
"Dodgers","14","37","0","2","2","0","2.7 %","24.3 %",".029",".240",".176",".222",".206",".194","19","0.0","-4.2","0.4","-0.3"
"Mariners","13","31","1","2","2","1","0.0 %","25.8 %",".100",".182",".167",".161",".267",".175","12","-0.2","-4.0","-0.1","-0.3"
"Rockies","14","34","0","0","0","0","2.9 %","38.2 %",".061",".250",".152",".176",".212",".169","-9","0.0","-5.3","0.1","-0.4"
