"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","12","46","5","14","14","2","8.7 %","17.4 %",".429",".345",".357",".413",".786",".483","209","0.6","7.0","0.5","0.9"
"Braves","15","44","4","11","10","0","6.8 %","15.9 %",".341",".433",".415",".455",".756",".496","211","0.1","6.5","0.2","0.8"
"Astros","13","45","2","14","14","0","20.0 %","20.0 %",".229",".400",".343",".467",".571",".433","180","-0.1","4.4","-0.1","0.6"
"Mets","15","36","4","7","7","0","2.8 %","22.2 %",".382",".273",".294",".333",".676",".409","161","-0.1","2.8","0.1","0.4"
"Cubs","13","36","3","10","10","0","2.8 %","5.6 %",".303",".286",".333",".371",".636",".415","154","0.0","2.4","0.4","0.4"
"White Sox","11","46","1","8","8","0","6.5 %","19.6 %",".143",".438",".357",".413",".500",".390","150","-0.1","2.7","-0.4","0.4"
"Brewers","15","43","2","8","8","0","7.0 %","18.6 %",".289",".276",".263",".326",".553",".356","120","0.0","1.1","0.5","0.3"
"Red Sox","16","44","1","5","5","0","11.4 %","27.3 %",".128",".423",".308",".386",".436",".348","110","-0.1","0.4","0.1","0.2"
"Nationals","14","38","1","4","4","0","7.9 %","13.2 %",".121",".296",".273",".368",".394",".336","104","-0.1","0.0","0.5","0.2"
"Twins","12","43","1","7","7","0","7.0 %","27.9 %",".150",".407",".300",".349",".450",".340","111","-0.1","0.5","-0.4","0.2"
"Rays","15","38","1","3","3","2","5.3 %","31.6 %",".147",".333",".235",".316",".382",".304","95","0.5","0.0","0.0","0.1"
"Royals","17","45","0","4","4","2","6.7 %","22.2 %",".048",".406",".310",".356",".357",".313","95","0.4","-0.1","-0.3","0.1"
"Padres","14","37","2","2","2","0","8.1 %","35.1 %",".206",".316",".235",".297",".441",".311","96","0.0","-0.4","0.2","0.1"
"Diamondbacks","15","39","0","6","5","2","12.8 %","5.1 %",".000",".296",".286",".432",".286",".320","79","0.4","-1.0","0.3","0.1"
"Indians","27","62","2","7","7","1","8.1 %","21.0 %",".200",".244",".218",".290",".418",".298","84","-0.3","-2.0","0.3","0.1"
"Cardinals","14","36","1","1","1","0","5.6 %","30.6 %",".156",".300",".219",".286",".375",".284","77","0.1","-1.1","0.4","0.0"
"Blue Jays","14","36","3","4","4","0","5.6 %","36.1 %",".324",".222",".206",".250",".529",".316","100","-0.5","-0.7","-0.2","0.0"
"Marlins","12","35","1","2","2","0","8.6 %","25.7 %",".125",".318",".250",".314",".375",".298","88","-0.1","-0.8","0.0","0.0"
"Mariners","16","32","1","3","3","1","3.1 %","34.4 %",".200",".333",".233",".258",".433",".286","80","0.3","-0.8","-0.1","0.0"
"Phillies","15","33","1","1","1","1","12.1 %","30.3 %",".103",".222",".172",".273",".276",".248","52","0.2","-2.1","0.3","-0.1"
"Dodgers","15","35","0","2","2","0","2.9 %","37.1 %",".061",".350",".212",".257",".273",".234","45","0.0","-2.6","0.2","-0.1"
"Rockies","14","33","2","3","2","0","0.0 %","36.4 %",".182",".316",".242",".242",".424",".276","63","-0.1","-2.2","-0.2","-0.1"
"Tigers","14","35","0","1","1","0","11.4 %","8.6 %",".065",".214",".194",".286",".258",".247","52","0.0","-2.4","-0.2","-0.1"
"Giants","18","36","0","1","1","0","5.6 %","30.6 %",".091",".273",".182",".250",".273",".232","46","0.0","-2.7","0.0","-0.2"
"Orioles","15","35","1","2","2","0","5.7 %","22.9 %",".121",".208",".182",".229",".303",".229","42","0.0","-2.9","-0.3","-0.2"
"Pirates","16","37","1","3","3","0","8.1 %","24.3 %",".088",".208",".176",".243",".265",".226","41","0.0","-3.2","-0.1","-0.2"
"Athletics","15","31","0","1","1","0","0.0 %","25.8 %",".069",".136",".103",".129",".172",".130","-17","0.0","-5.0","0.3","-0.4"
"Rangers","26","63","1","1","1","0","3.2 %","34.9 %",".066",".237",".164",".190",".230",".182","7","0.0","-8.3","-0.6","-0.6"
