"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Athletics","16","56","6","21","21","0","7.1 %","12.5 %",".412",".487",".490",".518",".902",".571","272","0.0","12.3","0.2","1.4"
"Dodgers","15","44","3","7","7","0","9.1 %","18.2 %",".316",".370",".342",".432",".658",".449","185","0.0","4.9","-0.1","0.6"
"Yankees","20","40","6","11","11","1","5.0 %","22.5 %",".553",".217",".289",".325",".842",".459","193","0.3","5.0","-0.4","0.6"
"Astros","19","39","4","7","7","0","7.7 %","12.8 %",".389",".296",".333",".385",".722",".448","192","0.0","4.4","0.0","0.6"
"Phillies","17","35","5","6","6","0","11.4 %","28.6 %",".548",".188",".258",".343",".806",".450","185","0.0","3.7","0.3","0.5"
"Tigers","17","45","1","12","12","0","8.9 %","15.6 %",".103",".455",".410",".444",".513",".402","153","-0.1","2.9","-0.4","0.4"
"Indians","15","43","2","8","8","0","14.0 %","14.0 %",".250",".240",".250",".419",".500",".391","148","-0.1","2.2","0.2","0.4"
"Blue Jays","17","38","3","4","4","1","13.2 %","26.3 %",".313",".316",".281",".378",".594",".401","153","0.1","2.6","-0.1","0.4"
"White Sox","14","38","3","7","7","0","10.5 %","28.9 %",".333",".316",".273",".351",".606",".392","146","0.1","2.3","-0.2","0.3"
"Cubs","18","45","4","8","8","0","11.1 %","26.7 %",".342",".217",".237",".333",".579",".369","134","0.0","1.7","0.1","0.3"
"Padres","18","46","1","9","7","0","13.0 %","13.0 %",".128",".303",".282",".370",".410",".336","110","-0.1","0.5","0.6","0.2"
"Reds","14","36","1","3","3","0","13.9 %","16.7 %",".226",".292",".258",".361",".484",".356","120","-0.1","0.7","0.0","0.2"
"Diamondbacks","16","38","1","2","2","2","7.9 %","21.1 %",".114",".346",".286",".342",".400",".321","100","0.3","0.1","0.4","0.2"
"Royals","16","36","3","3","3","0","5.6 %","19.4 %",".294",".208",".235",".278",".529",".330","110","0.0","0.1","0.2","0.2"
"Mariners","18","31","3","4","4","1","12.9 %","29.0 %",".333",".067",".148",".258",".481",".305","98","0.3","0.0","0.0","0.1"
"Red Sox","17","38","1","3","3","2","10.5 %","15.8 %",".147",".259",".235",".316",".382",".302","87","0.4","-0.5","0.0","0.1"
"Braves","16","38","1","5","4","0","7.9 %","31.6 %",".118",".409",".294",".342",".412",".321","98","-0.5","-0.8","0.2","0.1"
"Marlins","17","38","1","3","3","0","10.5 %","23.7 %",".176",".292",".235",".316",".412",".311","96","-0.6","-0.9","0.2","0.1"
"Giants","16","33","1","5","5","0","0.0 %","27.3 %",".152",".348",".273",".273",".424",".291","83","0.0","-0.8","0.1","0.0"
"Twins","14","34","1","5","5","0","8.8 %","20.6 %",".207",".227",".207",".294",".414",".286","83","0.0","-1.0","-0.5","0.0"
"Rays","17","45","1","5","4","0","6.7 %","28.9 %",".143",".321",".238",".289",".381",".285","80","-0.3","-1.5","-0.5","0.0"
"Pirates","15","36","1","4","4","0","8.3 %","19.4 %",".125",".250",".219",".286",".344",".274","67","0.0","-1.8","-0.1","-0.1"
"Mets","13","31","0","3","3","0","6.5 %","38.7 %",".138",".294",".172",".226",".310",".230","46","-0.1","-2.4","0.2","-0.1"
"Rockies","14","31","1","2","2","0","3.2 %","16.1 %",".100",".250",".233",".258",".333",".253","46","0.0","-2.5","0.1","-0.1"
"Brewers","19","35","1","4","4","0","5.7 %","22.9 %",".188",".208",".188",".229",".375",".236","43","-0.1","-3.1","0.4","-0.1"
"Orioles","18","35","1","3","2","0","2.9 %","37.1 %",".088",".300",".206",".229",".294",".224","38","0.0","-3.0","-0.5","-0.2"
"Cardinals","14","34","0","1","1","0","2.9 %","23.5 %",".031",".250",".188",".235",".219",".205","26","-0.4","-3.8","0.4","-0.2"
"Angels","16","32","0","0","0","0","6.3 %","15.6 %",".067",".160",".133",".188",".200",".174","11","0.0","-4.0","0.2","-0.3"
"Rangers","14","41","1","3","3","4","7.3 %","31.7 %",".108",".174",".135",".220",".243",".209","22","0.8","-3.7","-0.6","-0.3"
"Nationals","12","29","0","0","0","0","3.4 %","20.7 %",".000",".091",".071",".103",".071",".084","-51","-0.1","-6.2","0.0","-0.5"
