"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"White Sox","16","47","4","12","12","2","8.5 %","21.3 %",".372",".586",".488",".532",".860",".565","268","0.4","10.5","-0.4","1.1"
"Tigers","16","48","5","11","11","0","14.6 %","25.0 %",".425",".417",".375",".458",".800",".498","220","-0.2","7.0","-0.3","0.8"
"Reds","15","44","5","12","12","0","6.8 %","25.0 %",".400",".375",".350",".395",".750",".464","182","-0.1","4.5","0.3","0.6"
"Yankees","16","41","1","7","7","0","2.4 %","17.1 %",".184",".467",".395",".410",".579",".415","160","-0.1","3.0","0.2","0.5"
"Indians","16","41","4","6","6","1","9.8 %","31.7 %",".361",".263",".250",".341",".611",".389","146","0.2","2.4","0.3","0.4"
"Twins","15","36","5","6","5","0","2.8 %","13.9 %",".429",".200",".286",".306",".714",".409","164","0.0","2.6","0.0","0.4"
"Diamondbacks","13","41","0","8","8","1","14.6 %","14.6 %",".171",".379",".314",".415",".486",".384","138","0.1","2.1","0.3","0.4"
"Dodgers","14","37","2","6","6","0","13.5 %","27.0 %",".226",".368",".290",".389",".516",".382","142","0.0","2.0","0.4","0.3"
"Angels","13","39","2","5","5","0","10.3 %","2.6 %",".235",".250",".294",".359",".529",".366","134","0.0","1.6","0.2","0.3"
"Braves","16","39","2","4","4","0","7.7 %","17.9 %",".229",".308",".286",".359",".514",".367","130","0.0","1.3","0.3","0.3"
"Brewers","15","45","0","10","10","2","13.3 %","31.1 %",".108",".435",".270",".400",".378",".340","112","0.4","0.9","0.6","0.3"
"Phillies","13","34","3","4","4","0","14.7 %","11.8 %",".379",".136",".207",".324",".586",".360","131","0.0","1.2","0.4","0.3"
"Rockies","16","40","2","8","8","0","0.0 %","25.0 %",".282",".370",".308",".308",".590",".367","115","0.0","0.6","0.1","0.2"
"Cubs","15","37","2","3","3","0","8.1 %","27.0 %",".206",".273",".235",".297",".441",".311","96","0.0","-0.5","0.2","0.1"
"Cardinals","18","38","0","1","1","0","10.5 %","15.8 %",".000",".308",".250",".368",".250",".294","84","0.0","-1.0","0.2","0.0"
"Astros","14","41","0","3","3","0","9.8 %","29.3 %",".083",".375",".250",".325",".333",".291","83","-0.1","-1.0","-0.1","0.0"
"Blue Jays","14","35","2","4","4","1","2.9 %","17.1 %",".212",".240",".242",".265",".455",".298","82","0.1","-0.8","-0.3","0.0"
"Rangers","17","46","2","4","4","2","19.6 %","23.9 %",".189",".167",".162",".326",".351",".294","78","0.1","-1.6","-0.2","0.0"
"Nationals","15","36","2","3","3","3","5.6 %","36.1 %",".182",".222",".182",".250",".364",".263","61","0.6","-1.5","0.1","0.0"
"Mets","15","38","0","2","2","0","10.5 %","21.1 %",".118",".269",".206",".289",".324",".269","70","-0.1","-1.7","0.1","0.0"
"Giants","14","39","0","3","3","1","17.9 %","35.9 %",".065",".278",".161",".308",".226",".253","57","0.2","-2.0","0.4","0.0"
"Padres","14","33","2","4","3","0","3.0 %","36.4 %",".219",".222",".188",".212",".406",".254","61","0.0","-2.0","0.4","-0.1"
"Mariners","19","46","1","5","5","2","19.6 %","21.7 %",".081",".192",".162",".326",".243",".272","71","0.3","-1.5","-0.9","-0.1"
"Pirates","15","35","1","2","1","0","0.0 %","31.4 %",".114",".348",".257",".257",".371",".264","63","0.0","-1.8","-0.2","-0.1"
"Orioles","13","38","0","1","1","0","7.9 %","21.1 %",".029",".308",".235",".316",".265",".266","68","0.0","-2.0","-0.3","-0.1"
"Royals","13","31","0","1","1","0","9.7 %","25.8 %",".074",".250",".185",".258",".259",".228","41","-0.4","-3.0","0.2","-0.2"
"Athletics","14","34","1","2","2","0","5.9 %","29.4 %",".125",".190",".156",".206",".281",".210","35","0.0","-3.2","0.0","-0.2"
"Marlins","14","33","0","0","0","0","6.1 %","21.2 %",".032",".208",".161",".212",".194",".184","16","-0.1","-4.0","0.4","-0.2"
