"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Twins","26","82","4","11","11","1","9.8 %","17.1 %",".268",".327",".310",".378",".577",".391","145","0.1","4.8","-0.4","0.7"
"Red Sox","13","44","2","9","9","1","25.0 %","18.2 %",".182",".348",".303",".477",".485",".419","161","0.2","3.6","-0.1","0.5"
"Astros","14","43","2","11","11","1","11.6 %","9.3 %",".184",".344",".342",".419",".526",".401","157","0.1","3.2","-0.1","0.5"
"Rays","13","38","3","7","7","1","13.2 %","15.8 %",".303",".292",".303",".395",".606",".413","165","0.2","3.3","-0.2","0.4"
"White Sox","15","44","1","7","7","1","11.4 %","18.2 %",".162",".357",".297",".395",".459",".369","140","-0.1","2.0","-0.4","0.3"
"Braves","14","39","2","6","6","0","2.6 %","15.4 %",".237",".367",".342",".359",".579",".388","140","-0.4","1.6","0.2","0.3"
"Mets","15","35","2","4","4","0","8.6 %","8.6 %",".226",".269",".290",".371",".516",".374","138","-0.1","1.6","0.3","0.3"
"Angels","15","40","2","7","7","2","7.5 %","17.5 %",".167",".296",".278",".333",".444",".331","115","0.3","0.9","-0.1","0.2"
"Reds","17","40","2","5","5","1","7.5 %","25.0 %",".243",".320",".270",".325",".514",".348","113","0.0","0.7","0.2","0.2"
"Indians","13","38","1","2","2","3","7.9 %","26.3 %",".118",".391",".294",".351",".412",".329","110","0.2","0.5","0.2","0.2"
"Tigers","26","75","5","8","8","0","5.3 %","20.0 %",".282",".235",".239",".280",".521",".328","104","-0.1","0.2","-1.1","0.2"
"Phillies","10","44","0","7","6","0","15.9 %","11.4 %",".083",".290",".250",".386",".333",".327","100","0.0","0.0","0.3","0.2"
"Padres","16","38","2","4","4","1","7.9 %","31.6 %",".206",".350",".265",".324",".471",".335","106","-0.3","-0.2","0.6","0.2"
"Diamondbacks","14","39","2","4","4","0","7.7 %","20.5 %",".206",".240",".235",".308",".441",".314","95","0.0","-0.5","0.5","0.1"
"Blue Jays","13","35","1","2","2","0","8.6 %","14.3 %",".219",".269",".250",".314",".469",".327","112","-0.5","-0.3","-0.2","0.1"
"Cubs","19","59","1","2","2","0","16.9 %","22.0 %",".146",".235",".188",".339",".333",".282","74","0.0","-2.1","0.3","0.0"
"Orioles","13","39","1","2","2","0","7.7 %","30.8 %",".139",".348",".250",".308",".389",".299","83","0.0","-0.9","-0.5","0.0"
"Rangers","14","36","2","4","4","1","2.8 %","50.0 %",".200",".467",".257",".278",".457",".306","83","-0.2","-1.1","-0.2","0.0"
"Giants","19","38","1","4","4","0","5.3 %","26.3 %",".143",".320",".257",".289",".400",".288","80","-0.4","-1.5","0.2","0.0"
"Dodgers","14","35","1","2","2","0","5.7 %","22.9 %",".129",".182",".161",".257",".290",".245","54","0.0","-2.3","0.4","-0.1"
"Nationals","14","36","1","5","5","0","5.6 %","27.8 %",".121",".273",".212",".257",".333",".254","54","-0.1","-2.4","0.4","-0.1"
"Mariners","15","36","2","5","5","0","5.6 %","22.2 %",".235",".167",".176",".222",".412",".262","66","0.0","-1.7","-0.6","-0.1"
"Yankees","12","32","1","2","2","0","3.1 %","18.8 %",".172",".182",".172",".250",".345",".258","60","-0.1","-1.9","-0.4","-0.1"
"Athletics","14","34","0","3","2","1","11.8 %","32.4 %",".069",".222",".138",".242",".207",".209","31","0.2","-3.0","0.1","-0.2"
"Marlins","13","35","0","1","1","0","5.7 %","28.6 %",".091",".261",".182",".229",".273",".218","36","-0.1","-3.2","0.3","-0.2"
"Rockies","15","34","1","3","3","0","2.9 %","23.5 %",".188",".208",".188",".206",".375",".236","36","0.0","-3.3","0.1","-0.2"
"Brewers","19","52","1","1","1","0","17.3 %","32.7 %",".093",".120",".093",".250",".186",".214","29","0.0","-5.2","0.7","-0.3"
"Royals","14","31","0","0","0","1","0.0 %","22.6 %",".034",".182",".138",".194",".172",".170","3","0.2","-4.0","0.1","-0.3"
"Cardinals","13","34","0","1","1","0","14.7 %","23.5 %",".034",".095",".069",".206",".103",".163","2","0.0","-4.7","0.3","-0.3"
"Pirates","14","32","0","2","2","0","3.1 %","34.4 %",".065",".200",".129",".156",".194",".151","-8","0.0","-4.8","-0.2","-0.4"
