"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","15","46","4","14","13","0","15.2 %","13.0 %",".359",".345",".359",".457",".718",".478","202","0.0","6.2","0.5","0.8"
"Astros","14","47","3","11","10","0","10.6 %","21.3 %",".390",".379",".341",".404",".732",".451","192","-0.1","5.3","0.0","0.7"
"Indians","13","40","5","9","8","0","10.0 %","30.0 %",".457",".333",".314",".400",".771",".469","197","-0.4","4.5","0.2","0.6"
"Royals","14","43","0","11","11","1","9.3 %","7.0 %",".189",".412",".378",".465",".568",".437","176","-0.3","3.9","0.1","0.5"
"Blue Jays","14","43","2","7","7","1","14.0 %","18.6 %",".222",".308",".278",".395",".500",".381","143","-0.3","1.9","0.3","0.4"
"Brewers","13","41","2","6","6","0","12.2 %","12.2 %",".194",".345",".333",".415",".528",".399","146","-0.9","1.6","0.4","0.3"
"Pirates","13","41","3","6","6","0","7.3 %","19.5 %",".289",".296",".289",".341",".579",".371","142","0.0","2.1","-0.2","0.3"
"Mets","13","39","2","6","6","0","12.8 %","12.8 %",".206",".222",".235",".333",".441",".331","110","-0.1","0.3","0.3","0.2"
"Dodgers","11","35","2","6","6","0","2.9 %","14.3 %",".250",".240",".250",".294",".500",".329","102","0.0","0.0","0.5","0.2"
"Angels","13","37","0","3","2","0","8.1 %","18.9 %",".029",".407",".324",".378",".353",".324","106","-0.1","0.1","0.0","0.1"
"Mariners","13","33","3","4","4","0","9.1 %","27.3 %",".333",".222",".233",".303",".567",".355","129","-0.5","0.6","-0.4","0.1"
"Rays","17","41","1","4","4","0","17.1 %","34.1 %",".088",".368",".235",".366",".324",".304","106","-0.5","-0.4","0.2","0.1"
"Rangers","15","39","0","5","5","0","5.1 %","30.8 %",".216",".400",".270",".308",".486",".329","105","0.1","-0.2","-0.3","0.1"
"Red Sox","16","46","3","4","4","1","8.7 %","21.7 %",".238",".207",".214",".283",".452",".307","94","0.1","-0.7","-0.1","0.1"
"Twins","16","35","1","4","4","1","8.6 %","20.0 %",".161",".261",".226",".314",".387",".304","91","0.1","-0.5","0.0","0.1"
"Padres","12","32","2","3","3","0","3.1 %","21.9 %",".258",".227",".226",".250",".484",".300","92","-0.1","-0.7","0.4","0.1"
"Tigers","15","36","1","4","4","0","11.1 %","25.0 %",".194",".273",".226",".306",".419",".303","89","0.0","-0.6","-0.3","0.0"
"Cubs","12","39","0","3","3","0","2.6 %","28.2 %",".054",".407",".297",".308",".351",".281","73","0.1","-1.5","0.5","0.0"
"Giants","17","39","1","3","3","1","15.4 %","28.2 %",".152",".190",".152",".282",".303",".263","67","0.2","-1.8","0.1","0.0"
"Phillies","14","36","0","1","1","1","13.9 %","27.8 %",".033",".250",".167",".286",".200",".233","38","0.2","-2.9","0.3","-0.1"
"Nationals","14","32","1","2","2","0","3.1 %","28.1 %",".133",".200",".167",".219",".300",".224","39","0.0","-3.0","0.2","-0.2"
"Athletics","14","36","0","3","1","0","8.3 %","30.6 %",".030",".273",".182",".250",".212",".212","36","-0.4","-3.7","0.0","-0.2"
"Braves","15","35","0","3","3","0","17.1 %","31.4 %",".000",".176",".111",".265",".111",".199","17","0.0","-4.1","0.2","-0.3"
"Diamondbacks","13","32","1","2","2","0","6.3 %","28.1 %",".100",".150",".133",".188",".233",".185","11","0.0","-4.0","0.2","-0.3"
"Marlins","14","31","0","0","0","0","0.0 %","25.8 %",".000",".261",".194",".194",".194",".168","4","-0.1","-4.1","0.3","-0.3"
"Rockies","17","41","2","5","5","0","4.9 %","58.5 %",".205",".308",".154",".195",".359",".230","33","0.0","-4.2","-0.2","-0.3"
"White Sox","13","34","0","0","0","1","0.0 %","26.5 %",".000",".280",".206",".206",".206",".179","10","0.2","-3.9","-0.4","-0.3"
"Reds","14","31","1","1","1","0","3.2 %","22.6 %",".100",".091",".100",".129",".200",".141","-14","-0.1","-5.2","0.1","-0.4"
