"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Twins","15","48","4","9","9","0","6.3 %","25.0 %",".295",".483",".409",".438",".705",".466","199","-0.5","5.4","-0.2","0.7"
"Mariners","12","45","3","10","10","1","8.9 %","24.4 %",".359",".423",".359",".422",".718",".458","197","-0.3","5.2","-0.8","0.6"
"Brewers","15","42","3","7","7","2","14.3 %","16.7 %",".306",".308",".306",".405",".611",".419","163","0.4","3.7","0.5","0.5"
"Astros","14","39","4","9","9","0","10.3 %","15.4 %",".406",".280",".344",".385",".750",".435","180","-0.1","3.8","0.2","0.5"
"Rangers","18","43","3","9","9","4","18.6 %","20.9 %",".314",".261",".257",".395",".571",".394","151","0.9","3.5","0.0","0.5"
"Dodgers","14","40","3","9","8","1","17.5 %","12.5 %",".303",".240",".273",".400",".576",".390","135","0.2","2.0","0.5","0.4"
"Tigers","14","39","1","10","9","0","7.7 %","20.5 %",".265",".346",".294",".359",".559",".374","136","0.0","1.6","-0.4","0.3"
"Athletics","18","51","2","5","4","0","13.7 %","25.5 %",".136",".310",".250",".353",".386",".324","106","-0.1","0.3","0.1","0.2"
"Indians","14","39","1","5","5","1","2.6 %","15.4 %",".081",".367",".324",".359",".405",".331","102","0.2","0.3","0.2","0.2"
"Braves","13","38","1","4","4","1","2.6 %","18.4 %",".135",".345",".297",".316",".432",".316","96","0.2","-0.2","0.3","0.1"
"Pirates","16","38","2","6","5","2","2.6 %","21.1 %",".189",".296",".270",".289",".459",".312","95","0.3","0.0","-0.3","0.1"
"Angels","13","37","2","3","3","0","2.7 %","24.3 %",".229",".208",".200",".243",".429",".279","78","-0.1","-1.4","0.1","0.0"
"Padres","12","30","2","3","3","1","3.3 %","23.3 %",".241",".150",".172",".200",".414",".251","57","0.1","-1.8","0.6","0.0"
"Mets","16","35","1","2","2","1","5.7 %","37.1 %",".152",".316",".212",".257",".364",".264","67","0.1","-1.6","0.1","0.0"
"Phillies","11","38","1","5","5","0","7.9 %","15.8 %",".152",".231",".212",".278",".364",".276","61","0.1","-2.1","0.5","0.0"
"White Sox","15","36","1","3","3","1","2.8 %","19.4 %",".088",".308",".265",".286",".353",".274","69","0.2","-1.3","-0.5","0.0"
"Diamondbacks","17","52","0","3","3","0","15.4 %","36.5 %",".023",".360",".205",".327",".227",".263","62","0.1","-2.8","0.3","-0.1"
"Rays","20","52","0","2","1","0","11.5 %","44.2 %",".089",".364",".178",".288",".267",".245","60","0.1","-2.7","0.0","-0.1"
"Red Sox","14","48","2","2","2","1","10.4 %","22.9 %",".140",".200",".186",".271",".326",".261","57","-0.3","-3.1","0.0","-0.1"
"Cubs","15","37","1","3","2","0","10.8 %","16.2 %",".091",".192",".182",".270",".273",".232","45","-0.4","-3.2","0.3","-0.2"
"Nationals","16","37","0","3","3","0","2.7 %","40.5 %",".059",".381",".235",".243",".294",".225","38","0.1","-3.3","0.1","-0.2"
"Reds","18","53","0","4","4","0","13.2 %","13.2 %",".022",".211",".178",".302",".200",".243","43","-0.5","-4.6","0.1","-0.3"
"Marlins","15","40","0","2","2","0","0.0 %","22.5 %",".026",".267",".205",".225",".231",".201","26","-0.1","-4.3","-0.1","-0.3"
"Royals","15","35","0","0","0","0","5.7 %","48.6 %",".032",".214",".097",".200",".129",".165","1","0.1","-4.8","0.4","-0.3"
"Cardinals","14","31","0","0","0","0","9.7 %","16.1 %",".036",".130",".107",".194",".143",".162","1","-0.5","-4.7","0.1","-0.3"
"Yankees","13","32","0","1","1","0","3.1 %","12.5 %",".033",".185",".167",".188",".200",".168","8","-0.1","-4.4","-0.5","-0.4"
"Blue Jays","16","31","1","1","1","0","6.5 %","45.2 %",".103",".071",".069",".129",".172",".135","-17","0.0","-5.0","-0.2","-0.4"
"Orioles","16","43","0","1","1","2","0.0 %","51.2 %",".049",".263",".122",".163",".171",".151","-7","0.4","-6.1","-0.6","-0.5"
