"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Braves","17","52","1","8","8","1","13.5 %","15.4 %",".209",".412",".349",".462",".558",".426","166","-0.2","4.2","0.4","0.6"
"Cubs","12","45","2","10","10","0","11.1 %","15.6 %",".216",".345",".324",".422",".541",".397","147","0.0","2.7","0.5","0.5"
"Reds","16","40","4","7","7","0","10.0 %","27.5 %",".444",".238",".250",".325",".694",".406","151","0.0","2.6","0.0","0.4"
"Marlins","13","38","2","9","9","0","5.3 %","18.4 %",".294",".400",".353",".389",".647",".425","156","-0.3","2.5","0.1","0.4"
"Mariners","14","50","2","9","5","1","10.0 %","20.0 %",".256",".344",".302",".367",".558",".374","142","-0.1","2.5","-0.7","0.3"
"Athletics","13","41","2","6","6","2","12.2 %","26.8 %",".200",".318",".257",".366",".457",".345","123","0.4","1.6","0.0","0.3"
"Red Sox","14","37","0","4","4","1","10.8 %","29.7 %",".242",".455",".303",".378",".545",".374","129","-0.3","0.9","0.2","0.2"
"Orioles","15","40","1","6","5","0","17.5 %","17.5 %",".219",".292",".250",".400",".469",".373","135","-0.5","1.2","-0.4","0.2"
"Blue Jays","16","44","1","8","7","2","13.6 %","20.5 %",".158",".321",".263",".364",".421",".340","116","0.3","1.0","-0.3","0.2"
"Pirates","19","50","2","7","7","1","10.0 %","12.0 %",".159",".297",".295",".360",".455",".338","115","0.1","0.9","-0.7","0.2"
"Twins","15","42","3","6","6","0","2.4 %","21.4 %",".244",".276",".268",".286",".512",".329","106","-0.1","0.1","-0.1","0.1"
"Royals","12","40","0","2","2","4","10.0 %","25.0 %",".086",".320",".229",".325",".314",".287","78","0.9","-0.4","0.3","0.1"
"Giants","14","34","1","4","4","0","5.9 %","29.4 %",".125",".333",".250",".294",".375",".287","81","0.0","-1.0","0.4","0.1"
"Rays","15","40","0","2","2","0","5.0 %","22.5 %",".027",".429",".324",".375",".351",".313","95","-0.5","-0.9","-0.2","0.0"
"Brewers","17","53","4","6","6","0","1.9 %","45.3 %",".269",".250",".192",".208",".462",".271","69","0.0","-2.6","0.2","-0.1"
"Padres","14","36","0","2","2","0","11.1 %","25.0 %",".094",".261",".188",".278",".281",".251","57","0.0","-2.3","0.4","-0.1"
"Indians","16","36","1","2","2","0","8.3 %","19.4 %",".125",".208",".188",".257",".313",".249","48","0.1","-2.6","0.2","-0.1"
"Tigers","13","36","0","3","3","0","11.1 %","27.8 %",".167",".227",".167",".250",".333",".246","53","-0.1","-2.5","-0.6","-0.2"
"Rockies","16","37","0","1","1","0","2.7 %","32.4 %",".029",".318",".206",".270",".235",".231","36","0.0","-3.8","0.0","-0.2"
"Diamondbacks","11","32","0","2","2","0","3.1 %","28.1 %",".033",".273",".200",".219",".233",".180","11","0.0","-4.0","0.4","-0.2"
"Cardinals","14","30","0","0","0","0","10.0 %","23.3 %",".037",".150",".111",".200",".148",".168","2","0.0","-4.0","0.4","-0.3"
"Rangers","14","36","0","3","3","1","5.6 %","27.8 %",".097",".227",".161",".229",".258",".200","17","0.2","-4.0","-0.2","-0.3"
"Astros","19","51","0","3","3","1","17.6 %","27.5 %",".024",".179",".119",".275",".143",".214","32","-0.3","-4.9","-0.2","-0.3"
"Phillies","11","30","0","0","0","0","0.0 %","20.0 %",".033",".125",".100",".100",".133",".099","-38","0.0","-5.9","0.4","-0.4"
