"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Reds","17","53","3","17","17","1","7.5 %","15.1 %",".479",".553",".500",".528",".979",".595","275","0.1","12.3","0.2","1.4"
"Dodgers","15","46","4","11","10","0","8.7 %","26.1 %",".436",".417",".359",".435",".795",".486","210","0.0","6.6","0.0","0.8"
"Rays","28","77","7","13","13","1","6.5 %","16.9 %",".377",".220",".261",".325",".638",".387","149","0.4","5.0","-0.2","0.7"
"Athletics","15","44","1","13","13","0","18.2 %","11.4 %",".265",".414",".382",".500",".647",".470","204","0.0","5.8","0.0","0.7"
"Cubs","15","42","2","10","10","0","14.3 %","21.4 %",".278",".440",".361",".452",".639",".452","184","0.0","4.5","0.4","0.6"
"Angels","14","37","3","9","9","2","8.1 %","21.6 %",".353",".391",".353",".405",".706",".452","190","0.3","4.6","-0.1","0.6"
"Brewers","17","43","0","5","4","4","7.0 %","25.6 %",".205",".517",".385",".419",".590",".416","159","0.8","4.0","0.3","0.6"
"Rockies","16","42","3","9","9","1","7.1 %","14.3 %",".282",".400",".385",".429",".667",".453","172","0.2","4.0","0.0","0.5"
"Astros","17","50","1","7","7","0","12.0 %","24.0 %",".186",".387",".302",".380",".488",".358","132","-0.2","1.8","0.0","0.3"
"Twins","15","42","3","6","6","0","7.1 %","35.7 %",".270",".400",".297",".341",".568",".371","129","0.0","1.4","0.0","0.3"
"Braves","16","46","2","7","7","1","10.9 %","21.7 %",".175",".310",".275",".348",".450",".337","108","0.2","0.6","0.4","0.2"
"Mets","13","39","2","4","4","0","15.4 %","30.8 %",".212",".316",".242",".359",".455",".348","120","-0.6","0.4","0.3","0.2"
"Pirates","15","37","3","4","4","0","0.0 %","18.9 %",".270",".296",".297",".297",".568",".355","125","-0.1","0.9","-0.5","0.2"
"Padres","18","44","3","5","4","2","18.2 %","25.0 %",".281",".105",".156",".349",".438",".320","104","-0.1","0.0","0.2","0.2"
"Nationals","19","41","1","4","3","1","12.2 %","24.4 %",".139",".320",".250",".341",".389",".318","96","0.2","-0.2","0.2","0.1"
"Royals","12","33","0","4","4","0","12.1 %","30.3 %",".036",".444",".286",".375",".321",".315","91","-0.1","-0.6","0.0","0.0"
"Phillies","15","36","1","3","3","2","8.3 %","30.6 %",".188",".286",".219",".278",".406",".285","77","0.0","-1.3","0.5","0.0"
"Mariners","15","35","0","2","2","3","11.4 %","25.7 %",".100",".273",".200",".286",".300",".257","66","0.6","-1.2","-0.3","0.0"
"Cardinals","14","37","1","4","4","0","10.8 %","18.9 %",".129",".261",".226",".314",".355",".293","79","-0.4","-1.6","0.1","0.0"
"Yankees","14","39","0","1","1","0","7.7 %","20.5 %",".000",".308",".235",".333",".235",".268","66","0.0","-1.8","-0.1","0.0"
"Indians","14","33","2","2","2","0","6.1 %","18.2 %",".200",".136",".167",".242",".367",".260","62","0.0","-2.0","0.0","-0.1"
"Diamondbacks","14","37","1","2","2","0","13.5 %","27.0 %",".129",".150",".129",".270",".258",".245","51","0.1","-2.5","0.3","-0.1"
"Rangers","19","45","3","6","5","1","6.7 %","26.7 %",".275",".115",".150",".222",".425",".265","61","0.2","-2.5","-0.2","-0.1"
"Giants","17","39","0","4","3","0","12.8 %","33.3 %",".031",".350",".219",".316",".250",".260","60","-0.5","-2.7","0.4","-0.1"
"Blue Jays","16","37","0","2","2","2","5.4 %","24.3 %",".029",".308",".229",".270",".257",".235","43","0.4","-2.4","-0.1","-0.1"
"Orioles","27","70","2","6","6","1","2.9 %","32.9 %",".118",".349",".250",".271",".368",".271","68","0.2","-3.1","-0.8","-0.1"
"Red Sox","19","33","1","2","2","2","3.0 %","30.3 %",".094",".238",".188",".212",".281",".211","32","-0.1","-3.4","0.2","-0.2"
"Marlins","14","34","0","2","2","0","0.0 %","35.3 %",".091",".286",".182",".206",".273",".204","28","-0.1","-3.5","0.2","-0.2"
"White Sox","18","37","0","2","2","0","8.1 %","18.9 %",".000",".259",".206",".270",".206",".220","36","0.0","-3.1","-0.6","-0.2"
"Tigers","12","31","0","1","1","0","0.0 %","25.8 %",".065",".174",".129",".129",".194",".133","-16","-0.1","-5.2","-0.3","-0.4"
