"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cubs","21","46","5","16","15","0","6.5 %","10.9 %",".512",".424",".463",".478",".976",".565","257","0.0","9.5","0.3","1.1"
"Mariners","21","51","1","11","11","0","21.6 %","17.6 %",".100",".533",".425",".549",".525",".462","193","0.2","6.3","0.0","0.8"
"Astros","17","48","3","12","12","1","10.4 %","16.7 %",".302",".406",".372",".438",".674",".457","195","0.1","5.9","-0.1","0.7"
"Rockies","17","44","3","10","10","2","18.2 %","20.5 %",".306",".375",".333",".455",".639",".446","163","0.4","3.9","0.0","0.5"
"Twins","14","40","4","5","5","0","5.0 %","22.5 %",".342",".360",".342",".375",".684",".433","175","0.0","3.8","-0.7","0.4"
"Brewers","21","43","2","7","7","1","7.0 %","14.0 %",".211",".333",".316",".395",".526",".390","143","0.1","2.4","0.4","0.4"
"Nationals","12","37","1","7","6","0","18.9 %","16.2 %",".138",".409",".345",".472",".483",".415","150","0.0","2.3","0.4","0.4"
"Angels","14","34","1","6","6","2","5.9 %","20.6 %",".156",".417",".344",".382",".500",".374","139","0.4","2.0","0.1","0.3"
"Padres","17","41","3","5","5","0","17.1 %","19.5 %",".333",".227",".242",".375",".576",".392","140","-0.1","2.0","-0.2","0.3"
"Orioles","16","44","1","8","8","1","11.4 %","18.2 %",".132",".379",".316",".409",".447",".371","132","0.2","1.9","-0.5","0.3"
"Blue Jays","15","35","2","6","6","0","8.6 %","40.0 %",".290",".400",".258",".324",".548",".359","132","0.0","1.3","0.0","0.2"
"Pirates","18","41","0","6","6","0","4.9 %","14.6 %",".077",".424",".359",".390",".436",".356","122","0.0","1.1","-0.2","0.2"
"Athletics","13","40","2","6","6","0","15.0 %","37.5 %",".265",".294",".206",".325",".471",".335","113","0.0","0.6","0.3","0.2"
"White Sox","16","39","2","10","10","1","2.6 %","38.5 %",".189",".476",".324",".333",".514",".349","122","0.2","1.2","-0.4","0.2"
"Indians","14","37","1","7","6","1","8.1 %","10.8 %",".121",".321",".303",".378",".424",".349","119","-0.3","0.3","0.1","0.2"
"Royals","17","41","0","3","3","0","7.3 %","17.1 %",".105",".387",".316",".366",".421",".338","112","-0.5","0.0","0.0","0.1"
"Cardinals","20","36","4","6","6","0","11.1 %","27.8 %",".375",".056",".156",".250",".531",".316","98","0.1","-0.1","0.4","0.1"
"Reds","11","35","3","3","3","2","8.6 %","20.0 %",".281",".136",".188",".257",".469",".300","85","-0.1","-1.0","0.4","0.0"
"Tigers","14","40","0","2","2","0","2.5 %","25.0 %",".051",".414",".308",".325",".359",".295","83","-0.1","-1.1","-0.2","0.0"
"Yankees","17","38","1","4","3","1","10.5 %","26.3 %",".152",".227",".182",".289",".333",".275","73","0.2","-1.3","0.0","0.0"
"Phillies","18","36","1","3","3","0","11.1 %","27.8 %",".094",".286",".219",".306",".313",".276","70","0.1","-1.5","0.3","0.0"
"Giants","17","33","1","2","1","0","9.1 %","36.4 %",".100",".353",".233",".303",".333",".267","73","0.0","-1.3","-0.1","0.0"
"Dodgers","17","38","0","3","3","0","5.3 %","34.2 %",".111",".391",".250",".289",".361",".268","64","0.1","-1.9","0.3","0.0"
"Red Sox","16","38","2","6","6","0","5.3 %","26.3 %",".182",".182",".182",".263",".364",".268","66","-0.1","-2.1","0.1","-0.1"
"Rays","17","35","1","4","4","1","5.7 %","25.7 %",".094",".217",".188",".229",".281",".219","40","0.2","-2.8","-0.1","-0.2"
"Marlins","17","34","0","1","1","1","8.8 %","14.7 %",".000",".200",".167",".242",".167",".195","18","0.1","-3.7","0.5","-0.2"
"Mets","15","33","0","2","2","0","9.1 %","15.2 %",".069",".125",".103",".212",".172",".184","17","-0.1","-3.9","0.1","-0.3"
"Rangers","16","36","0","1","0","0","8.3 %","27.8 %",".031",".227",".156",".250",".188",".208","26","-0.2","-4.1","-0.3","-0.3"
"Braves","18","32","0","0","0","0","3.1 %","15.6 %",".032",".154",".129",".156",".161",".141","-13","0.0","-5.2","0.1","-0.4"
"Diamondbacks","15","32","0","1","1","0","3.1 %","34.4 %",".000",".211",".133",".161",".133",".134","-22","0.0","-5.5","0.3","-0.4"
