"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","20","51","3","17","17","0","11.8 %","21.6 %",".356",".516",".422",".490",".778",".516","232","0.0","8.6","0.0","1.0"
"Orioles","13","45","4","13","13","0","13.3 %","13.3 %",".457",".360",".371",".500",".829",".529","233","-0.1","7.6","-0.5","0.8"
"Red Sox","21","50","3","13","12","0","12.0 %","10.0 %",".279",".417",".419",".480",".698",".481","206","-0.1","6.4","0.1","0.8"
"Padres","13","41","5","12","12","0","9.8 %","26.8 %",".472",".350",".333",".415",".806",".487","209","0.0","5.8","0.5","0.7"
"Twins","14","42","5","10","9","1","7.1 %","14.3 %",".436",".286",".333",".381",".769",".462","198","0.1","5.2","0.0","0.6"
"Marlins","17","41","1","9","9","0","4.9 %","12.2 %",".205",".424",".385",".415",".590",".420","166","-0.2","3.3","-0.1","0.4"
"Braves","18","41","2","5","5","0","2.4 %","22.0 %",".237",".407",".342",".390",".579",".405","154","0.0","2.7","0.2","0.4"
"Blue Jays","16","36","3","7","7","0","19.4 %","30.6 %",".310",".200",".207",".361",".517",".368","136","-0.1","1.4","-0.1","0.2"
"Tigers","15","40","0","7","7","0","10.0 %","17.5 %",".061",".444",".364",".450",".424",".383","144","-0.5","1.5","-0.6","0.2"
"Rays","13","34","3","5","5","0","8.8 %","35.3 %",".355",".250",".226",".294",".581",".355","129","0.0","1.1","-0.1","0.2"
"Cubs","14","39","2","6","6","0","12.8 %","20.5 %",".265",".250",".235",".333",".500",".348","115","0.0","0.7","0.2","0.2"
"Diamondbacks","14","41","0","4","3","0","7.3 %","19.5 %",".056",".393",".306",".375",".361",".326","97","0.0","-0.4","0.6","0.2"
"Mariners","14","42","3","5","5","1","14.3 %","21.4 %",".278",".167",".194",".310",".472",".328","108","-0.2","0.2","-0.4","0.1"
"Mets","16","42","1","4","4","0","9.5 %","21.4 %",".167",".269",".222",".333",".389",".316","101","-0.1","-0.2","0.0","0.1"
"Royals","13","40","1","5","4","1","12.5 %","25.0 %",".156",".273",".219",".333",".375",".308","92","0.1","-0.4","0.0","0.1"
"Athletics","12","37","1","4","4","0","10.8 %","27.0 %",".152",".318",".242",".324",".394",".310","98","-0.4","-0.7","0.2","0.1"
"Brewers","12","33","1","3","2","1","9.1 %","18.2 %",".214",".190",".179",".281",".393",".288","74","0.2","-1.2","0.4","0.0"
"Dodgers","12","38","0","3","3","0","5.3 %","34.2 %",".088",".381",".235",".297",".324",".272","75","0.0","-1.5","0.4","0.0"
"Phillies","14","40","1","6","6","0","10.0 %","17.5 %",".118",".222",".206",".300",".324",".275","69","0.1","-1.8","0.6","0.0"
"Astros","16","41","0","6","5","0","9.8 %","17.1 %",".057",".276",".229",".317",".286",".271","69","0.0","-1.6","0.0","0.0"
"Nationals","16","37","1","5","4","0","5.4 %","21.6 %",".118",".320",".265",".306",".382",".295","81","-0.4","-1.6","0.0","0.0"
"Giants","16","35","1","3","3","0","5.7 %","25.7 %",".125",".273",".219",".286",".344",".274","74","-0.4","-1.8","-0.1","-0.1"
"White Sox","14","37","1","3","3","0","2.7 %","32.4 %",".176",".273",".206",".243",".382",".259","63","0.1","-1.8","-0.5","-0.1"
"Reds","16","36","0","0","0","0","0.0 %","16.7 %",".030",".259",".212",".278",".242",".239","46","-0.1","-2.9","0.3","-0.1"
"Rockies","15","32","1","5","5","0","3.1 %","25.0 %",".100",".286",".233",".258",".333",".253","41","0.0","-2.9","0.1","-0.2"
"Pirates","13","32","0","1","1","0","0.0 %","21.9 %",".097",".250",".194",".219",".290",".218","37","0.0","-3.0","-0.2","-0.2"
"Cardinals","14","36","1","2","2","0","5.6 %","33.3 %",".118",".190",".147",".194",".265",".198","24","0.1","-3.8","0.2","-0.2"
"Rangers","12","34","0","2","1","0","5.9 %","17.6 %",".065",".200",".161",".212",".226",".195","14","0.1","-3.9","0.0","-0.3"
"Indians","14","32","0","0","0","0","3.1 %","31.3 %",".032",".238",".161",".188",".194",".168","1","0.0","-4.5","0.1","-0.3"
"Angels","15","31","0","0","0","0","6.5 %","16.1 %",".034",".125",".103",".161",".138",".140","-12","0.0","-4.8","0.0","-0.4"
