"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","14","47","5","14","14","2","10.6 %","12.8 %",".538",".345",".385",".457",".923",".536","234","0.5","8.7","0.2","1.0"
"Yankees","13","43","3","10","10","0","4.7 %","25.6 %",".425",".444",".375",".395",".800",".473","202","0.0","5.6","0.2","0.7"
"Padres","16","43","0","7","7","2","14.0 %","20.9 %",".114",".500",".400",".465",".514",".405","153","-0.1","2.9","0.6","0.5"
"Diamondbacks","15","43","2","5","5","1","16.3 %","18.6 %",".167",".346",".306",".419",".472",".377","137","0.2","2.3","0.4","0.4"
"Phillies","13","39","2","4","4","1","5.1 %","20.5 %",".278",".308",".278",".333",".556",".366","126","0.3","1.6","0.3","0.3"
"Twins","12","39","3","7","7","0","12.8 %","20.5 %",".281",".261",".281",".359",".563",".371","137","0.0","1.6","-0.3","0.3"
"Cubs","17","38","3","4","4","0","2.6 %","26.3 %",".270",".333",".297",".316",".568",".363","127","-0.4","0.8","0.3","0.2"
"Pirates","15","43","0","8","8","0","11.6 %","11.6 %",".162",".333",".297",".372",".459",".351","121","-0.1","0.9","-0.4","0.2"
"Brewers","17","35","2","5","5","0","14.3 %","20.0 %",".207",".200",".207",".343",".414",".319","104","0.0","0.0","0.2","0.1"
"Nationals","30","70","3","5","4","1","12.9 %","17.1 %",".213",".217",".213",".314",".426",".311","88","0.1","-1.3","0.3","0.1"
"Mariners","14","33","2","5","4","0","6.1 %","24.2 %",".194",".286",".258",".303",".452",".317","104","-0.3","-0.2","0.1","0.1"
"Reds","17","38","1","4","4","1","2.6 %","34.2 %",".167",".364",".250",".289",".417",".299","83","0.1","-1.0","0.1","0.0"
"Orioles","17","39","2","2","2","0","10.3 %","30.8 %",".206",".250",".206",".308",".412",".309","96","0.0","-0.6","-0.4","0.0"
"Astros","14","31","2","4","4","0","0.0 %","29.0 %",".276",".222",".207",".233",".483",".292","85","0.0","-0.9","-0.1","0.0"
"Rays","16","33","1","3","3","1","15.2 %","30.3 %",".179",".235",".179",".303",".357",".277","72","0.2","-1.2","-0.1","0.0"
"Angels","16","35","1","3","3","1","8.6 %","17.1 %",".161",".200",".194",".257",".355",".259","66","0.1","-1.7","0.1","0.0"
"Indians","10","36","0","4","4","2","2.8 %","22.2 %",".088",".333",".265",".278",".353",".265","65","0.0","-2.0","0.2","0.0"
"Rangers","12","35","1","3","3","0","0.0 %","25.7 %",".171",".320",".257",".257",".429",".283","73","0.1","-1.5","-0.2","-0.1"
"Dodgers","16","35","1","2","2","0","14.3 %","14.3 %",".100",".167",".167",".286",".267",".253","60","0.0","-2.0","0.3","-0.1"
"Giants","14","37","0","1","1","0","5.4 %","27.0 %",".088",".292",".206",".270",".294",".249","58","0.1","-2.2","0.1","-0.1"
"Mets","16","36","0","2","2","0","13.9 %","36.1 %",".097",".278",".161",".278",".258",".246","55","-0.1","-2.4","0.1","-0.1"
"Marlins","12","33","1","2","2","0","3.0 %","30.3 %",".100",".211",".167",".219",".267",".213","49","-0.2","-2.6","0.1","-0.1"
"Athletics","12","35","0","2","1","1","5.7 %","40.0 %",".000",".316",".182",".229",".182",".189","15","0.2","-3.7","0.0","-0.2"
"Tigers","13","36","0","0","0","1","11.1 %","38.9 %",".031",".278",".156",".250",".188",".207","30","0.2","-3.4","-0.4","-0.2"
"White Sox","11","35","0","0","0","0","2.9 %","28.6 %",".031",".227",".156",".229",".188",".195","20","0.1","-3.7","-0.3","-0.3"
"Royals","12","34","0","2","1","0","5.9 %","26.5 %",".031",".217",".156",".206",".188",".179","10","-0.1","-4.4","0.1","-0.3"
"Braves","13","32","0","0","0","0","3.1 %","25.0 %",".000",".217",".161",".188",".161",".157","-5","0.0","-4.7","0.2","-0.3"
"Rockies","26","73","0","2","2","1","8.2 %","23.3 %",".091",".280",".212",".274",".303",".252","44","0.1","-6.0","0.1","-0.3"
"Red Sox","14","32","0","2","2","0","0.0 %","40.6 %",".031",".263",".156",".156",".188",".147","-11","0.0","-5.1","0.0","-0.4"
"Blue Jays","12","29","0","0","0","0","3.4 %","34.5 %",".037",".059",".037",".103",".074",".091","-45","0.0","-5.8","-0.1","-0.5"
