"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cubs","17","44","4","8","8","1","2.3 %","15.9 %",".286",".375",".381",".386",".667",".429","169","0.2","4.1","0.5","0.6"
"Orioles","16","42","4","9","9","2","9.5 %","23.8 %",".405",".348",".324",".390",".730",".452","183","-0.1","4.4","-0.5","0.5"
"Phillies","10","39","3","9","9","1","12.8 %","7.7 %",".303",".259",".303",".410",".606",".421","162","0.1","3.3","0.5","0.5"
"Indians","18","40","4","7","7","0","12.5 %","30.0 %",".400",".263",".257",".350",".657",".406","159","0.1","2.8","0.1","0.4"
"Rangers","15","44","1","9","9","5","25.0 %","20.5 %",".188",".364",".281",".477",".469",".408","146","0.4","2.9","-0.3","0.4"
"Reds","20","55","1","4","4","0","14.5 %","12.7 %",".196",".316",".283",".400",".478",".376","133","-0.1","2.1","0.2","0.4"
"Padres","18","38","3","5","5","1","7.9 %","31.6 %",".382",".368",".294",".351",".676",".407","155","-0.3","2.3","0.5","0.4"
"White Sox","27","74","3","10","9","1","8.1 %","21.6 %",".167",".319",".273",".342",".439",".334","111","0.2","1.1","-0.3","0.3"
"Nationals","17","40","1","10","10","0","12.5 %","20.0 %",".176",".400",".324",".425",".500",".389","137","-0.6","1.4","0.2","0.3"
"Blue Jays","18","36","1","4","4","1","13.9 %","25.0 %",".241",".368",".276",".417",".517",".388","144","-0.3","1.7","-0.1","0.3"
"Cardinals","18","41","2","6","5","0","14.6 %","34.1 %",".250",".250",".188",".366",".438",".349","119","0.0","1.0","0.4","0.3"
"Rockies","20","39","3","3","3","2","5.1 %","30.8 %",".324",".318",".270",".308",".595",".366","116","0.5","1.1","0.1","0.2"
"Diamondbacks","14","35","2","6","6","0","20.0 %","17.1 %",".286",".150",".179",".343",".464",".343","116","0.0","0.5","0.5","0.2"
"Red Sox","17","40","2","4","4","0","12.5 %","17.5 %",".171",".269",".257",".350",".429",".335","108","-0.1","0.2","0.0","0.2"
"Astros","16","39","2","6","6","1","12.8 %","23.1 %",".273",".182",".182",".308",".455",".321","104","0.1","0.2","-0.1","0.1"
"Twins","20","37","1","4","4","0","2.7 %","16.2 %",".229",".276",".257",".270",".486",".306","97","0.0","-0.5","-0.1","0.1"
"Athletics","15","35","1","1","1","1","11.4 %","22.9 %",".129",".227",".194",".286",".323",".268","72","0.2","-1.2","0.3","0.0"
"Brewers","18","37","1","2","2","0","5.4 %","29.7 %",".200",".304",".229",".270",".429",".292","81","-0.4","-1.6","0.4","0.0"
"Royals","17","36","2","3","3","1","8.3 %","36.1 %",".182",".278",".212",".278",".394",".286","86","0.2","-1.1","-0.2","0.0"
"Marlins","16","36","1","3","3","0","8.3 %","22.2 %",".182",".250",".212",".278",".394",".284","78","-0.1","-1.2","0.0","0.0"
"Dodgers","16","33","1","2","2","0","3.0 %","27.3 %",".156",".273",".219",".242",".375",".259","64","0.1","-1.7","0.3","0.0"
"Yankees","21","34","0","4","4","0","5.9 %","20.6 %",".100",".292",".233",".294",".333",".270","69","0.0","-1.5","-0.2","0.0"
"Mets","13","28","2","3","3","0","7.1 %","39.3 %",".231",".154",".154",".214",".385",".250","58","-0.4","-2.1","0.1","-0.1"
"Angels","15","34","2","3","3","0","2.9 %","38.2 %",".188",".176",".156",".206",".344",".232","47","-0.2","-2.7","-0.2","-0.2"
"Rays","16","35","1","1","1","1","17.1 %","34.3 %",".103",".125",".103",".257",".207",".223","44","0.2","-2.6","-0.4","-0.2"
"Mariners","17","35","0","0","0","1","2.9 %","17.1 %",".000",".222",".182",".229",".182",".189","20","0.4","-3.5","0.0","-0.2"
"Giants","17","35","0","0","0","0","0.0 %","34.3 %",".000",".318",".206",".229",".206",".194","20","0.0","-3.8","0.3","-0.2"
"Braves","14","37","0","0","0","0","13.5 %","32.4 %",".065",".211",".129",".270",".194",".212","25","0.1","-3.9","0.2","-0.2"
"Tigers","28","69","2","5","5","0","4.3 %","29.0 %",".138",".256",".200",".246",".338",".250","55","-0.6","-5.0","-0.3","-0.3"
"Pirates","20","45","0","2","1","0","11.1 %","15.6 %",".050",".152",".125",".222",".175",".177","5","-0.4","-6.3","0.3","-0.4"
