"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Tigers","31","78","2","11","11","1","10.3 %","29.5 %",".214",".489",".343",".410",".557",".406","155","-0.8","4.7","-0.6","0.7"
"Athletics","12","45","1","11","10","1","13.3 %","15.6 %",".211",".433",".368",".467",".579",".440","183","0.1","4.9","0.0","0.6"
"Yankees","14","46","3","7","7","1","10.9 %","21.7 %",".293",".393",".341",".413",".634",".431","179","0.2","4.6","-0.2","0.6"
"Orioles","13","40","4","9","8","0","12.5 %","17.5 %",".382",".304",".324",".425",".706",".459","191","-0.1","4.6","-0.4","0.5"
"Astros","14","40","1","10","10","0","12.5 %","15.0 %",".176",".393",".353",".425",".529",".400","158","-0.1","2.7","0.2","0.4"
"Rangers","12","42","1","5","5","1","4.8 %","21.4 %",".179",".433",".359",".381",".538",".381","137","0.3","2.0","-0.4","0.3"
"Cardinals","15","36","1","4","4","2","8.3 %","13.9 %",".182",".370",".333",".389",".515",".373","129","0.4","1.7","0.2","0.3"
"Reds","19","42","2","7","7","0","21.4 %","26.2 %",".233",".389",".300",".450",".533",".406","134","-0.6","1.2","0.3","0.3"
"Cubs","12","37","2","7","7","0","16.2 %","24.3 %",".258",".300",".258",".378",".516",".368","126","-0.1","1.1","0.4","0.3"
"Mets","15","41","2","9","8","0","12.2 %","17.1 %",".194",".296",".278",".366",".472",".349","116","-0.1","0.6","0.3","0.2"
"Giants","14","37","4","7","7","0","0.0 %","21.6 %",".351",".240",".270",".270",".622",".360","128","-0.5","0.8","0.2","0.2"
"Rays","14","36","1","5","5","0","16.7 %","22.2 %",".138",".286",".241",".361",".379",".324","106","0.0","0.2","0.3","0.2"
"Nationals","15","41","0","6","6","2","7.3 %","26.8 %",".111",".385",".278",".341",".389",".313","91","0.4","-0.2","0.4","0.1"
"Padres","15","33","3","6","6","0","0.0 %","18.2 %",".303",".208",".242",".242",".545",".319","102","0.0","-0.1","0.4","0.1"
"Blue Jays","15","38","2","6","6","0","5.3 %","23.7 %",".250",".280",".250",".289",".500",".325","106","-0.1","0.0","-0.3","0.1"
"Red Sox","31","75","3","6","6","0","10.7 %","17.3 %",".156",".229",".219",".324",".375",".307","84","-0.1","-1.8","0.1","0.1"
"Braves","15","39","0","6","6","2","2.6 %","35.9 %",".167",".417",".278",".282",".444",".293","79","0.4","-0.7","0.4","0.1"
"Mariners","13","38","0","3","3","1","15.8 %","21.1 %",".097",".292",".226",".342",".323",".297","89","0.2","-0.5","-0.2","0.1"
"Angels","16","37","1","5","5","0","8.1 %","16.2 %",".176",".259",".235",".297",".412",".301","91","-0.1","-0.7","0.0","0.1"
"Brewers","15","35","3","3","3","0","11.4 %","34.3 %",".290",".125",".161",".257",".452",".283","76","0.0","-1.4","0.6","0.0"
"Marlins","14","37","1","3","3","1","2.7 %","21.6 %",".143",".296",".257",".270",".400",".278","73","0.1","-1.3","0.1","0.0"
"Royals","14","36","1","2","1","0","5.6 %","27.8 %",".182",".227",".182",".250",".364",".261","63","-0.1","-2.1","0.2","-0.1"
"Pirates","14","35","0","1","1","0","8.6 %","28.6 %",".063",".318",".219",".286",".281",".253","57","0.0","-2.2","-0.1","-0.1"
"Dodgers","15","36","0","2","2","0","5.6 %","30.6 %",".061",".318",".212",".257",".273",".233","43","0.0","-2.9","0.3","-0.1"
"Twins","14","34","1","4","4","1","2.9 %","26.5 %",".152",".217",".182",".206",".333",".226","40","0.2","-2.7","-0.1","-0.2"
"Diamondbacks","13","34","0","2","2","0","5.9 %","17.6 %",".063",".231",".188",".235",".250",".214","34","0.0","-3.3","0.4","-0.2"
"Phillies","14","32","0","0","0","0","6.3 %","40.6 %",".033",".294",".167",".219",".200",".190","18","0.0","-3.8","0.4","-0.2"
"White Sox","14","32","0","1","1","0","3.1 %","18.8 %",".065",".240",".194",".219",".258",".205","29","0.0","-3.2","-0.4","-0.2"
"Rockies","14","35","1","3","2","0","2.9 %","31.4 %",".118",".227",".176",".200",".294",".209","21","-0.1","-4.3","0.1","-0.3"
"Indians","15","34","0","1","1","0","5.9 %","26.5 %",".000",".136",".097",".176",".097",".138","-21","0.0","-5.5","0.2","-0.4"
