"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","15","45","3","13","12","1","20.0 %","20.0 %",".361",".292",".278",".422",".639",".427","174","0.1","4.3","-0.4","0.5"
"Indians","11","42","1","10","8","1","16.7 %","14.3 %",".235",".357",".324",".429",".559",".410","158","-0.2","2.8","0.2","0.4"
"Mariners","12","36","3","7","7","0","5.6 %","22.2 %",".353",".348",".324",".361",".676",".422","176","-0.4","2.8","-0.5","0.3"
"Phillies","16","39","2","7","7","1","17.9 %","17.9 %",".188",".304",".281",".410",".469",".371","133","0.2","1.8","0.4","0.3"
"Athletics","18","42","1","7","7","0","9.5 %","16.7 %",".189",".367",".324",".381",".514",".364","131","0.0","1.5","0.1","0.3"
"Cubs","14","42","1","6","6","0","11.9 %","16.7 %",".188",".308",".281",".390",".469",".362","122","0.0","0.9","0.4","0.3"
"Rays","15","40","3","5","5","0","12.5 %","30.0 %",".333",".222",".212",".350",".545",".372","140","-0.4","1.5","-0.2","0.3"
"Dodgers","12","43","2","8","7","0","20.9 %","30.2 %",".235",".211",".176",".349",".412",".323","109","0.1","0.5","0.6","0.2"
"Pirates","14","39","1","6","6","1","5.1 %","15.4 %",".139",".345",".306",".342",".444",".334","109","0.2","0.5","-0.1","0.2"
"Rangers","16","39","2","5","5","0","10.3 %","20.5 %",".235",".280",".265",".333",".500",".335","115","0.0","0.4","-0.3","0.1"
"Red Sox","14","34","1","4","4","0","0.0 %","8.8 %",".147",".333",".324",".324",".471",".333","110","-0.1","0.0","0.0","0.1"
"Royals","15","41","0","5","4","0","9.8 %","24.4 %",".083",".346",".250",".341",".333",".301","86","0.0","-0.9","0.5","0.1"
"Astros","13","37","1","3","2","1","18.9 %","35.1 %",".207",".200",".138",".324",".345",".301","94","0.2","-0.4","0.0","0.1"
"Nationals","15","37","2","5","5","0","5.4 %","18.9 %",".200",".269",".257",".297",".457",".316","95","0.0","-0.5","0.2","0.1"
"Blue Jays","13","37","3","5","5","0","5.4 %","10.8 %",".257",".179",".229",".270",".486",".312","98","-0.1","-0.4","-0.1","0.1"
"Reds","17","37","2","3","3","1","5.4 %","16.2 %",".171",".259",".257",".297",".429",".307","88","0.1","-0.7","0.2","0.1"
"Rockies","15","38","4","5","5","0","2.6 %","23.7 %",".353",".143",".206",".270",".559",".338","97","0.0","-0.7","0.0","0.1"
"Cardinals","15","42","1","4","4","2","11.9 %","26.2 %",".194",".240",".194",".286",".389",".286","79","0.3","-1.0","0.2","0.1"
"Brewers","11","37","3","3","3","1","0.0 %","16.2 %",".243",".214",".243",".243",".486",".298","86","-0.2","-1.2","0.5","0.0"
"Marlins","9","30","1","3","2","0","3.3 %","16.7 %",".185",".227",".222",".267",".407",".280","76","-0.1","-1.2","0.3","0.0"
"Padres","16","33","1","4","4","0","9.1 %","21.2 %",".133",".182",".167",".242",".300",".237","49","-0.1","-2.6","0.5","-0.1"
"Angels","14","38","0","1","1","0","7.9 %","23.7 %",".061",".250",".182",".289",".242",".248","57","-0.1","-2.4","0.0","-0.1"
"White Sox","13","35","0","2","2","0","5.7 %","22.9 %",".094",".292",".219",".286",".313",".263","69","-0.4","-2.1","-0.4","-0.1"
"Tigers","19","34","1","3","2","0","8.8 %","26.5 %",".200",".190",".167",".235",".367",".250","57","-0.1","-2.2","-0.3","-0.1"
"Giants","18","40","1","3","3","1","12.5 %","27.5 %",".086",".174",".143",".250",".229",".222","39","0.2","-3.2","0.3","-0.2"
"Twins","12","38","0","4","2","0","7.9 %","26.3 %",".000",".292",".206",".289",".206",".234","45","0.0","-3.0","-0.3","-0.2"
"Diamondbacks","18","40","0","2","1","0","15.0 %","22.5 %",".031",".130",".094",".256",".125",".200","25","0.1","-4.3","0.4","-0.3"
"Braves","15","34","2","2","2","0","0.0 %","26.5 %",".176",".130",".147",".147",".324",".191","18","0.0","-4.0","0.2","-0.3"
"Orioles","15","31","0","0","0","0","0.0 %","48.4 %",".000",".313",".161",".161",".161",".140","-15","0.0","-4.9","-0.4","-0.4"
"Mets","14","28","0","0","0","0","3.6 %","28.6 %",".000",".105",".074",".107",".074",".087","-45","-0.1","-5.7","0.2","-0.4"
