"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Mets","15","46","3","11","10","0","17.4 %","17.4 %",".250",".480",".417",".543",".667",".505","222","-0.1","7.3","0.3","0.9"
"Red Sox","14","44","3","14","14","0","6.8 %","15.9 %",".341",".387",".366",".409",".707",".456","190","0.0","4.8","0.0","0.6"
"Rockies","12","43","1","12","12","0","7.0 %","20.9 %",".175",".533",".425",".465",".600",".448","167","-0.4","3.3","0.4","0.5"
"Dodgers","11","37","3","5","5","2","10.8 %","16.2 %",".364",".250",".273",".351",".636",".392","142","0.4","2.3","0.5","0.4"
"Angels","13","42","1","8","8","0","7.1 %","19.0 %",".211",".379",".316",".381",".526",".381","145","-0.1","2.2","0.0","0.4"
"Athletics","15","48","2","4","3","1","12.5 %","12.5 %",".195",".242",".244",".354",".439",".341","117","0.2","1.2","0.2","0.3"
"Twins","13","38","2","6","6","1","18.4 %","13.2 %",".233",".217",".233",".395",".467",".372","135","0.2","1.7","0.0","0.3"
"Royals","13","35","3","5","5","2","14.3 %","20.0 %",".310",".250",".276",".371",".586",".389","146","-0.9","1.0","0.0","0.2"
"Rays","15","37","2","3","3","0","10.8 %","29.7 %",".242",".300",".242",".324",".485",".339","120","0.1","0.8","-0.1","0.2"
"Astros","13","31","3","3","3","0","6.5 %","25.8 %",".345",".167",".207",".258",".552",".328","112","0.0","0.2","0.0","0.1"
"Brewers","16","42","1","7","7","0","16.7 %","19.0 %",".152",".269",".242",".357",".394",".314","93","-0.1","-0.6","0.4","0.1"
"Blue Jays","16","35","2","4","4","0","20.0 %","17.1 %",".250",".100",".143",".314",".393",".308","98","-0.1","-0.5","-0.1","0.1"
"Padres","13","41","0","2","2","0","0.0 %","22.0 %",".025",".387",".300",".317",".325",".281","76","-0.1","-1.6","0.7","0.0"
"Reds","14","43","0","7","7","1","9.3 %","14.0 %",".079",".281",".237",".326",".316",".286","75","0.0","-1.6","0.4","0.0"
"Cardinals","13","38","0","1","1","0","5.3 %","18.4 %",".000",".357",".286",".324",".286",".272","65","0.0","-1.9","0.3","0.0"
"Pirates","12","35","1","2","2","0","2.9 %","31.4 %",".088",".364",".265",".286",".353",".274","71","0.0","-1.6","0.1","0.0"
"Cubs","14","35","0","0","0","0","11.4 %","14.3 %",".067",".280",".233",".324",".300",".281","68","-0.4","-2.0","0.3","-0.1"
"Braves","13","33","1","2","2","0","3.0 %","24.2 %",".188",".261",".219",".242",".406",".268","66","-0.4","-2.1","0.3","-0.1"
"Marlins","14","41","0","2","2","0","7.3 %","29.3 %",".000",".385",".270",".317",".270",".263","64","-0.2","-2.2","0.1","-0.1"
"Mariners","13","36","0","1","1","0","2.8 %","22.2 %",".114",".296",".229",".250",".343",".250","61","0.0","-2.1","-0.2","-0.1"
"Indians","18","46","0","3","2","1","4.3 %","26.1 %",".095",".323",".238",".267",".333",".255","51","-0.2","-3.2","0.3","-0.1"
"White Sox","14","35","1","3","3","2","5.7 %","25.7 %",".156",".227",".188",".235",".344",".246","51","0.4","-2.0","-0.5","-0.1"
"Giants","15","38","0","0","0","0","18.4 %","31.6 %",".065",".211",".129",".289",".194",".237","50","0.0","-2.7","0.1","-0.1"
"Phillies","14","35","0","1","1","0","14.3 %","34.3 %",".067",".222",".133",".257",".200",".218","34","0.1","-3.3","0.1","-0.2"
"Orioles","13","34","2","3","3","1","2.9 %","26.5 %",".212",".136",".152",".176",".364",".221","40","0.2","-2.9","-0.4","-0.2"
"Yankees","15","37","0","4","3","1","5.4 %","32.4 %",".029",".318",".206",".270",".235",".231","43","-0.3","-3.2","-0.6","-0.2"
"Diamondbacks","15","34","0","1","1","0","5.9 %","23.5 %",".125",".167",".125",".176",".250",".183","11","0.1","-4.2","0.4","-0.3"
"Nationals","14","34","0","0","0","0","5.9 %","20.6 %",".000",".167",".129",".206",".129",".164","-3","0.0","-4.9","0.2","-0.3"
"Rangers","11","31","0","0","0","0","6.5 %","32.3 %",".000",".111",".071",".161",".071",".124","-32","0.0","-5.6","-0.2","-0.5"
"Tigers","14","30","0","0","0","0","0.0 %","26.7 %",".033",".136",".100",".100",".133",".099","-40","0.0","-5.8","-0.5","-0.5"
