"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Rays","13","49","2","16","12","1","2.0 %","8.2 %",".271",".429",".417",".429",".688",".462","198","0.3","6.4","0.0","0.8"
"Angels","12","47","2","13","13","0","14.9 %","23.4 %",".289",".440",".342",".457",".632",".451","190","-0.2","5.1","0.1","0.7"
"Athletics","14","37","3","5","5","0","5.4 %","13.5 %",".343",".370",".371",".405",".714",".457","195","0.0","4.4","0.1","0.6"
"Rangers","14","42","5","9","8","3","11.9 %","40.5 %",".405",".333",".270",".357",".676",".417","164","0.6","3.6","-0.1","0.5"
"Marlins","14","34","3","8","8","1","5.9 %","8.8 %",".414",".208",".276",".353",".690",".412","161","0.0","2.7","0.2","0.4"
"Royals","15","36","3","8","6","2","11.1 %","16.7 %",".387",".261",".290",".361",".677",".412","161","-0.1","2.6","0.0","0.4"
"Giants","18","41","5","10","10","1","2.4 %","24.4 %",".400",".200",".250",".268",".650",".368","133","0.2","1.9","0.4","0.3"
"Red Sox","12","35","3","8","8","0","8.6 %","22.9 %",".419",".238",".258",".314",".677",".380","155","0.0","2.1","0.2","0.3"
"Astros","14","38","4","8","7","1","7.9 %","13.2 %",".343",".192",".257",".316",".600",".373","141","0.2","2.0","-0.2","0.3"
"Brewers","17","46","1","7","7","0","8.7 %","30.4 %",".220",".462",".317",".391",".537",".383","133","-0.5","1.4","0.2","0.3"
"Braves","13","35","3","5","5","0","8.6 %","25.7 %",".313",".250",".250",".314",".563",".360","123","0.0","0.9","0.3","0.2"
"Yankees","12","36","0","4","4","0","5.6 %","13.9 %",".212",".357",".303",".361",".515",".366","136","-0.4","1.0","0.1","0.2"
"Twins","14","39","2","5","5","1","10.3 %","20.5 %",".235",".250",".235",".333",".471",".340","111","0.2","0.8","0.0","0.2"
"Padres","16","39","1","3","3","0","15.4 %","17.9 %",".091",".320",".273",".385",".364",".334","109","-0.1","0.3","0.1","0.2"
"Diamondbacks","14","34","3","4","4","0","2.9 %","23.5 %",".323",".150",".194",".265",".516",".321","101","0.1","-0.1","0.3","0.1"
"Rockies","12","34","2","3","3","1","8.8 %","32.4 %",".276",".375",".276",".344",".552",".371","113","-0.2","-0.2","0.1","0.1"
"Tigers","14","39","0","5","5","0","10.3 %","25.6 %",".114",".360",".257",".333",".371",".307","93","-0.1","-0.6","-0.4","0.0"
"Cubs","17","34","1","4","4","0","14.7 %","32.4 %",".107",".294",".214",".324",".321",".286","78","0.0","-1.2","0.1","0.0"
"Nationals","13","41","0","4","4","0","9.8 %","9.8 %",".059",".281",".265",".325",".324",".272","69","0.0","-1.7","0.2","0.0"
"White Sox","14","38","0","1","1","0","5.3 %","15.8 %",".000",".333",".278",".316",".278",".265","67","0.1","-1.7","-0.4","-0.1"
"Mets","14","36","1","4","4","1","13.9 %","30.6 %",".097",".211",".161",".278",".258",".246","54","0.1","-2.2","0.1","-0.1"
"Indians","17","35","1","3","3","1","5.7 %","34.3 %",".094",".263",".188",".257",".281",".240","45","0.2","-2.5","0.1","-0.1"
"Phillies","16","36","0","0","0","0","5.6 %","27.8 %",".029",".333",".235",".278",".265",".241","48","0.0","-2.7","0.3","-0.1"
"Reds","12","32","1","2","2","0","0.0 %","25.0 %",".161",".227",".194",".194",".355",".224","35","-0.1","-3.2","0.2","-0.2"
"Pirates","14","34","1","3","3","0","5.9 %","29.4 %",".125",".190",".156",".206",".281",".210","31","0.0","-3.4","0.0","-0.2"
"Orioles","16","35","1","4","4","0","5.7 %","28.6 %",".188",".182",".156",".200",".344",".223","40","0.0","-3.1","-0.5","-0.2"
"Dodgers","13","34","1","1","1","0","5.9 %","35.3 %",".094",".211",".156",".206",".250",".200","25","0.0","-3.5","0.0","-0.2"
"Cardinals","14","35","1","2","2","0","8.6 %","34.3 %",".094",".158",".125",".200",".219",".189","18","0.1","-3.9","0.3","-0.2"
"Blue Jays","12","32","0","0","0","0","0.0 %","31.3 %",".000",".273",".188",".188",".188",".163","0","0.0","-4.4","-0.1","-0.3"
"Mariners","17","28","0","0","0","0","3.6 %","28.6 %",".000",".000",".000",".036",".000",".025","-85","0.0","-7.0","-0.1","-0.6"
