"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Brewers","15","50","4","11","11","0","12.0 %","14.0 %",".455",".424",".409",".480",".864",".526","228","0.0","8.4","0.5","1.0"
"Rockies","20","50","3","11","11","0","8.0 %","22.0 %",".318",".484",".409",".460",".727",".477","187","-0.4","5.0","0.2","0.7"
"Angels","12","45","2","9","9","0","13.3 %","13.3 %",".205",".419",".385",".467",".590",".445","187","-0.2","4.7","0.2","0.6"
"Rays","13","42","1","14","14","0","7.1 %","14.3 %",".231",".469",".410",".452",".641",".456","194","0.0","5.0","-0.2","0.6"
"Diamondbacks","18","45","3","10","9","0","4.4 %","26.7 %",".302",".464",".372",".400",".674",".441","177","0.0","4.5","0.3","0.6"
"White Sox","15","39","2","10","8","1","2.6 %","17.9 %",".270",".448",".405",".410",".676",".443","185","-0.6","3.6","-0.3","0.5"
"Cardinals","16","36","4","5","5","0","2.8 %","22.2 %",".343",".261",".286",".306",".629",".380","142","0.0","1.8","0.3","0.3"
"Dodgers","11","34","0","2","2","1","8.8 %","20.6 %",".129",".375",".290",".353",".419",".331","108","0.2","0.5","0.4","0.2"
"Royals","14","38","2","4","4","0","5.3 %","42.1 %",".167",".444",".278",".316",".444",".321","102","0.0","-0.1","0.4","0.2"
"Pirates","13","40","1","5","5","0","5.0 %","25.0 %",".135",".346",".270",".325",".405",".314","95","0.0","-0.4","-0.3","0.1"
"Giants","16","39","0","3","3","0","20.5 %","12.8 %",".067",".240",".200",".385",".267",".302","89","-0.4","-1.1","0.3","0.0"
"Indians","11","38","1","4","3","0","13.2 %","13.2 %",".156",".192",".188",".316",".344",".283","74","0.0","-1.4","0.3","0.0"
"Phillies","15","37","0","3","3","0","13.5 %","16.2 %",".065",".280",".226",".333",".290",".260","70","0.0","-1.6","0.4","0.0"
"Rangers","13","34","2","2","2","0","8.8 %","35.3 %",".194",".176",".161",".235",".355",".252","54","0.0","-2.4","-0.1","-0.1"
"Marlins","16","35","0","1","1","0","11.4 %","17.1 %",".032",".280",".226",".314",".258",".250","53","-0.2","-2.6","0.0","-0.1"
"Mariners","15","34","1","3","3","1","11.8 %","32.4 %",".133",".167",".133",".235",".267",".225","43","0.3","-2.4","-0.4","-0.2"
"Twins","13","33","0","3","3","0","0.0 %","24.2 %",".091",".280",".212",".212",".303",".215","36","0.0","-3.1","0.0","-0.2"
"Mets","14","33","0","0","0","0","3.0 %","27.3 %",".032",".182",".129",".182",".161",".159","0","-0.1","-4.7","0.2","-0.3"
