"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Diamondbacks","12","42","3","11","10","0","2.4 %","19.0 %",".385",".414",".385",".390",".769",".463","184","0.0","4.6","0.6","0.6"
"Royals","14","43","2","10","9","1","11.6 %","16.3 %",".297",".414",".378",".442",".676",".441","183","-0.2","4.4","0.6","0.6"
"Red Sox","15","45","0","11","11","1","22.2 %","15.6 %",".088",".444",".353",".511",".441",".418","162","-0.7","2.8","0.0","0.4"
"Cardinals","15","37","2","5","5","2","10.8 %","16.2 %",".219",".333",".313",".389",".531",".379","143","0.4","2.4","0.5","0.4"
"Athletics","16","41","2","6","6","1","14.6 %","17.1 %",".200",".346",".314",".415",".514",".395","153","-0.3","2.5","0.1","0.4"
"Astros","11","35","3","7","6","0","8.6 %","8.6 %",".344",".269",".313",".371",".656",".419","172","-0.5","2.6","0.0","0.4"
"Rockies","13","43","1","9","8","0","14.0 %","11.6 %",".286",".367",".343",".442",".629",".424","142","0.0","2.1","0.2","0.4"
"Indians","13","40","1","6","6","1","15.0 %","17.5 %",".156",".333",".281",".410",".438",".362","137","0.3","2.1","0.2","0.4"
"Phillies","17","44","1","6","6","0","6.8 %","22.7 %",".211",".333",".263",".333",".474",".339","104","0.0","0.1","0.3","0.2"
"Nationals","13","41","1","5","5","0","4.9 %","24.4 %",".154",".393",".308",".341",".462",".340","109","0.1","0.4","-0.1","0.2"
"Braves","14","42","1","3","2","0","16.7 %","9.5 %",".121",".250",".242",".390",".364",".331","101","0.0","-0.1","0.3","0.2"
"Rangers","15","36","3","5","4","0","8.3 %","30.6 %",".344",".222",".219",".286",".563",".345","116","0.1","0.4","-0.1","0.1"
"Dodgers","15","38","2","6","6","0","18.4 %","26.3 %",".194",".211",".194",".342",".387",".321","102","0.0","0.0","0.3","0.1"
"Cubs","16","34","2","7","7","0","8.8 %","8.8 %",".300",".200",".233",".324",".533",".344","110","0.0","0.2","0.1","0.1"
"Pirates","14","37","2","2","2","0","5.4 %","13.5 %",".257",".250",".257",".297",".514",".335","110","0.1","0.4","-0.3","0.1"
"Angels","15","37","3","5","5","0","5.4 %","13.5 %",".294",".192",".235",".278",".529",".330","107","-0.1","-0.1","0.0","0.1"
"Giants","12","38","1","4","4","0","13.2 %","7.9 %",".212",".207",".212",".316",".424",".306","93","0.0","-0.4","0.2","0.1"
"Orioles","14","32","1","4","4","1","3.1 %","9.4 %",".233",".259",".267",".281",".500",".315","96","0.2","-0.1","-0.4","0.1"
"Rays","15","40","0","2","2","0","7.5 %","30.0 %",".029",".391",".257",".350",".286",".292","88","0.0","-0.9","0.1","0.1"
"White Sox","16","41","0","3","3","0","9.8 %","24.4 %",".083",".346",".250",".341",".333",".301","91","0.0","-0.7","-0.3","0.0"
"Brewers","16","34","1","2","2","0","8.8 %","23.5 %",".133",".190",".167",".265",".300",".252","55","0.0","-2.3","0.4","-0.1"
"Tigers","15","40","0","4","4","0","17.5 %","35.0 %",".063",".316",".188",".325",".250",".269","68","0.0","-1.9","-0.4","-0.1"
"Yankees","12","38","0","6","5","2","10.5 %","34.2 %",".030",".333",".212",".289",".242",".242","50","0.4","-2.2","-0.2","-0.1"
"Mets","17","36","0","0","0","0","8.3 %","25.0 %",".000",".261",".188",".278",".188",".222","40","-0.1","-3.1","0.1","-0.2"
"Padres","13","29","1","1","1","1","3.4 %","31.0 %",".148",".176",".148",".179",".296",".199","21","0.2","-3.1","0.1","-0.2"
"Marlins","14","34","1","2","2","0","5.9 %","20.6 %",".129",".167",".161",".206",".290",".210","31","-0.1","-3.4","0.1","-0.2"
"Reds","16","35","0","1","1","0","11.4 %","28.6 %",".000",".238",".161",".257",".161",".203","22","-0.1","-4.0","0.2","-0.3"
"Twins","11","32","1","1","1","0","3.1 %","31.3 %",".129",".150",".129",".156",".258",".175","10","-0.1","-4.2","-0.2","-0.3"
"Mariners","12","30","0","0","0","0","3.3 %","33.3 %",".000",".111",".071",".133",".071",".105","-36","0.0","-5.5","-0.3","-0.5"
"Blue Jays","13","30","0","0","0","0","6.7 %","30.0 %",".000",".105",".071",".133",".071",".104","-37","0.0","-5.7","-0.2","-0.5"
