"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","13","40","4","9","8","0","7.5 %","10.0 %",".471",".370",".412",".462",".882",".525","234","0.1","7.0","0.4","0.8"
"Cardinals","18","44","3","11","11","3","9.1 %","15.9 %",".289",".393",".368",".455",".658",".460","191","0.6","5.9","0.3","0.7"
"Orioles","17","45","1","8","8","2","4.4 %","35.6 %",".256",".625",".410",".444",".667",".449","186","0.4","5.2","-0.4","0.6"
"Royals","12","42","5","10","10","0","4.8 %","14.3 %",".487",".214",".282",".333",".769",".437","180","0.0","4.1","-0.2","0.5"
"Giants","17","38","2","9","9","1","7.9 %","26.3 %",".314",".435",".343",".395",".657",".423","162","0.3","3.3","0.3","0.5"
"Pirates","17","39","3","9","8","1","2.6 %","20.5 %",".324",".385",".351",".385",".676",".435","176","-0.3","3.5","-0.2","0.4"
"Rockies","12","46","1","8","8","1","13.0 %","21.7 %",".162",".423",".324",".432",".486",".396","134","0.1","2.0","0.3","0.4"
"Astros","15","43","1","7","6","0","9.3 %","23.3 %",".162",".385",".297",".395",".459",".368","136","-0.1","1.8","-0.1","0.3"
"Phillies","18","48","0","6","6","0","22.9 %","20.8 %",".056",".370",".278",".438",".333",".347","119","0.0","1.1","0.5","0.3"
"Marlins","15","42","0","4","4","1","9.5 %","26.2 %",".081",".462",".324",".390",".405",".347","113","0.1","0.8","0.2","0.2"
"Angels","16","45","1","5","4","0","17.8 %","22.2 %",".139",".280",".222",".378",".361",".333","111","0.0","0.5","0.1","0.2"
"Cubs","15","39","2","6","6","0","5.1 %","25.6 %",".216",".320",".270",".308",".486",".331","105","0.0","0.2","0.3","0.2"
"Nationals","18","41","1","7","4","1","7.3 %","36.6 %",".108",".429",".270",".341",".378",".315","93","0.1","-0.5","0.1","0.1"
"Diamondbacks","13","37","2","3","3","0","2.7 %","21.6 %",".176",".292",".265",".306",".441",".316","90","0.0","-0.6","0.3","0.1"
"Indians","17","42","2","7","7","0","7.1 %","16.7 %",".205",".233",".231",".286",".436",".303","88","-0.1","-1.0","0.2","0.1"
"Braves","15","36","2","5","5","1","16.7 %","33.3 %",".200",".188",".167",".306",".367",".295","83","-0.2","-1.2","0.4","0.0"
"Padres","15","35","2","3","2","0","8.6 %","28.6 %",".219",".200",".188",".257",".406",".279","75","0.0","-1.3","0.2","0.0"
"Mets","17","39","0","4","4","0","5.1 %","20.5 %",".086",".321",".257",".308",".343",".281","78","-0.1","-1.3","0.1","0.0"
"Red Sox","19","43","1","4","3","0","16.3 %","25.6 %",".111",".292",".222",".349",".333",".307","88","-0.9","-1.7","0.0","0.0"
"Athletics","13","36","1","2","2","0","2.8 %","44.4 %",".147",".353",".206",".250",".353",".257","66","0.0","-1.8","0.1","0.0"
"Reds","15","37","1","3","3","1","10.8 %","35.1 %",".152",".263",".182",".270",".333",".263","60","0.1","-2.0","0.2","-0.1"
"Twins","16","39","0","3","3","0","2.6 %","20.5 %",".081",".300",".243",".256",".324",".245","54","0.0","-2.7","-0.2","-0.1"
"Tigers","13","33","1","2","2","0","0.0 %","30.3 %",".125",".286",".219",".242",".344",".249","56","-0.4","-2.6","-0.3","-0.2"
"Yankees","11","32","0","1","1","0","3.1 %","25.0 %",".067",".227",".167",".219",".233",".202","24","-0.5","-3.8","0.1","-0.2"
"Rays","12","32","1","1","1","0","0.0 %","15.6 %",".094",".192",".188",".188",".281",".196","27","-0.4","-3.7","0.0","-0.3"
"White Sox","13","32","0","0","0","0","6.3 %","28.1 %",".033",".238",".167",".219",".200",".190","19","0.0","-3.5","-0.4","-0.3"
"Rangers","10","34","0","1","1","0","11.8 %","35.3 %",".034",".222",".138",".235",".172",".179","1","0.1","-4.7","0.0","-0.3"
"Brewers","12","32","0","0","0","1","3.1 %","37.5 %",".032",".211",".129",".156",".161",".141","-14","0.1","-5.1","0.5","-0.3"
"Blue Jays","12","29","0","0","0","0","0.0 %","17.2 %",".000",".167",".138",".138",".138",".120","-25","-0.5","-5.5","-0.2","-0.5"
"Mariners","16","30","0","0","0","0","0.0 %","26.7 %",".000",".143",".103",".103",".103",".090","-45","-0.3","-6.3","0.0","-0.5"
