"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","22","47","6","14","14","0","10.6 %","23.4 %",".524",".480",".429",".489",".952",".573","273","0.0","10.1","-0.5","1.1"
"Brewers","20","45","1","7","7","0","13.3 %","15.6 %",".158",".433",".368",".467",".526",".425","166","0.0","3.8","0.4","0.6"
"Rockies","16","41","3","11","11","1","17.1 %","9.8 %",".333",".308",".333",".450",".667",".458","165","0.2","3.7","0.1","0.5"
"Cubs","20","46","2","8","7","0","15.2 %","28.3 %",".270",".364",".270",".413",".541",".396","141","0.0","2.4","0.5","0.4"
"Dodgers","20","39","3","9","9","1","7.7 %","25.6 %",".371",".273",".257",".333",".629",".381","150","0.3","2.8","0.2","0.4"
"Mets","14","36","2","4","4","0","11.1 %","19.4 %",".290",".318",".290",".389",".581",".402","157","-0.1","2.5","0.2","0.4"
"Nationals","14","38","2","8","8","0","10.5 %","23.7 %",".273",".391",".333",".395",".606",".408","152","-0.1","2.5","0.0","0.4"
"Twins","10","33","2","6","6","1","6.1 %","9.1 %",".226",".346",".355",".394",".581",".407","160","0.2","2.6","-0.4","0.3"
"Rays","18","41","2","6","5","0","9.8 %","29.3 %",".216",".348",".270",".341",".486",".349","123","0.1","1.2","0.0","0.3"
"Rangers","14","39","3","7","7","1","2.6 %","25.6 %",".316",".320",".289",".308",".605",".372","127","0.1","1.3","-0.3","0.2"
"Cardinals","18","42","1","2","2","1","11.9 %","28.6 %",".111",".348",".250",".357",".361",".319","102","0.2","0.1","0.5","0.2"
"Pirates","15","37","2","6","5","0","2.7 %","16.2 %",".176",".308",".294",".333",".471",".340","123","-0.4","0.6","0.2","0.2"
"Athletics","17","39","2","3","3","0","15.4 %","12.8 %",".182",".192",".212",".333",".394",".317","105","0.0","0.0","0.3","0.2"
"Mariners","21","38","0","4","4","1","13.2 %","23.7 %",".091",".333",".242",".342",".333",".301","95","0.4","-0.1","0.1","0.1"
"Reds","16","42","0","5","4","1","19.0 %","38.1 %",".088",".389",".206",".357",".294",".301","84","0.2","-0.9","0.5","0.1"
"Orioles","14","42","1","4","4","1","21.4 %","14.3 %",".152",".192",".182",".357",".333",".314","100","0.2","-0.2","-0.5","0.1"
"Diamondbacks","17","39","1","6","5","0","12.8 %","20.5 %",".156",".217",".188",".333",".344",".304","87","0.0","-0.8","0.2","0.1"
"Giants","20","46","0","2","2","1","17.4 %","28.3 %",".057",".333",".229",".370",".286",".302","89","0.3","-0.5","-0.3","0.1"
"Marlins","24","61","1","4","3","1","0.0 %","21.3 %",".070",".372",".298",".322",".368",".299","85","-0.3","-1.6","0.2","0.0"
"Royals","14","26","0","2","2","0","7.7 %","34.6 %",".174",".400",".261",".308",".435",".306","93","-0.1","-0.5","0.0","0.0"
"Astros","14","34","2","4","4","0","17.6 %","26.5 %",".214",".118",".143",".294",".357",".287","83","-0.1","-1.0","-0.1","0.0"
"Phillies","22","62","0","5","4","0","9.7 %","22.6 %",".120",".289",".220",".317",".340",".273","66","0.0","-2.9","0.4","-0.1"
"Braves","15","39","0","2","2","2","2.6 %","28.2 %",".000",".375",".257",".316",".257",".262","57","0.4","-2.1","0.2","-0.1"
"Padres","16","36","1","3","3","0","5.6 %","27.8 %",".121",".261",".212",".250",".333",".247","55","0.1","-2.3","0.2","-0.1"
"Red Sox","15","32","0","1","1","0","3.1 %","37.5 %",".100",".333",".200",".250",".300",".240","45","0.0","-2.5","-0.1","-0.1"
"Blue Jays","16","33","1","2","2","2","6.1 %","33.3 %",".161",".158",".129",".182",".290",".201","30","0.3","-3.1","-0.2","-0.2"
"Angels","15","29","0","0","0","0","3.4 %","24.1 %",".000",".143",".107",".138",".107",".114","-30","-0.1","-5.2","0.4","-0.4"
"Indians","15","30","0","2","2","0","0.0 %","26.7 %",".071",".143",".107",".103",".179",".114","-32","0.0","-5.6","0.2","-0.4"
