"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","13","55","2","21","19","0","12.7 %","14.5 %",".362",".541",".468",".545",".830",".557","262","0.0","11.4","0.1","1.3"
"Nationals","16","44","4","9","9","1","4.5 %","27.3 %",".405",".500",".405",".432",".810",".504","216","0.1","6.7","0.5","0.8"
"Rangers","12","52","2","10","10","1","9.6 %","15.4 %",".182",".514",".455",".519",".636",".483","200","0.0","6.6","-0.5","0.8"
"Phillies","20","44","3","10","10","4","9.1 %","22.7 %",".316",".385",".342",".395",".658",".420","162","0.8","4.3","0.2","0.6"
"Mets","19","48","2","7","7","0","14.6 %","22.9 %",".179",".444",".359",".458",".538",".421","168","-0.1","4.1","0.0","0.6"
"Marlins","9","40","1","9","8","0","10.0 %","17.5 %",".147",".462",".382",".462",".529",".424","162","-0.2","3.0","0.5","0.5"
"Rays","17","36","2","8","8","0","5.6 %","13.9 %",".375",".308",".313",".361",".688",".416","169","0.0","3.1","-0.1","0.4"
"White Sox","15","40","2","5","5","0","12.5 %","12.5 %",".235",".321",".324",".400",".559",".389","156","0.0","2.7","-0.1","0.4"
"Brewers","22","37","2","8","7","0","13.5 %","35.1 %",".290",".438",".290",".405",".581",".409","154","0.0","2.5","0.3","0.4"
"Yankees","16","44","3","10","10","1","4.5 %","11.4 %",".262",".294",".310",".341",".571",".377","142","0.2","2.3","-0.1","0.4"
"Indians","13","40","2","5","5","1","10.0 %","25.0 %",".257",".375",".314",".375",".571",".380","142","0.0","2.1","0.1","0.4"
"Reds","17","37","2","4","4","0","0.0 %","13.5 %",".194",".345",".333",".351",".528",".369","130","-0.5","0.7","0.3","0.2"
"Padres","16","41","0","2","2","1","17.1 %","17.1 %",".061",".269",".212",".366",".273",".301","87","0.2","-0.6","0.3","0.1"
"Red Sox","17","34","2","5","5","0","0.0 %","26.5 %",".235",".304",".265",".265",".500",".314","97","0.0","-0.5","0.0","0.1"
"Braves","19","37","2","4","4","0","8.1 %","37.8 %",".235",".278",".206",".270",".441",".297","86","0.1","-0.9","0.4","0.1"
"Dodgers","16","33","2","5","5","0","9.1 %","21.2 %",".250",".158",".179",".258",".429",".287","70","0.1","-1.4","0.3","0.0"
"Cubs","16","37","1","5","4","1","5.4 %","29.7 %",".176",".273",".206",".270",".382",".267","69","0.2","-1.6","0.2","0.0"
"Athletics","13","32","0","3","3","1","3.1 %","15.6 %",".067",".280",".233",".281",".300",".256","63","0.1","-1.5","0.2","0.0"
"Orioles","19","37","1","4","4","0","10.8 %","10.8 %",".121",".214",".212",".297",".333",".277","73","-0.1","-1.6","-0.3","-0.1"
"Twins","17","37","1","2","2","0","10.8 %","27.0 %",".156",".190",".156",".270",".313",".259","63","0.0","-2.0","-0.2","-0.1"
"Cardinals","11","35","0","2","2","0","11.4 %","11.4 %",".067",".192",".167",".265",".233",".230","39","0.1","-2.9","0.8","-0.1"
"Diamondbacks","16","37","1","3","3","1","16.2 %","16.2 %",".133",".087",".100",".270",".233",".228","35","0.4","-3.0","0.8","-0.1"
"Angels","16","35","0","1","1","1","17.1 %","22.9 %",".000",".238",".172",".314",".172",".243","50","0.1","-2.2","-0.2","-0.1"
"Blue Jays","14","35","1","3","3","0","5.7 %","28.6 %",".121",".227",".182",".229",".303",".229","43","0.0","-2.9","0.0","-0.2"
"Pirates","18","32","0","0","0","0","3.1 %","34.4 %",".067",".263",".167",".219",".233",".202","26","0.0","-3.4","-0.1","-0.2"
"Tigers","13","32","1","1","1","1","9.4 %","40.6 %",".138",".067",".069",".156",".207",".163","2","0.2","-4.3","-0.1","-0.3"
"Royals","18","32","0","0","0","0","6.3 %","25.0 %",".000",".182",".133",".188",".133",".152","-7","0.0","-4.8","0.1","-0.3"
"Giants","16","32","0","0","0","1","3.1 %","34.4 %",".000",".200",".129",".156",".129",".130","-18","0.2","-5.1","0.3","-0.4"
"Rockies","22","34","0","1","1","0","5.9 %","32.4 %",".065",".190",".129",".176",".194",".147","-15","0.0","-6.0","0.0","-0.5"
"Mariners","16","28","1","1","1","0","0.0 %","60.7 %",".107",".000",".036",".036",".143",".069","-55","0.1","-5.9","0.0","-0.5"
