"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cubs","16","49","4","14","14","3","18.4 %","22.4 %",".359",".320",".308",".429",".667",".441","178","0.5","5.4","0.4","0.7"
"Mariners","13","45","3","9","9","0","13.3 %","24.4 %",".316",".458",".368",".467",".684",".473","206","0.0","6.1","-0.5","0.7"
"Padres","17","45","3","6","6","2","22.2 %","17.8 %",".343",".250",".257",".422",".600",".422","166","0.4","4.3","0.6","0.6"
"Mets","17","35","5","6","6","1","5.7 %","28.6 %",".531",".353",".344",".400",".875",".506","226","-0.7","4.9","-0.1","0.6"
"Angels","14","40","2","5","5","2","12.5 %","17.5 %",".242",".333",".303",".425",".545",".403","167","0.2","3.5","0.1","0.5"
"Yankees","16","39","3","6","6","0","7.7 %","17.9 %",".314",".320",".314",".385",".629",".417","166","0.0","3.2","-0.1","0.4"
"Astros","14","36","3","6","6","0","5.6 %","11.1 %",".353",".296",".324",".361",".676",".422","174","0.0","3.2","0.0","0.4"
"Dodgers","16","39","1","7","7","0","7.7 %","23.1 %",".258",".417",".355",".395",".613",".397","146","-0.4","1.8","0.5","0.3"
"Brewers","16","41","3","8","8","0","7.3 %","17.1 %",".314",".269",".286",".333",".600",".376","137","-0.1","1.7","0.4","0.3"
"Tigers","15","40","1","7","6","0","15.0 %","7.5 %",".182",".310",".303",".425",".485",".392","146","-0.1","2.3","-0.4","0.3"
"Pirates","18","42","1","6","6","1","7.1 %","19.0 %",".184",".379",".316",".366",".500",".365","125","0.2","1.4","0.0","0.3"
"Cardinals","15","42","1","4","4","0","14.3 %","23.8 %",".147",".333",".265",".366",".412",".335","113","0.0","0.6","0.5","0.2"
"Twins","15","39","3","6","5","1","12.8 %","2.6 %",".273",".138",".212",".333",".485",".336","111","0.2","0.6","0.2","0.2"
"Marlins","16","35","3","4","4","1","8.6 %","20.0 %",".281",".227",".250",".314",".531",".350","121","0.0","0.9","-0.1","0.2"
"Indians","14","39","0","7","5","2","15.4 %","33.3 %",".091",".400",".242",".359",".333",".311","91","0.5","-0.1","0.1","0.1"
"Blue Jays","15","39","1","2","2","0","2.6 %","35.9 %",".189",".409",".270",".308",".459",".322","102","0.0","0.0","-0.2","0.1"
"Giants","16","35","1","6","6","1","8.6 %","11.4 %",".133",".269",".267",".324",".400",".307","87","0.2","-0.5","0.4","0.1"
"Nationals","16","39","2","5","4","0","15.4 %","28.2 %",".219",".263",".219",".342",".438",".335","100","-0.5","-0.6","0.3","0.1"
"Diamondbacks","17","35","0","5","5","0","2.9 %","17.1 %",".059",".393",".324",".343",".382",".313","93","0.0","-0.5","0.2","0.1"
"White Sox","15","38","2","2","2","0","2.6 %","26.3 %",".189",".320",".270",".289",".459",".312","101","0.1","-0.2","-0.4","0.1"
"Royals","16","35","3","4","4","1","5.7 %","22.9 %",".273",".136",".182",".229",".455",".280","75","0.2","-1.2","0.1","0.0"
"Orioles","17","42","1","4","4","1","7.1 %","21.4 %",".139",".259",".222",".310",".361",".291","82","0.2","-1.1","-0.4","0.0"
"Phillies","15","36","1","2","2","0","8.3 %","16.7 %",".156",".231",".219",".278",".375",".276","72","0.0","-1.6","0.3","0.0"
"Braves","17","43","0","2","2","0","18.6 %","16.3 %",".059",".222",".176",".349",".235",".263","65","0.1","-2.1","0.2","0.0"
"Rays","16","38","0","4","4","1","5.3 %","13.2 %",".029",".290",".257",".289",".286",".251","58","0.2","-1.9","0.0","-0.1"
"Red Sox","15","38","0","4","4","0","15.8 %","18.4 %",".033",".250",".200",".324",".233",".250","51","0.0","-2.8","0.3","-0.1"
"Reds","17","38","2","5","5","0","0.0 %","23.7 %",".211",".222",".211",".211",".421",".258","58","0.0","-2.4","0.0","-0.1"
"Rockies","16","36","1","2","2","0","11.1 %","16.7 %",".125",".200",".188",".278",".313",".261","53","0.0","-2.7","0.2","-0.1"
"Athletics","13","36","0","0","0","0","11.1 %","19.4 %",".031",".240",".188",".278",".219",".231","47","-0.1","-2.8","0.0","-0.1"
"Rangers","14","34","0","1","1","0","2.9 %","35.3 %",".097",".316",".194",".242",".290",".232","48","0.1","-2.8","-0.3","-0.2"
