"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Twins","25","86","11","22","22","0","3.5 %","16.3 %",".512",".298",".341",".372",".854",".489","214","-0.1","12.2","-0.3","1.5"
"Orioles","29","79","6","12","11","2","5.1 %","15.2 %",".297",".321",".324",".367",".622",".407","156","0.3","5.9","-0.5","0.8"
"Diamondbacks","10","42","3","6","5","0","9.5 %","26.2 %",".314",".455",".371",".425",".686",".449","205","0.1","5.8","0.7","0.8"
"Yankees","12","42","4","9","9","0","9.5 %","16.7 %",".395",".370",".368",".429",".763",".482","209","-0.1","5.7","-0.3","0.7"
"Blue Jays","14","46","3","10","10","1","6.5 %","26.1 %",".300",".462",".375",".422",".675",".446","182","0.2","4.9","-0.2","0.6"
"Indians","28","85","1","15","13","3","15.3 %","27.1 %",".074",".409",".279",".424",".353",".351","113","0.8","2.2","0.5","0.5"
"Rays","15","38","2","5","5","0","5.3 %","28.9 %",".400",".409",".314",".368",".714",".433","179","0.0","3.8","-0.2","0.5"
"Angels","15","42","1","5","5","0","7.1 %","19.0 %",".237",".400",".342",".381",".579",".393","151","-0.2","2.5","0.2","0.4"
"Cardinals","13","41","1","10","9","1","17.1 %","4.9 %",".188",".300",".313",".425",".500",".383","138","0.2","2.2","0.6","0.4"
"Marlins","15","41","1","9","7","2","9.8 %","29.3 %",".200",".435",".314",".390",".514",".378","140","0.2","2.3","0.3","0.4"
"Phillies","15","41","2","8","8","0","2.4 %","14.6 %",".205",".387",".359",".375",".564",".392","138","0.0","2.0","0.4","0.4"
"Astros","13","38","2","4","4","0","2.6 %","10.5 %",".278",".300",".306",".342",".583",".382","145","-0.1","2.0","0.3","0.4"
"Mariners","15","41","4","6","6","1","12.2 %","29.3 %",".333",".250",".250",".341",".583",".379","142","0.2","2.4","-0.8","0.3"
"Brewers","15","34","3","5","5","0","5.9 %","32.4 %",".344",".278",".250",".294",".594",".350","135","0.0","1.4","0.3","0.3"
"Rangers","13","38","1","9","8","2","10.5 %","31.6 %",".235",".429",".294",".368",".529",".374","129","0.0","1.3","-0.2","0.2"
"Rockies","16","42","2","5","5","0","2.4 %","31.0 %",".205",".480",".359",".381",".564",".390","130","-0.5","1.0","0.0","0.2"
"Nationals","14","39","0","3","3","0","7.7 %","28.2 %",".114",".417",".286",".359",".400",".330","103","0.0","0.0","0.4","0.2"
"Braves","31","78","3","12","12","0","11.5 %","28.2 %",".209",".279",".224",".321",".433",".319","95","-0.4","-1.0","0.0","0.1"
"Red Sox","18","39","1","6","6","0","10.3 %","28.2 %",".182",".318",".242",".333",".424",".312","94","0.0","-0.4","0.1","0.1"
"Royals","13","35","2","2","2","0","11.4 %","22.9 %",".290",".190",".194",".286",".484",".318","102","-0.1","-0.3","0.0","0.1"
"Pirates","9","20","2","3","3","0","5.0 %","35.0 %",".353",".250",".235",".278",".588",".350","99","0.1","-0.1","0.1","0.1"
"Padres","15","36","1","2","2","0","5.6 %","38.9 %",".152",".333",".212",".278",".364",".275","73","-0.3","-1.8","0.2","0.0"
"Reds","16","37","1","4","4","1","10.8 %","29.7 %",".125",".286",".219",".297",".344",".277","68","-0.3","-2.0","0.2","-0.1"
"Giants","9","20","0","1","1","1","5.0 %","15.0 %",".000",".250",".211",".250",".211",".208","32","0.2","-1.7","0.4","-0.1"
"Athletics","17","34","0","1","1","0","5.9 %","20.6 %",".032",".240",".194",".235",".226",".204","31","-0.1","-3.4","0.0","-0.2"
"Cubs","15","32","0","0","0","0","6.3 %","18.8 %",".034",".174",".138",".219",".172",".185","15","0.0","-4.0","0.1","-0.3"
"Mets","15","33","0","2","2","0","6.1 %","15.2 %",".065",".154",".129",".182",".194",".167","5","-0.1","-4.4","0.1","-0.3"
"Dodgers","16","34","0","0","0","0","14.7 %","23.5 %",".000",".095",".069",".206",".069",".153","-6","0.0","-5.0","0.1","-0.4"
