"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Mariners","15","45","3","10","10","2","17.8 %","15.6 %",".324",".370",".351",".467",".676",".468","203","0.4","6.4","-0.1","0.8"
"Brewers","16","46","3","7","7","4","21.7 %","21.7 %",".306",".304",".278",".435",".583",".424","164","0.8","4.6","0.5","0.6"
"Indians","15","38","3","7","7","1","5.3 %","23.7 %",".324",".391",".353",".378",".676",".424","176","0.2","3.7","0.3","0.5"
"Reds","17","47","2","11","11","3","12.8 %","23.4 %",".216",".333",".270",".426",".486",".394","143","0.5","3.1","0.2","0.5"
"Giants","15","43","2","11","11","0","11.6 %","18.6 %",".324",".333",".297",".395",".622",".410","156","0.0","3.2","0.1","0.5"
"Red Sox","18","45","1","7","7","0","4.4 %","28.9 %",".195",".464",".341",".378",".537",".378","135","-0.1","1.8","0.1","0.3"
"Twins","15","44","2","8","7","1","6.8 %","22.7 %",".175",".393",".325",".386",".500",".377","136","0.1","2.1","-0.3","0.3"
"Tigers","14","40","2","6","6","1","5.0 %","25.0 %",".263",".385",".316",".350",".579",".384","142","0.2","2.2","-0.6","0.3"
"Diamondbacks","14","40","1","5","5","1","7.5 %","22.5 %",".200",".360",".286",".359",".486",".357","116","0.2","0.9","0.5","0.3"
"Athletics","15","37","2","3","3","0","5.4 %","16.2 %",".257",".296",".286",".324",".543",".358","133","0.0","1.3","0.1","0.3"
"Cardinals","14","38","1","5","5","3","15.8 %","13.2 %",".094",".269",".250",".368",".344",".320","99","0.6","0.6","0.5","0.2"
"Nationals","15","37","1","4","4","0","5.4 %","16.2 %",".250",".280",".250",".333",".500",".338","112","0.0","0.4","0.3","0.2"
"White Sox","15","44","1","5","5","0","4.5 %","22.7 %",".150",".379",".300",".349",".450",".341","112","0.1","0.8","-0.4","0.2"
"Phillies","12","39","0","1","0","3","10.3 %","20.5 %",".114",".333",".257",".333",".371",".297","89","0.6","-0.1","0.6","0.2"
"Orioles","15","39","0","9","8","0","0.0 %","20.5 %",".103",".452",".359",".359",".462",".348","120","0.0","0.8","-0.5","0.2"
"Blue Jays","17","46","1","5","5","2","10.9 %","32.6 %",".075",".417",".275",".370",".350",".314","94","0.4","-0.2","-0.2","0.1"
"Yankees","15","31","2","4","4","0","0.0 %","38.7 %",".258",".353",".258",".258",".516",".316","103","0.0","-0.1","-0.1","0.1"
"Rays","16","38","1","5","4","0","5.3 %","21.1 %",".139",".333",".278",".316",".417",".312","98","-0.3","-0.5","0.0","0.1"
"Astros","13","40","0","1","1","0","17.5 %","27.5 %",".121",".318",".212",".350",".333",".308","98","-0.1","-0.4","-0.2","0.1"
"Mets","16","37","2","5","4","0","10.8 %","29.7 %",".212",".250",".212",".297",".424",".296","92","-0.1","-0.7","0.1","0.1"
"Braves","14","38","1","3","3","0","10.5 %","18.4 %",".147",".269",".235",".316",".382",".302","83","0.0","-0.8","0.2","0.1"
"Royals","14","38","2","7","6","1","7.9 %","10.5 %",".212",".185",".212",".297",".424",".307","89","-0.2","-1.0","0.3","0.1"
"Dodgers","10","33","2","4","4","0","3.0 %","27.3 %",".226",".190",".194",".212",".419",".254","61","0.0","-1.9","0.4","0.0"
"Rangers","15","39","2","4","4","1","7.7 %","30.8 %",".200",".286",".229",".289",".429",".303","82","-0.3","-1.6","-0.2","0.0"
"Padres","12","36","1","1","1","0","5.6 %","25.0 %",".176",".250",".206",".250",".382",".266","67","-0.1","-1.8","0.1","-0.1"
"Angels","15","34","0","1","1","0","5.9 %","23.5 %",".031",".333",".250",".294",".281",".255","64","-0.5","-2.3","0.2","-0.1"
"Cubs","15","35","1","4","4","2","5.7 %","17.1 %",".121",".192",".182",".229",".303",".229","40","0.4","-2.5","0.3","-0.1"
"Pirates","15","30","0","2","2","0","3.3 %","16.7 %",".036",".261",".214",".241",".250",".216","47","-0.1","-2.3","-0.2","-0.2"
"Marlins","11","35","1","2","1","0","2.9 %","34.3 %",".121",".250",".182",".229",".303",".230","44","-0.6","-3.3","0.4","-0.2"
"Rockies","11","30","2","2","2","0","0.0 %","53.3 %",".200",".083",".100",".100",".300",".158","-4","0.0","-4.9","0.0","-0.4"
