"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","22","45","3","9","9","0","13.3 %","20.0 %",".333",".400",".361",".467",".694",".469","196","-0.4","5.3","0.4","0.7"
"Athletics","18","48","2","12","11","0","18.8 %","25.0 %",".211",".480",".368",".479",".579",".442","186","-0.1","5.1","0.3","0.7"
"Royals","21","46","2","12","12","1","6.5 %","15.2 %",".250",".438",".400",".444",".650",".450","180","0.1","4.7","0.0","0.6"
"Brewers","20","42","2","10","10","2","14.3 %","19.0 %",".235",".333",".294",".429",".529",".407","155","0.4","3.2","0.3","0.5"
"White Sox","13","44","1","5","5","0","2.3 %","20.5 %",".163",".485",".395",".409",".558",".407","159","0.0","3.3","-0.2","0.5"
"Cubs","21","42","3","8","8","0","14.3 %","26.2 %",".371",".318",".286",".381",".657",".415","160","0.0","3.2","0.1","0.5"
"Yankees","13","38","1","7","7","1","7.9 %","28.9 %",".235",".455",".324",".395",".559",".399","156","0.3","2.8","0.0","0.4"
"Nationals","17","51","0","10","10","2","11.8 %","19.6 %",".067",".457",".356",".431",".422",".368","124","0.3","1.9","0.4","0.4"
"Phillies","14","40","4","9","9","1","5.0 %","17.5 %",".405",".222",".270",".300",".676",".385","141","0.3","2.3","0.4","0.4"
"Angels","16","44","2","8","8","2","9.1 %","22.7 %",".179",".370",".308",".386",".487",".373","138","0.2","2.3","0.0","0.4"
"Braves","15","36","2","8","8","0","19.4 %","27.8 %",".276",".176",".172",".333",".448",".334","107","0.0","0.2","0.2","0.2"
"Rays","22","41","2","5","5","0","7.3 %","36.6 %",".216",".400",".270",".341",".486",".349","123","-0.8","0.3","-0.3","0.1"
"Rangers","18","36","3","3","3","0","5.6 %","19.4 %",".303",".217",".242",".306",".545",".350","114","0.0","0.5","-0.5","0.1"
"Rockies","15","36","2","4","4","2","8.3 %","22.2 %",".188",".227",".219",".306",".406",".306","78","0.5","-0.9","0.1","0.0"
"Mariners","24","55","2","7","6","1","7.3 %","18.2 %",".140",".237",".220",".291",".360",".282","83","0.0","-1.6","0.0","0.0"
"Twins","18","40","1","5","4","0","7.5 %","25.0 %",".162",".308",".243",".300",".405",".299","89","0.0","-0.8","-0.5","0.0"
"Astros","20","35","1","4","4","0","8.6 %","17.1 %",".167",".208",".200",".286",".367",".279","78","0.0","-1.2","0.0","0.0"
"Reds","17","36","0","3","3","0","5.6 %","22.2 %",".030",".360",".273",".333",".303",".285","75","-0.1","-1.5","0.3","0.0"
"Tigers","15","37","0","3","3","0","2.7 %","21.6 %",".028",".393",".306",".324",".333",".287","77","-0.1","-1.3","-0.1","0.0"
"Diamondbacks","19","36","0","4","4","1","2.8 %","25.0 %",".147",".308",".235",".250",".382",".260","62","0.4","-1.7","0.4","0.0"
"Marlins","20","42","0","4","4","0","9.5 %","23.8 %",".108",".259",".189",".286",".297",".261","63","-0.1","-2.3","0.2","-0.1"
"Red Sox","23","42","3","4","4","0","4.8 %","38.1 %",".250",".190",".175",".214",".425",".262","63","0.0","-2.5","0.1","-0.1"
"Dodgers","16","34","0","2","2","0","2.9 %","35.3 %",".091",".286",".182",".206",".273",".203","28","0.1","-3.4","0.3","-0.2"
"Padres","15","37","1","2","2","0","8.1 %","24.3 %",".091",".174",".152",".243",".242",".222","38","0.0","-3.3","0.0","-0.2"
"Orioles","19","52","1","6","6","1","3.8 %","21.2 %",".133",".212",".178",".260",".311",".252","56","-0.6","-3.7","-0.4","-0.2"
"Giants","15","33","0","1","1","1","0.0 %","18.2 %",".000",".259",".212",".212",".212",".184","16","0.3","-3.6","0.2","-0.2"
"Indians","18","34","1","4","4","1","5.9 %","35.3 %",".094",".211",".156",".206",".250",".200","21","0.1","-3.6","0.0","-0.2"
"Blue Jays","16","33","0","2","2","0","0.0 %","45.5 %",".091",".333",".182",".182",".273",".190","17","0.0","-3.8","-0.1","-0.3"
"Pirates","17","34","0","1","0","0","2.9 %","17.6 %",".000",".222",".182",".206",".182",".174","9","0.0","-4.4","-0.2","-0.3"
"Mets","13","33","0","2","2","0","3.0 %","36.4 %",".033",".167",".100",".156",".133",".136","-17","-0.1","-5.4","0.3","-0.4"
