"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Reds","17","47","2","11","11","0","8.5 %","21.3 %",".209",".516",".419",".468",".628",".459","185","-0.5","4.8","0.2","0.6"
"Indians","14","43","1","10","10","2","9.3 %","7.0 %",".194",".441",".444",".488",".639",".456","185","0.0","4.5","0.4","0.6"
"Mariners","12","39","2","10","10","1","12.8 %","23.1 %",".265",".435",".353",".436",".618",".438","183","0.4","4.5","0.0","0.6"
"Diamondbacks","17","41","2","10","9","0","19.5 %","17.1 %",".375",".333",".313",".439",".688",".443","177","0.0","4.1","0.5","0.6"
"White Sox","12","45","1","9","8","0","2.2 %","35.6 %",".273",".593",".386",".400",".659",".436","181","0.0","4.6","-0.3","0.6"
"Phillies","14","46","1","6","5","0","10.9 %","19.6 %",".146",".452",".366",".435",".512",".404","151","0.1","3.1","0.8","0.5"
"Orioles","14","43","2","11","9","1","7.0 %","16.3 %",".237",".400",".368",".419",".605",".421","165","0.2","3.8","-0.4","0.5"
"Blue Jays","12","47","1","12","11","0","10.6 %","25.5 %",".119",".483",".357",".426",".476",".389","145","0.0","2.7","-0.2","0.4"
"Yankees","12","40","2","8","8","1","10.0 %","20.0 %",".194",".385",".333",".400",".528",".392","149","0.2","2.6","-0.1","0.4"
"Brewers","16","39","2","7","7","0","7.7 %","15.4 %",".278",".357",".333",".385",".611",".411","156","-0.4","2.3","0.2","0.4"
"Padres","13","43","2","5","5","0","7.0 %","25.6 %",".205",".407",".333",".372",".538",".377","138","-0.1","2.0","0.2","0.3"
"Athletics","14","38","1","5","5","1","5.3 %","18.4 %",".222",".393",".333",".368",".556",".384","148","-0.2","2.0","0.0","0.3"
"Astros","13","32","4","4","4","0","3.1 %","34.4 %",".414",".214",".241",".313",".655",".390","152","0.0","2.0","0.0","0.3"
"Braves","16","40","0","4","4","1","15.0 %","20.0 %",".118",".462",".353",".450",".471",".392","138","-0.7","1.2","0.3","0.3"
"Cardinals","18","41","2","12","11","1","7.3 %","19.5 %",".222",".321",".306",".341",".528",".353","122","0.2","1.3","0.0","0.3"
"Rangers","13","41","2","3","3","2","7.3 %","36.6 %",".211",".381",".263",".317",".474",".332","109","0.5","0.4","-0.3","0.2"
"Cubs","13","35","2","6","5","0","11.4 %","31.4 %",".226",".278",".226",".314",".452",".313","103","0.0","0.0","0.4","0.1"
"Royals","14","38","0","5","4","0","13.2 %","18.4 %",".121",".346",".273",".368",".394",".323","97","-0.1","-0.2","-0.3","0.1"
"Rockies","13","37","1","2","2","0","5.4 %","45.9 %",".176",".500",".265",".306",".441",".314","84","0.0","-1.2","-0.2","0.0"
"Twins","15","39","1","3","2","0","7.7 %","12.8 %",".118",".214",".206",".308",".324",".282","77","-0.1","-1.4","-0.2","0.0"
"Rays","16","36","0","2","2","1","8.3 %","30.6 %",".152",".273",".182",".250",".333",".250","58","0.3","-1.8","-0.2","-0.1"
"Dodgers","12","35","0","2","1","1","11.4 %","17.1 %",".032",".240",".194",".286",".226",".238","50","0.2","-2.3","0.3","-0.1"
"Red Sox","13","36","1","2","2","0","5.6 %","16.7 %",".088",".222",".206",".250",".294",".237","43","-0.1","-2.9","0.1","-0.1"
"Pirates","14","35","0","1","1","2","5.7 %","14.3 %",".030",".250",".212",".257",".242",".210","43","0.4","-2.5","-0.3","-0.2"
"Nationals","15","35","1","3","3","0","2.9 %","28.6 %",".118",".261",".206",".229",".324",".234","44","0.0","-2.9","0.1","-0.2"
"Marlins","14","35","0","1","1","0","8.6 %","34.3 %",".067",".222",".133",".235",".200",".205","25","-0.2","-3.8","0.4","-0.2"
"Tigers","17","35","0","1","1","0","0.0 %","20.0 %",".057",".286",".229",".229",".286",".219","39","0.0","-3.2","-0.5","-0.2"
"Giants","13","39","0","1","0","0","17.9 %","33.3 %",".032",".167",".097",".263",".129",".205","23","-0.4","-4.4","0.0","-0.3"
"Mets","13","35","0","0","0","0","2.9 %","25.7 %",".030",".125",".091",".143",".121",".125","-22","-0.1","-5.9","0.1","-0.5"
"Angels","14","29","0","0","0","0","3.4 %","20.7 %",".000",".045",".036",".069",".036",".054","-67","0.0","-6.6","-0.1","-0.6"
