"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","16","44","3","9","9","0","4.5 %","6.8 %",".250",".400",".425",".455",".675",".459","191","0.1","5.4","0.4","0.7"
"Red Sox","13","42","3","12","11","1","9.5 %","23.8 %",".351",".417",".351",".429",".703",".456","188","0.2","5.0","0.1","0.6"
"Reds","30","78","3","13","13","0","9.0 %","25.6 %",".209",".413",".328",".390",".537",".385","133","-0.2","3.1","0.6","0.6"
"Rays","15","41","1","8","7","1","7.3 %","19.5 %",".243",".464",".378",".439",".622",".442","184","0.2","4.6","-0.1","0.6"
"Mets","15","42","2","5","5","0","4.8 %","21.4 %",".275",".448",".375",".405",".650",".435","177","-0.1","4.1","0.2","0.5"
"Athletics","15","35","3","8","8","0","5.7 %","20.0 %",".394",".304",".303",".343",".697",".419","171","0.0","3.1","0.1","0.4"
"Pirates","29","80","2","9","9","0","7.5 %","21.3 %",".169",".340",".282",".350",".451",".339","110","-0.1","0.9","-0.3","0.3"
"Mariners","14","39","1","6","5","6","15.4 %","35.9 %",".121",".444",".273",".385",".394",".343","118","1.3","2.2","-0.4","0.3"
"Astros","14","38","0","6","6","0","10.5 %","15.8 %",".152",".357",".303",".368",".455",".346","121","0.0","0.9","0.1","0.2"
"Yankees","16","35","3","5","4","0","11.4 %","34.3 %",".355",".250",".226",".314",".581",".364","133","-0.1","1.2","-0.1","0.2"
"Cubs","13","38","3","5","5","0","5.3 %","44.7 %",".278",".375",".250",".289",".528",".336","112","0.0","0.3","0.5","0.2"
"Twins","15","41","1","4","4","1","9.8 %","31.7 %",".111",".409",".278",".350",".389",".322","104","0.1","0.4","-0.2","0.2"
"Angels","15","38","1","5","5","0","5.3 %","18.4 %",".182",".308",".273",".342",".455",".336","113","-0.4","0.1","0.0","0.1"
"Indians","14","42","0","5","5","3","9.5 %","11.9 %",".086",".300",".257",".350",".343",".299","82","0.6","-0.6","0.2","0.1"
"Orioles","12","35","2","5","4","1","8.6 %","17.1 %",".233",".217",".233",".294",".467",".313","100","0.2","0.1","-0.3","0.1"
"Diamondbacks","19","44","1","3","3","2","6.8 %","13.6 %",".150",".235",".225",".273",".375",".272","69","0.4","-1.7","0.7","0.0"
"White Sox","15","35","0","2","2","0","14.3 %","22.9 %",".069",".333",".241",".371",".310",".302","88","0.0","-0.7","-0.3","0.0"
"Rockies","18","46","1","4","4","1","17.4 %","17.4 %",".132",".241",".211",".348",".342",".310","79","0.2","-1.3","0.0","0.0"
"Blue Jays","13","35","2","3","3","0","14.3 %","31.4 %",".233",".118",".133",".257",".367",".269","68","0.0","-1.6","-0.1","0.0"
"Marlins","14","40","0","3","3","0","5.0 %","22.5 %",".057",".333",".257",".308",".314",".272","66","-0.2","-2.1","0.3","-0.1"
"Tigers","14","38","0","3","3","2","7.9 %","23.7 %",".086",".308",".229",".289",".314",".265","67","0.4","-1.5","-0.5","-0.1"
"Brewers","15","35","1","5","5","0","5.7 %","28.6 %",".161",".227",".194",".229",".355",".239","48","0.0","-2.7","0.1","-0.1"
"Padres","14","33","0","2","2","0","3.0 %","33.3 %",".094",".286",".188",".212",".281",".211","29","-0.1","-3.3","0.1","-0.2"
"Rangers","12","34","1","2","2","0","2.9 %","35.3 %",".152",".250",".182",".206",".333",".226","41","0.1","-3.2","-0.2","-0.2"
"Royals","14","32","0","1","1","0","0.0 %","12.5 %",".031",".250",".219",".219",".250",".201","25","0.0","-3.4","0.1","-0.2"
"Nationals","15","34","0","2","2","0","8.8 %","14.7 %",".067",".192",".167",".235",".233",".209","26","-0.1","-3.6","0.1","-0.2"
