"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Mets","15","39","3","7","7","1","10.3 %","7.7 %",".303",".370",".394",".474",".697",".483","200","0.1","5.2","0.2","0.6"
"Rays","15","41","3","6","6","0","4.9 %","22.0 %",".316",".423",".368",".400",".684",".445","192","-0.9","3.8","-0.1","0.5"
"Royals","13","42","3","5","5","1","2.4 %","26.2 %",".293",".407",".341",".357",".634",".408","160","0.1","3.1","0.1","0.5"
"Astros","19","61","3","8","8","0","13.1 %","13.1 %",".265",".268",".286",".367",".551",".366","129","0.0","2.2","0.3","0.5"
"Brewers","13","34","3","5","5","2","5.9 %","11.8 %",".290",".250",".290",".333",".581",".376","129","0.3","1.4","0.5","0.3"
"Red Sox","17","41","1","7","6","2","14.6 %","19.5 %",".176",".320",".265",".390",".441",".352","120","0.3","1.2","0.1","0.3"
"Pirates","13","33","2","6","6","0","3.0 %","21.2 %",".355",".318",".290",".313",".645",".387","137","0.0","1.5","0.1","0.3"
"Padres","15","35","1","5","4","0","20.0 %","25.7 %",".111",".278",".222",".371",".333",".318","101","0.0","-0.2","0.5","0.1"
"Athletics","15","43","1","7","6","0","14.0 %","23.3 %",".114",".308",".257",".349",".371",".311","97","0.0","-0.2","0.1","0.1"
"Twins","14","39","3","5","5","1","7.7 %","20.5 %",".286",".167",".200",".282",".486",".319","101","0.1","0.0","-0.1","0.1"
"Yankees","12","40","2","6","6","0","10.0 %","17.5 %",".250",".222",".222",".300",".472",".322","106","-0.1","-0.1","-0.4","0.1"
"Cardinals","15","34","1","3","3","4","2.9 %","32.4 %",".094",".400",".281",".303",".375",".278","71","0.8","-0.6","0.3","0.1"
"Angels","11","38","1","4","4","1","5.3 %","13.2 %",".143",".267",".257",".289",".400",".289","81","0.2","-0.8","0.1","0.1"
"Orioles","13","36","1","3","3","1","5.6 %","30.6 %",".156",".350",".250",".314",".406",".309","91","0.1","-0.6","-0.5","0.0"
"Rangers","14","32","1","4","3","1","6.3 %","15.6 %",".138",".292",".276",".313",".414",".305","85","-0.2","-1.0","-0.2","0.0"
"Mariners","19","62","1","7","7","2","14.5 %","25.8 %",".075",".278",".208",".323",".283",".277","77","0.5","-1.6","-0.8","0.0"
"Braves","15","38","1","1","1","1","10.5 %","21.1 %",".121",".250",".212",".297",".333",".277","69","0.2","-1.7","0.2","0.0"
"Tigers","15","35","0","1","1","2","5.7 %","20.0 %",".061",".308",".242",".286",".303",".258","63","0.4","-1.6","-0.5","-0.1"
"Blue Jays","13","34","1","2","1","0","0.0 %","11.8 %",".118",".241",".235",".235",".353",".246","55","0.0","-2.3","-0.2","-0.1"
"Marlins","15","35","0","1","1","0","5.7 %","40.0 %",".125",".278",".156",".229",".281",".224","42","-0.1","-3.0","0.0","-0.2"
"Indians","13","35","2","4","4","0","5.7 %","25.7 %",".219",".091",".125",".171",".344",".210","32","0.0","-3.6","0.2","-0.2"
"Nationals","15","35","1","4","4","0","8.6 %","31.4 %",".156",".150",".125",".200",".281",".209","26","0.0","-3.7","0.3","-0.2"
"Reds","14","36","0","1","1","1","11.1 %","16.7 %",".097",".192",".161",".250",".258",".213","26","0.1","-3.8","0.3","-0.2"
"Giants","13","32","2","3","3","0","3.1 %","28.1 %",".200",".053",".100",".156",".300",".192","21","0.0","-3.5","0.1","-0.2"
"Rockies","11","34","0","3","3","0","2.9 %","20.6 %",".125",".231",".188",".206",".313",".215","21","0.0","-3.9","0.2","-0.3"
"Cubs","12","34","0","1","1","1","5.9 %","35.3 %",".031",".250",".156",".206",".188",".179","9","0.2","-4.1","0.2","-0.3"
