"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Phillies","15","48","1","9","9","0","20.8 %","20.8 %",".263",".407",".316",".458",".579",".429","168","0.0","4.2","0.7","0.6"
"Braves","15","44","3","9","8","0","13.6 %","13.6 %",".324",".286",".297",".395",".622",".418","153","-0.1","2.9","0.2","0.4"
"Pirates","15","40","2","14","13","0","10.0 %","12.5 %",".242",".308",".303",".410",".545",".403","147","0.0","2.3","0.2","0.4"
"Athletics","16","42","1","5","5","0","11.9 %","16.7 %",".171",".333",".286",".390",".457",".365","141","-0.1","2.0","0.1","0.3"
"Twins","13","37","3","8","8","0","5.4 %","24.3 %",".314",".348",".314",".351",".629",".401","155","0.0","2.5","-0.2","0.3"
"Astros","15","37","2","5","5","0","10.8 %","16.2 %",".344",".250",".250",".351",".594",".386","151","-0.1","2.1","-0.1","0.3"
"Giants","19","43","2","10","9","1","2.3 %","20.9 %",".195",".367",".317",".349",".512",".362","128","0.2","1.7","0.0","0.3"
"Blue Jays","15","41","2","7","7","0","19.5 %","19.5 %",".313",".227",".219",".390",".531",".387","146","-0.6","1.8","-0.2","0.3"
"Cardinals","15","37","2","6","6","0","21.6 %","10.8 %",".214",".174",".214",".378",".429",".348","119","0.1","0.9","0.6","0.3"
"Brewers","15","39","2","4","4","1","15.4 %","25.6 %",".226",".263",".226",".385",".452",".363","125","-0.3","0.9","0.4","0.3"
"Red Sox","18","41","1","5","5","0","12.2 %","22.0 %",".143",".360",".286",".390",".429",".357","125","-0.5","0.5","0.3","0.2"
"Tigers","11","41","1","5","4","1","4.9 %","31.7 %",".135",".458",".324",".366",".459",".349","119","0.1","1.0","-0.2","0.2"
"Orioles","14","35","3","7","6","1","11.4 %","20.0 %",".300",".200",".233",".343",".533",".356","131","0.2","1.3","-0.3","0.2"
"Mariners","17","42","1","5","5","1","14.3 %","19.0 %",".194",".259",".222",".333",".417",".323","105","0.3","0.6","-0.5","0.1"
"Nationals","17","45","0","7","7","3","20.0 %","13.3 %",".029",".310",".265",".422",".294",".328","101","-0.4","-0.4","0.3","0.1"
"Padres","17","40","1","4","4","0","15.0 %","30.0 %",".125",".316",".219",".359",".344",".317","95","-0.1","-0.5","0.6","0.1"
"Angels","14","39","1","2","2","0","17.9 %","20.5 %",".125",".261",".219",".359",".344",".316","100","0.0","-0.1","-0.1","0.1"
"Mets","14","37","1","5","5","0","0.0 %","21.6 %",".162",".357",".297",".297",".459",".316","100","-0.5","-0.6","0.1","0.1"
"Cubs","17","38","0","2","2","0","15.8 %","31.6 %",".097",".368",".226",".351",".323",".305","83","0.0","-1.0","0.3","0.1"
"Indians","15","34","1","4","4","0","11.8 %","23.5 %",".133",".286",".233",".324",".367",".302","87","-0.1","-0.8","0.1","0.0"
"Marlins","16","38","1","3","3","1","5.3 %","10.5 %",".118",".241",".235",".316",".353",".295","87","0.1","-0.7","-0.1","0.0"
"Rangers","12","38","2","4","4","1","2.6 %","28.9 %",".189",".292",".243",".263",".432",".290","75","0.2","-1.3","-0.4","0.0"
"Dodgers","14","32","1","2","2","2","6.3 %","37.5 %",".100",".294",".200",".250",".300",".240","50","0.4","-1.8","0.2","-0.1"
"Reds","16","34","0","0","0","0","8.8 %","23.5 %",".032",".304",".226",".294",".258",".250","54","0.0","-2.4","0.3","-0.1"
"Yankees","16","35","1","1","1","0","8.6 %","28.6 %",".094",".190",".156",".229",".250",".214","34","0.0","-3.3","0.3","-0.2"
"Royals","14","38","0","2","2","0","7.9 %","26.3 %",".059",".250",".176",".263",".235",".229","40","0.0","-3.2","-0.2","-0.2"
"Rays","13","34","1","1","1","0","0.0 %","26.5 %",".147",".208",".176",".176",".324",".205","32","-0.1","-3.3","-0.2","-0.2"
"White Sox","14","36","0","0","0","0","0.0 %","38.9 %",".028",".364",".222",".222",".250",".203","27","0.1","-3.5","-0.3","-0.2"
"Diamondbacks","16","34","0","0","0","0","8.8 %","29.4 %",".067",".200",".133",".212",".200",".189","13","0.1","-4.2","0.4","-0.3"
"Rockies","13","32","0","0","0","0","9.4 %","25.0 %",".069",".190",".138",".219",".207",".195","8","0.0","-4.2","0.2","-0.3"
