"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Braves","13","50","4","15","15","0","14.0 %","30.0 %",".349",".500",".372",".460",".721",".481","202","0.1","6.7","0.8","0.9"
"Blue Jays","18","54","6","10","10","1","9.3 %","25.9 %",".429",".345",".327",".389",".755",".460","195","0.2","6.6","-0.2","0.8"
"Red Sox","14","39","2","9","9","1","2.6 %","17.9 %",".361",".448",".417",".410",".778",".468","197","0.1","4.8","0.1","0.6"
"Mariners","13","44","0","8","8","0","9.1 %","36.4 %",".179",".696",".410",".477",".590",".444","190","0.1","5.2","-0.5","0.6"
"Indians","13","42","3","9","9","0","2.4 %","19.0 %",".300",".379",".350",".381",".650",".425","170","-0.4","3.1","0.4","0.5"
"Orioles","15","42","2","8","8","1","7.1 %","21.4 %",".211",".444",".368",".429",".579",".424","170","-0.2","3.4","-0.4","0.4"
"Astros","14","42","1","8","8","0","14.3 %","16.7 %",".194",".357",".306",".405",".500",".384","147","-0.1","2.3","0.3","0.4"
"Phillies","18","42","2","7","6","0","9.5 %","28.6 %",".184",".417",".316",".381",".500",".373","131","0.0","1.7","0.5","0.3"
"Brewers","17","40","3","5","5","1","15.0 %","17.5 %",".333",".261",".273",".385",".606",".400","140","0.2","2.0","0.2","0.3"
"Padres","14","35","1","5","5","0","14.3 %","22.9 %",".179",".421",".321",".441",".500",".405","150","-0.9","1.2","0.5","0.3"
"Rays","18","53","2","9","9","0","9.4 %","20.8 %",".191",".314",".277",".340",".468",".338","116","0.0","1.0","-0.1","0.3"
"Yankees","13","40","1","5","5","0","7.5 %","32.5 %",".189",".435",".297",".350",".486",".352","126","0.0","1.1","0.2","0.3"
"Athletics","15","33","4","5","5","0","3.0 %","12.1 %",".433",".091",".200",".273",".633",".363","138","0.1","1.4","0.1","0.3"
"Dodgers","13","41","1","9","9","0","9.8 %","29.3 %",".200",".391",".286",".350",".486",".339","109","0.1","0.4","0.3","0.2"
"Angels","14","40","3","7","7","1","7.5 %","27.5 %",".297",".261",".243",".300",".541",".336","118","0.2","0.9","-0.4","0.2"
"Diamondbacks","13","38","2","9","9","0","7.9 %","18.4 %",".242",".208",".212",".316",".455",".327","101","0.1","0.1","0.6","0.2"
"White Sox","14","37","1","5","5","2","2.7 %","13.5 %",".171",".300",".286",".297",".457",".311","98","0.4","0.1","-0.1","0.1"
"Marlins","13","35","1","2","2","0","2.9 %","11.4 %",".147",".276",".265",".286",".412",".294","85","-0.2","-1.0","0.5","0.1"
"Reds","14","31","2","3","3","0","9.7 %","12.9 %",".222",".190",".222",".323",".444",".327","103","-0.5","-0.6","0.1","0.1"
"Rangers","13","38","0","4","4","0","2.6 %","26.3 %",".108",".407",".297",".316",".405",".306","83","0.0","-1.0","-0.3","0.0"
"Cardinals","14","36","1","2","2","0","8.3 %","25.0 %",".152",".261",".212",".278",".364",".276","72","0.0","-1.4","0.1","0.0"
"Nationals","13","35","1","3","3","0","14.3 %","34.3 %",".172",".235",".172",".286",".345",".272","66","0.0","-1.8","0.3","0.0"
"Cubs","16","39","2","3","3","1","5.1 %","30.8 %",".194",".182",".167",".231",".361",".251","58","0.3","-2.3","0.4","-0.1"
"Royals","16","34","0","1","1","0","0.0 %","29.4 %",".000",".348",".242",".265",".242",".226","41","-0.1","-3.0","-0.1","-0.2"
"Giants","15","37","0","1","1","0","13.5 %","21.6 %",".031",".208",".156",".270",".188",".220","39","0.0","-3.2","0.0","-0.2"
"Mets","10","30","2","3","3","0","6.7 %","26.7 %",".250",".056",".107",".167",".357",".200","24","-0.1","-3.3","0.2","-0.2"
"Tigers","12","34","0","1","1","0","2.9 %","29.4 %",".030",".304",".212",".235",".242",".210","28","0.0","-3.3","-0.4","-0.2"
"Rockies","14","34","0","1","1","0","11.8 %","23.5 %",".034",".227",".172",".265",".207",".219","23","0.0","-3.8","0.1","-0.2"
"Pirates","11","31","0","0","0","0","0.0 %","22.6 %",".065",".208",".161",".161",".226",".163","1","-0.1","-4.4","0.0","-0.3"
"Twins","12","32","0","1","0","0","6.3 %","21.9 %",".034",".136",".103",".188",".138",".158","-4","0.0","-4.6","0.0","-0.3"
