"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Indians","15","54","7","19","19","0","7.4 %","14.8 %",".510",".500",".490",".537","1.000",".615","294","-0.2","13.2","0.4","1.5"
"Mets","16","51","2","10","10","0","7.8 %","11.8 %",".217",".553",".500",".540",".717",".525","232","-0.2","8.7","0.3","1.0"
"Braves","14","42","6","8","8","0","11.9 %","19.0 %",".486",".217",".297",".381",".784",".463","189","0.1","4.9","0.2","0.6"
"Marlins","15","44","0","13","12","0","13.6 %","18.2 %",".152",".481",".394",".500",".545",".440","179","-0.2","4.3","0.2","0.6"
"Twins","12","48","3","13","10","0","8.3 %","14.6 %",".286",".344",".333",".417",".619",".430","172","0.0","4.4","-0.2","0.6"
"Mariners","16","43","1","7","7","3","9.3 %","25.6 %",".184",".500",".368",".442",".553",".421","172","0.3","4.2","-0.1","0.5"
"Giants","13","44","1","7","7","1","11.4 %","13.6 %",".189",".400",".351",".455",".541",".418","160","-0.2","3.2","0.5","0.5"
"Dodgers","18","43","4","7","7","1","16.3 %","14.0 %",".353",".125",".206",".372",".559",".387","146","0.3","2.7","0.2","0.4"
"Rangers","14","39","2","6","5","0","5.1 %","20.5 %",".297",".407",".351",".385",".649",".424","160","0.0","2.9","-0.1","0.4"
"Athletics","15","33","5","7","7","0","6.1 %","18.2 %",".516",".150",".258",".303",".774",".425","178","-0.1","3.0","0.0","0.4"
"Angels","12","39","2","8","8","0","7.7 %","28.2 %",".222",".391",".306",".359",".528",".371","138","0.1","1.9","0.3","0.3"
"Cubs","15","40","2","5","5","0","10.0 %","20.0 %",".286",".280",".257",".350",".543",".370","130","0.0","1.5","0.3","0.3"
"Phillies","14","38","1","7","7","2","2.6 %","28.9 %",".176",".409",".294",".368",".471",".359","124","0.4","1.5","0.3","0.3"
"Astros","12","35","5","6","6","0","5.7 %","8.6 %",".455",".080",".212",".257",".667",".366","139","-0.1","1.4","-0.1","0.2"
"White Sox","14","36","3","7","7","0","0.0 %","19.4 %",".333",".231",".250",".250",".583",".335","116","0.0","0.5","-0.4","0.1"
"Yankees","14","39","3","5","5","0","2.6 %","17.9 %",".243",".222",".243",".282",".486",".319","103","0.0","-0.1","0.1","0.1"
"Tigers","14","33","1","2","2","0","0.0 %","27.3 %",".156",".304",".250",".242",".406",".263","65","0.0","-1.8","-0.3","-0.1"
"Reds","14","34","0","2","2","0","5.9 %","17.6 %",".033",".292",".233",".303",".267",".245","40","-0.1","-3.0","0.3","-0.2"
"Cardinals","14","35","0","1","1","3","14.3 %","42.9 %",".034",".143",".069",".229",".103",".179","12","0.6","-3.7","0.5","-0.2"
"Diamondbacks","13","31","0","0","0","0","3.2 %","16.1 %",".000",".120",".100",".129",".100",".106","-35","0.0","-5.9","0.3","-0.4"
