"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","16","47","3","11","11","0","17.0 %","12.8 %",".324",".357",".351",".489",".676",".479","211","-0.1","6.5","-0.2","0.8"
"Yankees","13","41","3","6","6","0","12.2 %","19.5 %",".333",".400",".361",".439",".694",".464","200","0.0","5.0","-0.1","0.6"
"Indians","12","46","1","7","7","1","15.2 %","10.9 %",".270",".344",".324",".422",".595",".416","158","0.2","3.6","0.3","0.5"
"Red Sox","13","42","3","9","9","0","7.1 %","7.1 %",".359",".273",".308",".357",".667",".416","161","-0.1","3.1","0.0","0.4"
"Diamondbacks","13","40","0","6","6","1","10.0 %","15.0 %",".194",".400",".333",".400",".528",".389","142","0.3","2.4","0.5","0.4"
"White Sox","10","35","4","9","9","0","2.9 %","31.4 %",".441",".316",".294",".314",".735",".420","173","0.1","3.1","-0.3","0.4"
"Twins","14","36","5","8","8","0","8.3 %","25.0 %",".469",".167",".250",".314",".719",".411","170","0.0","2.9","-0.2","0.4"
"Mariners","15","37","2","7","7","0","5.4 %","24.3 %",".235",".391",".324",".378",".559",".392","154","0.0","2.5","-0.3","0.3"
"Reds","17","40","2","6","6","1","7.5 %","17.5 %",".194",".370",".333",".385",".528",".384","145","-0.4","1.8","0.2","0.3"
"Giants","15","36","0","5","4","0","2.8 %","19.4 %",".114",".464",".371",".389",".486",".372","134","0.0","1.6","0.1","0.3"
"Brewers","17","42","1","5","5","1","16.7 %","28.6 %",".147",".333",".235",".381",".382",".340","112","0.2","0.6","0.5","0.2"
"Pirates","20","46","1","5","5","0","10.9 %","17.4 %",".154",".367",".308",".400",".462",".371","126","-0.5","1.1","-0.3","0.2"
"Cardinals","18","44","2","6","6","1","11.4 %","31.8 %",".216",".273",".216",".318",".432",".309","93","0.3","-0.3","0.2","0.1"
"Rays","15","40","0","4","4","0","12.5 %","22.5 %",".086",".346",".257",".350",".343",".308","97","0.0","-0.3","0.0","0.1"
"Orioles","15","37","2","3","3","0","2.7 %","32.4 %",".171",".333",".257",".278",".429",".296","84","0.0","-1.2","-0.1","0.0"
"Cubs","17","37","2","4","4","1","8.1 %","27.0 %",".212",".190",".182",".270",".394",".272","63","0.2","-1.8","0.2","0.0"
"Rangers","14","38","1","3","3","0","2.6 %","18.4 %",".111",".286",".250",".289",".361",".280","71","0.1","-1.7","-0.2","-0.1"
"Blue Jays","14","31","2","3","3","0","6.5 %","22.6 %",".214",".158",".179",".258",".393",".277","76","-0.5","-1.7","-0.1","-0.1"
"Marlins","12","31","1","1","1","0","0.0 %","16.1 %",".100",".125",".133",".161",".233",".170","6","-0.1","-4.1","0.0","-0.3"
"Athletics","16","31","0","1","1","0","3.2 %","35.5 %",".067",".105",".067",".097",".133",".101","-36","0.0","-5.8","0.0","-0.5"
