"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Diamondbacks","13","55","4","18","17","0","5.5 %","21.8 %",".265",".515",".429",".491",".694",".493","209","0.0","7.9","0.7","1.0"
"Nationals","18","43","4","12","11","0","11.6 %","18.6 %",".432",".400",".378",".465",".811",".512","220","0.0","6.7","0.1","0.8"
"Twins","14","44","3","11","10","0","11.4 %","22.7 %",".417",".375",".333",".432",".750",".469","198","0.0","5.5","0.0","0.7"
"Rockies","15","38","4","8","8","0","5.3 %","21.1 %",".444",".417",".389",".421",".833",".505","208","0.0","5.2","0.1","0.6"
"Dodgers","15","44","2","10","10","1","11.4 %","13.6 %",".308",".355",".333",".409",".641",".431","173","0.2","4.4","0.5","0.6"
"Marlins","18","48","3","10","10","0","6.3 %","14.6 %",".256",".364",".349",".417",".605",".426","170","-0.3","4.1","0.3","0.6"
"Mets","15","39","5","8","8","0","5.1 %","17.9 %",".486",".240",".297",".333",".784",".445","184","0.0","4.2","0.1","0.5"
"Tigers","17","45","2","9","9","1","6.7 %","24.4 %",".250",".414",".350",".378",".600",".388","153","0.1","3.0","-0.2","0.4"
"Orioles","16","38","3","6","6","1","5.3 %","26.3 %",".371",".318",".286",".324",".657",".397","157","-0.3","2.3","0.0","0.4"
"Athletics","15","35","3","6","5","2","8.6 %","25.7 %",".323",".263",".258",".343",".581",".380","149","0.4","2.3","0.2","0.4"
"Reds","19","44","2","6","6","0","9.1 %","29.5 %",".211",".391",".289",".386",".500",".377","133","-0.2","1.6","0.1","0.3"
"Braves","14","37","3","5","4","0","0.0 %","29.7 %",".270",".391",".324",".324",".595",".378","136","0.0","1.6","0.3","0.3"
"Phillies","17","40","1","6","6","0","5.0 %","27.5 %",".216",".385",".297",".325",".514",".344","112","0.1","0.6","0.4","0.2"
"Mariners","13","44","0","2","2","1","18.2 %","20.5 %",".083",".370",".278",".409",".361",".347","122","0.3","1.4","-0.7","0.2"
"Cubs","16","38","3","5","5","1","10.5 %","23.7 %",".265",".227",".235",".316",".500",".340","113","-0.3","0.2","0.3","0.2"
"Padres","15","38","3","6","6","0","10.5 %","31.6 %",".324",".211",".206",".289",".529",".336","111","-0.5","-0.1","0.2","0.1"
"Angels","15","38","2","3","3","0","13.2 %","15.8 %",".212",".200",".212",".316",".424",".316","100","0.0","-0.1","0.0","0.1"
"Red Sox","14","36","3","3","3","0","8.3 %","38.9 %",".303",".250",".212",".278",".515",".325","103","-0.1","-0.2","-0.1","0.1"
"Indians","16","35","1","3","3","1","17.1 %","25.7 %",".107",".278",".214",".353",".321",".307","86","-0.2","-0.9","0.3","0.1"
"Brewers","16","36","2","4","4","1","5.6 %","30.6 %",".235",".286",".235",".278",".471",".310","93","-0.3","-0.8","0.2","0.0"
"Giants","13","37","1","2","2","0","5.4 %","32.4 %",".176",".286",".206",".270",".382",".278","76","0.1","-1.3","0.4","0.0"
"Rangers","14","40","1","4","4","0","10.0 %","27.5 %",".171",".261",".200",".300",".371",".292","77","0.0","-1.5","-0.4","0.0"
"Cardinals","13","35","1","2","2","0","0.0 %","31.4 %",".152",".286",".212",".235",".364",".251","54","0.0","-2.3","0.5","-0.1"
"White Sox","15","38","0","4","4","0","0.0 %","18.4 %",".029",".321",".257",".297",".286",".260","68","0.0","-1.8","-0.4","-0.1"
"Rays","13","38","0","1","1","2","10.5 %","42.1 %",".088",".333",".176",".263",".265",".237","51","0.4","-2.2","-0.1","-0.1"
"Pirates","15","36","0","2","2","0","2.8 %","16.7 %",".147",".250",".206",".250",".353",".256","61","0.0","-2.1","-0.2","-0.1"
"Astros","14","36","1","4","3","0","13.9 %","16.7 %",".100",".125",".133",".250",".233",".222","41","-0.1","-3.0","0.0","-0.2"
"Blue Jays","13","32","2","3","3","0","3.1 %","40.6 %",".200",".067",".100",".156",".300",".192","22","-0.1","-3.7","-0.2","-0.3"
