"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Rays","14","37","3","8","8","0","10.8 %","16.2 %",".455",".417",".394",".459",".848",".519","231","0.1","6.1","0.0","0.7"
"Nationals","16","40","4","9","9","1","12.5 %","20.0 %",".364",".333",".333",".436",".697",".456","172","0.2","3.9","0.1","0.5"
"Cardinals","14","40","2","6","6","0","5.0 %","17.5 %",".216",".464",".405",".436",".622",".443","173","-0.8","2.9","0.3","0.4"
"Giants","14","42","2","6","6","2","11.9 %","9.5 %",".270",".258",".270",".357",".541",".365","134","0.3","2.2","0.5","0.4"
"Angels","14","41","1","4","4","0","9.8 %","14.6 %",".167",".310",".278",".366",".444",".348","120","-0.1","1.0","0.2","0.3"
"White Sox","17","47","1","3","3","1","17.0 %","19.1 %",".105",".286",".237",".383",".342",".329","109","0.3","0.7","-0.4","0.2"
"Twins","13","35","0","4","3","0","11.4 %","17.1 %",".097",".360",".290",".371",".387",".332","112","-0.1","0.2","0.0","0.1"
"Mets","12","35","1","2","2","1","5.7 %","14.3 %",".097",".240",".226",".314",".323",".285","80","0.0","-1.0","0.2","0.0"
"Red Sox","14","36","2","3","3","1","5.6 %","19.4 %",".176",".240",".235",".278",".412",".291","82","0.1","-1.1","-0.1","0.0"
"Brewers","14","34","1","3","3","0","5.9 %","29.4 %",".188",".286",".219",".265",".406",".282","75","0.0","-1.4","0.4","0.0"
"Phillies","12","32","2","3","3","0","9.4 %","18.8 %",".214",".143",".179",".250",".393",".267","66","0.0","-1.6","0.6","0.0"
"Cubs","13","35","1","6","6","0","2.9 %","28.6 %",".147",".304",".235",".257",".382",".269","67","0.0","-1.8","0.4","0.0"
"Royals","16","44","1","4","4","0","15.9 %","25.0 %",".083",".250",".194",".341",".278",".270","72","-0.5","-2.4","0.2","-0.1"
"Athletics","12","30","1","2","2","0","6.7 %","3.3 %",".185",".120",".148",".233",".333",".245","57","0.0","-1.9","0.1","-0.1"
"Yankees","13","33","1","5","5","0","9.1 %","30.3 %",".167",".211",".167",".242",".333",".248","58","-0.1","-2.2","-0.1","-0.1"
"Diamondbacks","16","41","1","3","3","2","9.8 %","34.1 %",".108",".227",".162",".244",".270",".229","42","0.5","-3.0","0.5","-0.1"
"Braves","15","41","0","2","2","0","9.8 %","24.4 %",".056",".269",".194",".275",".250",".239","44","0.0","-3.2","0.2","-0.2"
"Rangers","15","33","0","5","4","0","9.1 %","24.2 %",".103",".286",".207",".281",".310",".259","53","-0.4","-2.8","-0.2","-0.2"
"Tigers","17","39","0","2","2","1","2.6 %","23.1 %",".057",".259",".200",".256",".257",".228","37","0.1","-3.1","-0.4","-0.2"
"Blue Jays","12","34","0","1","1","0","2.9 %","29.4 %",".000",".348",".242",".265",".242",".225","38","-0.4","-3.3","-0.2","-0.2"
"Dodgers","15","29","1","3","3","1","6.9 %","37.9 %",".111",".133",".111",".172",".222",".156","1","0.2","-3.8","0.3","-0.2"
"Astros","13","35","0","1","1","1","8.6 %","28.6 %",".000",".190",".129",".229",".129",".179","11","0.1","-4.1","0.0","-0.3"
"Pirates","16","42","0","3","2","0","11.9 %","21.4 %",".029",".222",".171",".286",".200",".221","36","0.0","-3.7","-0.5","-0.3"
"Orioles","14","32","1","1","1","0","6.3 %","40.6 %",".167",".125",".100",".156",".267",".180","12","0.0","-4.0","-0.3","-0.3"
"Marlins","15","31","0","0","0","0","0.0 %","35.5 %",".032",".250",".161",".161",".194",".151","-6","-0.1","-4.6","0.1","-0.3"
"Indians","13","31","1","1","1","0","3.2 %","35.5 %",".100",".111",".100",".129",".200",".141","-12","0.1","-4.9","0.2","-0.4"
"Mariners","14","31","0","0","0","0","6.5 %","45.2 %",".069",".200",".103",".161",".172",".151","-5","0.0","-4.4","-0.7","-0.4"
"Reds","14","32","0","2","2","1","3.1 %","31.3 %",".000",".150",".103",".156",".103",".126","-27","0.1","-5.5","0.0","-0.4"
