"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Nationals","14","41","3","7","7","0","22.0 %","17.1 %",".313",".318",".313",".463",".625",".450","183","-0.1","4.1","0.3","0.6"
"Cardinals","15","44","4","9","8","0","13.6 %","25.0 %",".389",".227",".250",".364",".639",".401","154","0.0","3.0","0.6","0.5"
"Blue Jays","23","64","5","11","11","1","9.4 %","10.9 %",".288",".190",".250",".359",".538",".370","135","0.2","2.9","-0.1","0.5"
"Orioles","24","66","5","10","10","1","9.1 %","16.7 %",".288",".256",".271",".348",".559",".376","137","0.3","3.2","-0.5","0.5"
"Marlins","15","40","2","8","8","0","5.0 %","15.0 %",".189",".379",".351",".385",".541",".381","152","-0.1","2.6","0.2","0.4"
"Rays","21","34","3","7","7","0","5.9 %","29.4 %",".355",".278",".258",".324",".613",".381","147","0.0","1.9","-0.1","0.3"
"Diamondbacks","17","39","2","7","7","0","7.7 %","25.6 %",".200",".375",".314",".359",".514",".362","124","0.1","1.3","0.3","0.3"
"Red Sox","17","42","0","4","4","2","11.9 %","26.2 %",".081",".385",".270",".357",".351",".314","96","0.4","-0.1","0.0","0.1"
"Mets","17","42","1","4","4","0","14.3 %","16.7 %",".111",".286",".250",".357",".361",".319","101","-0.1","-0.1","0.1","0.1"
"Phillies","15","36","0","2","2","0","11.1 %","22.2 %",".065",".217",".161",".257",".226",".223","33","0.0","-3.4","0.4","-0.2"
