"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Nationals","16","44","2","7","6","1","6.8 %","20.5 %",".268",".400",".341",".386",".610",".412","155","0.1","3.3","0.1","0.5"
"Cardinals","15","36","3","6","6","0","13.9 %","19.4 %",".323",".286",".290",".389",".613",".412","160","0.1","2.9","0.6","0.5"
"White Sox","12","34","2","6","6","1","2.9 %","5.9 %",".379",".296",".345",".344",".724",".413","170","0.3","3.2","-0.3","0.4"
"Astros","15","38","1","6","6","0","13.2 %","13.2 %",".182",".296",".273",".368",".455",".343","119","-0.1","0.8","-0.1","0.2"
"Rays","16","41","2","5","4","0","12.2 %","14.6 %",".229",".222",".229",".341",".457",".341","118","0.0","0.9","-0.3","0.2"
"Athletics","14","34","0","5","5","0","5.9 %","17.6 %",".125",".385",".313",".353",".438",".336","116","-0.1","0.5","0.0","0.2"
"Yankees","11","35","2","3","3","0","2.9 %","28.6 %",".235",".273",".235",".257",".471",".299","94","0.0","-0.7","0.1","0.1"
"Braves","13","37","1","3","3","0","8.1 %","24.3 %",".121",".217",".182",".270",".303",".255","58","0.1","-2.3","0.5","-0.1"
"Mets","12","28","0","2","2","1","3.6 %","10.7 %",".077",".217",".192",".250",".269",".230","46","0.1","-2.0","0.2","-0.1"
"Pirates","12","35","1","1","1","3","2.9 %","20.0 %",".118",".231",".206",".229",".324",".234","43","0.5","-2.2","-0.2","-0.1"
"Tigers","14","35","2","3","3","0","8.6 %","40.0 %",".188",".188",".156",".229",".344",".245","54","0.0","-2.4","-0.2","-0.1"
"Rockies","13","37","1","5","5","0","5.4 %","16.2 %",".118",".250",".235",".270",".353",".264","49","0.0","-2.7","0.1","-0.1"
"Dodgers","13","33","0","3","3","0","9.1 %","18.2 %",".069",".174",".138",".242",".207",".211","31","0.1","-3.1","0.3","-0.2"
"Blue Jays","13","32","1","2","2","0","3.1 %","46.9 %",".097",".267",".161",".188",".258",".191","22","-0.1","-3.7","0.1","-0.2"
"Orioles","16","37","0","2","1","0","5.4 %","21.6 %",".061",".200",".152",".243",".212",".212","31","0.0","-3.6","-0.4","-0.3"
"Giants","12","30","0","0","0","0","0.0 %","33.3 %",".100",".200",".133",".133",".233",".149","-6","0.0","-4.4","0.3","-0.3"
"Marlins","11","33","0","2","2","0","0.0 %","27.3 %",".030",".250",".182",".182",".212",".169","6","-0.1","-4.4","0.0","-0.3"
"Cubs","13","26","0","1","1","0","3.8 %","19.2 %",".000",".100",".080",".115",".080",".093","-44","0.0","-5.2","0.3","-0.4"
"Indians","12","27","0","0","0","0","3.7 %","25.9 %",".000",".105",".077",".111",".077",".090","-46","0.0","-5.6","0.5","-0.4"
"Rangers","11","30","1","1","1","0","3.3 %","33.3 %",".138",".111",".103",".133",".241",".157","-6","-0.5","-5.1","-0.2","-0.4"
