"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","26","82","4","16","16","1","7.3 %","18.3 %",".250",".351",".316",".366",".566",".386","145","0.0","4.6","-0.5","0.7"
"Astros","15","40","4","10","10","2","10.0 %","25.0 %",".444",".364",".333",".400",".778",".471","206","0.3","5.6","-0.2","0.7"
"Cardinals","13","45","1","7","6","2","11.1 %","24.4 %",".205",".444",".333",".422",".538",".405","156","0.4","3.7","0.7","0.6"
"Braves","15","36","5","7","7","1","8.3 %","30.6 %",".485",".294",".303",".361",".788",".457","188","-0.2","3.8","0.3","0.5"
"Brewers","13","42","3","8","8","0","7.1 %","19.0 %",".351",".308",".297",".381",".649",".421","162","0.0","3.4","0.2","0.5"
"Dodgers","16","45","3","3","3","0","11.1 %","22.2 %",".231",".346",".308",".400",".538",".396","151","0.0","3.0","0.2","0.4"
"Rockies","17","40","1","10","9","0","17.5 %","10.0 %",".156",".429",".406",".500",".563",".448","169","0.0","3.4","-0.1","0.4"
"Phillies","14","39","1","7","6","0","10.3 %","12.8 %",".176",".393",".353",".421",".529",".403","144","-0.4","1.8","0.5","0.3"
"Mets","27","82","4","15","15","0","6.1 %","18.3 %",".197",".281",".263",".317",".461",".328","106","-0.3","0.4","-0.3","0.3"
"Twins","14","34","2","6","5","0","2.9 %","20.6 %",".313",".304",".281",".324",".594",".375","137","0.0","1.5","0.0","0.3"
"Red Sox","14","40","2","5","5","0","10.0 %","30.0 %",".306",".318",".250",".325",".556",".361","127","-0.1","1.0","0.1","0.2"
"Orioles","16","37","0","4","4","0","10.8 %","18.9 %",".182",".423",".333",".405",".515",".389","146","-0.4","1.6","-0.5","0.2"
"Nationals","13","43","2","5","5","1","11.6 %","11.6 %",".194",".241",".250",".372",".444",".354","118","0.1","1.0","0.1","0.2"
"Rangers","14","44","1","9","9","0","18.2 %","34.1 %",".171",".400",".257",".386",".429",".351","111","0.0","0.6","-0.2","0.2"
"Giants","15","36","1","6","6","0","11.1 %","27.8 %",".133",".400",".300",".371",".433",".343","109","0.0","0.4","0.2","0.2"
"Royals","13","35","1","3","3","4","5.7 %","14.3 %",".152",".296",".273",".314",".424",".313","99","0.7","0.4","0.1","0.2"
"Mariners","12","41","1","5","5","1","9.8 %","24.4 %",".081",".346",".270",".341",".351",".306","97","0.3","-0.1","-0.2","0.1"
"Angels","15","35","2","5","5","1","11.4 %","25.7 %",".200",".211",".200",".314",".400",".298","93","0.2","-0.3","0.0","0.1"
"White Sox","15","33","2","7","7","0","6.1 %","21.2 %",".290",".227",".226",".273",".516",".323","109","0.0","0.1","-0.3","0.1"
"Diamondbacks","15","40","1","4","4","0","12.5 %","15.0 %",".147",".250",".235",".325",".382",".304","88","0.1","-0.8","0.3","0.1"
"Pirates","15","36","0","5","5","1","11.1 %","22.2 %",".094",".375",".281",".361",".375",".312","89","0.2","-0.5","0.1","0.1"
"Padres","15","37","2","5","5","1","8.1 %","32.4 %",".176",".250",".206",".270",".382",".278","74","0.2","-1.3","0.4","0.0"
"Athletics","14","35","2","4","4","0","2.9 %","22.9 %",".212",".217",".212",".257",".424",".285","83","0.0","-1.0","0.1","0.0"
"Cubs","14","37","1","3","3","0","8.1 %","13.5 %",".125",".192",".188",".297",".313",".274","72","0.0","-1.7","0.4","0.0"
"Indians","13","38","1","2","2","0","10.5 %","31.6 %",".176",".238",".176",".263",".353",".254","63","0.1","-2.1","0.3","0.0"
"Reds","15","40","0","1","1","0","15.0 %","25.0 %",".088",".292",".206",".325",".294",".282","70","-0.2","-1.8","0.0","-0.1"
"Blue Jays","13","35","1","2","2","0","11.4 %","37.1 %",".129",".235",".161",".257",".290",".244","51","-0.1","-2.4","-0.1","-0.1"
"Rays","14","34","1","3","2","2","8.8 %","29.4 %",".097",".150",".129",".206",".226",".195","23","0.5","-3.1","0.0","-0.2"
"Tigers","14","33","2","2","2","0","3.0 %","21.2 %",".219",".130",".156",".182",".375",".228","45","-0.1","-2.8","-0.6","-0.2"
"Marlins","13","35","0","1","1","0","5.7 %","25.7 %",".000",".217",".156",".229",".156",".184","15","-0.1","-4.3","0.1","-0.3"
