"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Rangers","14","43","2","9","8","1","7.0 %","20.9 %",".250",".483",".400",".442",".650",".448","181","0.3","4.8","-0.4","0.6"
"Indians","14","39","4","10","10","0","7.7 %","15.4 %",".400",".280",".314",".368",".714",".437","179","0.0","3.7","0.3","0.5"
"Twins","13","39","3","7","7","0","15.4 %","17.9 %",".364",".217",".242",".359",".606",".394","151","0.0","2.4","0.4","0.4"
"Rays","16","41","3","8","8","0","4.9 %","36.6 %",".333",".429",".308",".341",".641",".399","156","0.1","3.0","-0.3","0.4"
"Reds","13","36","2","4","4","1","5.6 %","19.4 %",".281",".348",".313",".389",".594",".408","155","0.0","2.4","0.4","0.4"
"Mariners","15","42","2","7","7","2","7.1 %","23.8 %",".184",".385",".316",".381",".500",".374","140","0.5","2.6","-0.4","0.4"
"Braves","14","42","2","5","5","2","2.4 %","19.0 %",".300",".333",".300",".317",".600",".366","127","0.5","1.9","0.5","0.4"
"Tigers","14","41","3","9","9","1","12.2 %","7.3 %",".257",".207",".257",".366",".514",".371","134","0.2","1.8","-0.1","0.3"
"Giants","13","39","3","5","5","0","12.8 %","30.8 %",".303",".278",".242",".342",".545",".368","126","0.0","1.3","0.4","0.3"
"Blue Jays","14","39","2","4","4","2","10.3 %","17.9 %",".257",".269",".257",".333",".514",".353","125","0.4","1.4","-0.1","0.3"
"Yankees","16","35","2","7","7","0","8.6 %","28.6 %",".281",".300",".250",".314",".531",".349","120","0.0","0.8","0.1","0.2"
"Diamondbacks","17","42","1","5","4","0","14.3 %","21.4 %",".143",".308",".257",".357",".400",".327","105","0.0","0.0","0.2","0.1"
"Red Sox","14","41","2","5","5","0","2.4 %","26.8 %",".179",".370",".308",".317",".487",".332","109","-0.1","0.0","0.0","0.1"
"Brewers","15","38","1","4","3","0","7.9 %","13.2 %",".200",".276",".257",".316",".457",".325","99","0.0","-0.1","0.2","0.1"
"Nationals","16","39","2","4","3","0","12.8 %","10.3 %",".206",".214",".235",".333",".441",".331","106","0.0","0.0","0.0","0.1"
"Dodgers","15","39","2","5","5","0","10.3 %","41.0 %",".200",".353",".229",".308",".429",".313","97","0.1","-0.2","0.2","0.1"
"Astros","14","39","1","4","4","0","15.4 %","10.3 %",".152",".214",".212",".333",".364",".308","95","-0.1","-0.4","-0.1","0.1"
"Cubs","13","37","0","2","1","1","5.4 %","18.9 %",".088",".296",".235",".297",".324",".273","68","0.3","-1.5","0.4","0.0"
"Cardinals","16","36","0","0","0","1","0.0 %","27.8 %",".139",".346",".250",".250",".389",".266","67","0.3","-1.5","0.1","0.0"
"Angels","14","36","1","1","1","0","16.7 %","27.8 %",".133",".211",".167",".306",".300",".275","76","-0.1","-1.4","0.0","0.0"
"White Sox","14","38","1","2","2","0","7.9 %","39.5 %",".118",".368",".235",".289",".353",".275","75","0.0","-1.4","-0.5","-0.1"
"Athletics","15","37","0","2","2","0","8.1 %","21.6 %",".121",".269",".212",".270",".333",".258","66","0.0","-1.9","-0.1","-0.1"
"Mets","14","39","0","4","4","0","12.8 %","28.2 %",".029",".261",".176",".282",".206",".231","45","-0.1","-3.1","-0.1","-0.2"
"Rockies","15","32","0","1","1","0","3.1 %","9.4 %",".129",".214",".194",".219",".323",".227","27","0.0","-3.4","0.2","-0.2"
"Marlins","16","33","1","4","4","0","0.0 %","48.5 %",".091",".313",".182",".182",".273",".191","19","-0.1","-3.8","0.4","-0.2"
"Phillies","14","33","0","1","1","0","6.1 %","24.2 %",".032",".217",".161",".212",".194",".184","12","0.1","-4.0","0.4","-0.3"
"Royals","12","32","1","1","1","0","6.3 %","15.6 %",".103",".087",".103",".188",".207",".181","11","-0.1","-4.1","-0.2","-0.3"
"Pirates","15","34","0","1","1","1","2.9 %","23.5 %",".030",".240",".182",".206",".212",".184","13","0.1","-4.0","-0.4","-0.3"
