"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cubs","14","39","2","13","13","0","10.3 %","10.3 %",".382",".345",".353",".410",".735",".455","185","0.0","4.3","0.2","0.6"
"Astros","14","42","3","10","10","0","7.1 %","11.9 %",".342",".333",".342",".405",".684",".445","186","-0.5","4.1","-0.1","0.5"
"Mariners","13","42","3","10","10","0","11.9 %","19.0 %",".297",".346",".324",".405",".622",".417","173","-0.4","3.4","-0.4","0.4"
"Rangers","14","37","2","10","10","0","5.4 %","10.8 %",".257",".345",".343",".378",".600",".405","150","0.1","2.3","-0.1","0.3"
"Dodgers","14","39","2","5","5","0","10.3 %","7.7 %",".273",".214",".242",".342",".515",".358","130","0.0","1.4","0.5","0.3"
"Diamondbacks","15","41","2","7","7","2","4.9 %","24.4 %",".211",".333",".289",".317",".500",".336","108","0.5","0.8","0.6","0.3"
"Red Sox","15","43","1","9","9","1","20.9 %","23.3 %",".121",".364",".273",".429",".394",".360","127","0.1","1.4","-0.3","0.3"
"Cardinals","17","41","2","5","5","0","4.9 %","12.2 %",".179",".313",".308",".341",".487",".349","120","-0.4","0.5","0.4","0.2"
"Reds","15","36","4","5","5","2","8.3 %","25.0 %",".364",".100",".182",".250",".545",".311","92","0.3","-0.3","0.3","0.1"
"Padres","15","36","2","8","8","0","8.3 %","33.3 %",".281",".263",".219",".278",".500",".314","99","-0.1","-0.4","0.3","0.1"
"Tigers","15","42","1","5","5","0","11.9 %","28.6 %",".162",".333",".243",".333",".405",".319","98","0.0","-0.1","-0.5","0.1"
"Yankees","13","32","1","4","3","0","18.8 %","34.4 %",".115",".357",".231",".375",".346",".326","105","-0.1","0.0","-0.4","0.1"
"Rockies","14","36","0","8","8","0","5.6 %","11.1 %",".125",".345",".313",".343",".438",".327","91","0.0","-0.6","0.1","0.1"
"Phillies","11","39","0","7","5","1","12.8 %","28.2 %",".088",".348",".235",".333",".324",".283","75","0.2","-1.3","0.4","0.0"
"Angels","15","34","3","4","4","0","2.9 %","23.5 %",".303",".136",".182",".206",".485",".278","79","-0.1","-1.3","0.1","0.0"
"Giants","15","33","2","6","6","0","6.1 %","36.4 %",".226",".235",".194",".242",".419",".275","75","0.0","-1.3","0.2","0.0"
"Brewers","13","30","1","3","3","0","3.3 %","26.7 %",".222",".211",".185",".233",".407",".262","63","0.0","-1.7","0.4","0.0"
"Blue Jays","17","33","1","2","2","0","9.1 %","18.2 %",".167",".217",".200",".273",".367",".274","76","-0.1","-1.4","-0.2","0.0"
"Athletics","18","53","0","3","3","1","11.3 %","15.1 %",".043",".237",".196",".302",".239",".244","54","0.1","-3.1","0.6","-0.1"
"Braves","16","39","1","3","3","0","10.3 %","23.1 %",".147",".200",".176",".256",".324",".250","57","0.1","-2.6","0.2","-0.1"
"White Sox","15","36","2","2","2","2","2.8 %","30.6 %",".176",".190",".176",".222",".353",".244","54","0.4","-2.0","-0.4","-0.1"
"Mets","16","32","1","2","2","0","3.1 %","28.1 %",".161",".238",".194",".219",".355",".240","53","-0.5","-2.7","0.1","-0.1"
"Royals","16","40","1","2","2","1","5.0 %","27.5 %",".135",".240",".189",".231",".324",".237","43","0.2","-3.1","0.1","-0.2"
"Twins","13","33","0","1","1","0","12.1 %","30.3 %",".036",".222",".143",".273",".179",".221","37","0.0","-2.9","0.0","-0.2"
"Marlins","16","38","0","1","1","1","5.3 %","18.4 %",".029",".214",".171",".237",".200",".202","27","0.1","-3.8","0.3","-0.2"
"Nationals","12","34","1","1","1","0","5.9 %","26.5 %",".094",".227",".188",".235",".281",".226","38","-0.4","-3.5","-0.1","-0.2"
"Pirates","17","47","1","5","5","1","6.4 %","25.5 %",".116",".226",".186",".234",".302",".230","41","0.2","-3.7","-0.3","-0.2"
"Indians","18","32","0","0","0","0","9.4 %","28.1 %",".034",".100",".069",".156",".103",".130","-20","0.0","-5.5","0.2","-0.4"
