"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Reds","13","46","3","12","12","1","8.7 %","15.2 %",".324",".407",".378",".500",".703",".495","207","0.1","6.7","0.4","0.8"
"Rays","13","43","2","12","12","0","14.0 %","9.3 %",".250",".367",".361",".465",".611",".450","192","0.0","5.0","-0.1","0.6"
"Twins","15","41","3","8","8","0","7.3 %","12.2 %",".361",".310",".333",".390",".694",".435","180","-0.1","3.9","-0.1","0.5"
"Astros","14","37","3","6","6","1","8.1 %","13.5 %",".303",".320",".333",".405",".636",".430","178","0.1","3.7","0.0","0.5"
"Cubs","15","41","2","5","5","0","24.4 %","22.0 %",".226",".300",".258",".439",".484",".399","149","0.0","2.5","0.3","0.4"
"White Sox","13","40","2","9","8","1","2.5 %","27.5 %",".243",".440",".351",".375",".595",".397","155","0.3","3.0","-0.4","0.4"
"Yankees","15","32","3","7","7","0","3.1 %","15.6 %",".419",".261",".290",".313",".710",".409","165","-0.1","2.3","-0.5","0.3"
"Cardinals","12","37","3","6","6","0","18.9 %","10.8 %",".310",".174",".241",".378",".552",".364","118","0.0","0.7","0.6","0.2"
"Dodgers","13","38","0","5","4","1","13.2 %","23.7 %",".063",".375",".281",".368",".344",".315","98","0.2","0.1","0.6","0.2"
"Brewers","15","41","0","5","4","1","7.3 %","31.7 %",".083",".458",".306",".350",".389",".317","94","0.2","-0.2","0.4","0.1"
"Royals","12","37","2","4","4","1","2.7 %","27.0 %",".167",".292",".250",".270",".417",".288","77","0.2","-1.0","0.1","0.0"
"Indians","14","39","0","1","1","0","7.7 %","15.4 %",".028",".333",".278",".333",".306",".285","71","0.0","-1.5","0.3","0.0"
"Marlins","17","38","1","6","6","0","15.8 %","18.4 %",".133",".217",".200",".324",".333",".291","78","0.0","-1.3","0.2","0.0"
"Orioles","13","35","1","4","4","0","5.7 %","20.0 %",".129",".304",".258",".324",".387",".308","87","-0.1","-0.8","-0.5","0.0"
"Padres","12","32","1","4","4","0","3.1 %","25.0 %",".167",".273",".233",".250",".400",".267","68","-0.1","-1.6","0.5","0.0"
"Mariners","13","38","2","3","3","0","10.5 %","28.9 %",".176",".238",".206",".289",".382",".289","86","-0.1","-1.0","-0.6","0.0"
"Nationals","16","36","2","3","3","1","5.6 %","27.8 %",".194",".158",".161",".257",".355",".266","69","0.2","-1.6","0.0","0.0"
"Giants","16","35","1","4","3","1","8.6 %","31.4 %",".156",".200",".156",".229",".313",".234","47","-0.2","-2.8","0.0","-0.2"
"Braves","14","32","2","3","3","2","0.0 %","31.3 %",".188",".150",".156",".156",".344",".203","25","0.4","-3.0","0.1","-0.2"
"Phillies","14","31","0","0","0","0","0.0 %","22.6 %",".000",".217",".167",".194",".167",".163","0","0.0","-4.4","0.1","-0.3"
"Mets","11","32","0","0","0","0","3.1 %","37.5 %",".000",".211",".129",".156",".129",".130","-18","-0.1","-5.3","0.1","-0.4"
"Diamondbacks","13","33","0","1","0","0","9.1 %","30.3 %",".000",".105",".069",".182",".069",".137","-17","0.1","-5.4","0.0","-0.4"
"Blue Jays","15","31","0","0","0","0","6.5 %","32.3 %",".000",".158",".103",".161",".103",".129","-23","-0.1","-5.3","-0.2","-0.4"
"Red Sox","12","31","0","1","1","0","0.0 %","19.4 %",".033",".120",".100",".097",".133",".095","-40","-0.1","-6.3","0.0","-0.5"
