"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Padres","13","54","7","19","19","1","11.1 %","20.4 %",".511",".481",".444",".537",".956",".590","275","0.0","12.5","0.5","1.4"
"Phillies","10","43","4","7","7","3","11.6 %","18.6 %",".368",".308",".316",".395",".684",".439","173","0.3","4.4","0.7","0.6"
"Orioles","13","43","2","9","9","0","7.0 %","16.3 %",".200",".484",".425",".465",".625",".458","191","-0.5","4.4","0.1","0.6"
"Cubs","13","39","3","8","8","0","7.7 %","20.5 %",".364",".348",".333",".395",".697",".430","178","0.0","3.9","0.4","0.5"
"Dodgers","13","43","0","7","7","0","9.3 %","7.0 %",".216",".371",".351",".405",".568",".401","157","0.1","3.2","0.5","0.5"
"Reds","14","41","3","6","6","0","7.3 %","17.1 %",".263",".393",".368",".415",".632",".434","169","-0.6","3.1","0.2","0.4"
"Diamondbacks","14","43","1","10","8","0","7.0 %","11.6 %",".263",".353",".342",".372",".605",".385","146","0.0","2.5","0.6","0.4"
"Rays","12","40","3","6","6","1","2.5 %","27.5 %",".263",".375",".316",".333",".579",".376","140","0.2","2.2","-0.1","0.3"
"Yankees","28","83","1","13","13","2","12.0 %","20.5 %",".113",".352",".282",".373",".394",".335","109","0.2","1.2","-0.8","0.3"
"Athletics","13","35","1","6","6","1","2.9 %","14.3 %",".188",".370",".344",".371",".531",".374","140","0.2","1.9","0.2","0.3"
"Astros","14","40","0","4","4","0","10.0 %","12.5 %",".056",".419",".361",".425",".417",".369","138","-0.1","1.7","0.0","0.3"
"Twins","13","39","1","8","8","0","15.4 %","20.5 %",".152",".375",".303",".410",".455",".374","136","-0.1","1.7","-0.2","0.3"
"Mariners","13","36","3","5","5","0","0.0 %","19.4 %",".361",".231",".250",".250",".611",".345","124","0.1","1.0","-0.5","0.2"
"Tigers","20","57","1","4","4","2","12.3 %","19.3 %",".082",".342",".286",".368",".367",".317","97","0.3","0.0","-0.4","0.2"
"Angels","15","36","1","3","3","0","8.3 %","27.8 %",".152",".364",".273",".333",".424",".324","109","0.0","0.1","0.1","0.1"
"Cardinals","14","35","1","6","6","0","2.9 %","22.9 %",".094",".348",".281",".324",".375",".303","102","0.0","-0.1","0.4","0.1"
"Nationals","9","36","0","5","4","0","13.9 %","8.3 %",".067",".259",".233",".361",".300",".304","88","0.0","-0.8","0.5","0.1"
"Rockies","15","38","2","6","6","0","2.6 %","23.7 %",".243",".308",".270",".289",".514",".331","97","0.0","-0.6","0.1","0.1"
"Giants","17","40","0","4","3","0","12.5 %","17.5 %",".059",".296",".235",".350",".294",".296","86","0.0","-0.9","0.3","0.1"
"Red Sox","17","39","0","3","3","1","7.7 %","25.6 %",".057",".360",".257",".333",".314",".290","81","0.2","-1.1","0.1","0.0"
"Braves","12","35","0","3","3","0","11.4 %","5.7 %",".129",".241",".226",".314",".355",".281","72","0.0","-1.3","0.3","0.0"
"Pirates","14","37","0","2","1","0","0.0 %","13.5 %",".083",".355",".306",".306",".389",".295","80","0.0","-1.2","-0.1","0.0"
"Indians","12","35","1","2","2","0","8.6 %","34.3 %",".129",".222",".161",".257",".290",".244","50","0.0","-2.5","0.2","-0.1"
"Mets","20","48","3","5","5","0","6.3 %","16.7 %",".205",".121",".159",".229",".364",".252","60","-0.1","-2.9","-0.2","-0.1"
"Royals","28","69","1","8","8","1","2.9 %","26.1 %",".106",".292",".227",".246",".333",".245","49","0.2","-4.6","0.6","-0.2"
"White Sox","15","34","1","1","1","0","2.9 %","38.2 %",".125",".278",".188",".235",".313",".237","51","-0.4","-2.8","-0.2","-0.2"
"Blue Jays","16","32","2","4","4","0","6.3 %","37.5 %",".200",".125",".133",".188",".333",".219","38","0.0","-2.9","-0.1","-0.2"
"Brewers","15","31","1","2","2","0","3.2 %","29.0 %",".133",".200",".167",".194",".300",".208","28","0.0","-3.2","0.2","-0.2"
"Rangers","16","37","0","2","2","1","10.8 %","18.9 %",".031",".200",".156",".270",".188",".221","34","-0.2","-3.9","-0.2","-0.3"
"Marlins","12","29","0","0","0","0","3.4 %","17.2 %",".036",".174",".143",".172",".179",".156","-2","-0.1","-4.3","-0.1","-0.3"
