"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","15","43","3","9","9","1","9.3 %","11.6 %",".447",".387",".395",".442",".842",".502","229","0.2","7.5","0.3","0.9"
"Indians","15","49","1","14","13","0","8.2 %","20.4 %",".318",".515",".409",".469",".727",".488","208","-0.4","6.4","0.2","0.8"
"Phillies","15","44","4","11","11","0","18.2 %","25.0 %",".429",".400",".343",".465",".771",".490","203","0.1","6.0","0.8","0.8"
"Nationals","11","49","2","14","14","1","12.2 %","16.3 %",".293",".406",".366",".449",".659",".450","180","0.2","5.3","0.4","0.7"
"Mets","14","42","4","8","8","0","7.1 %","19.0 %",".421",".346",".342",".390",".763",".464","189","-0.5","4.4","0.2","0.6"
"Red Sox","15","43","4","9","9","0","2.3 %","27.9 %",".381",".385",".333",".349",".714",".431","175","0.0","3.8","0.1","0.5"
"Royals","15","42","1","7","7","2","7.1 %","9.5 %",".179",".412",".385",".429",".564",".418","165","0.4","3.7","0.2","0.5"
"Angels","15","60","1","12","10","0","15.0 %","18.3 %",".083",".417",".333",".458",".417",".384","144","-0.5","2.8","-0.1","0.5"
"Mariners","16","42","2","7","7","1","14.3 %","21.4 %",".278",".360",".306",".405",".583",".410","163","0.3","3.6","-0.4","0.5"
"Yankees","15","38","4","7","6","2","5.3 %","23.7 %",".412",".273",".294",".342",".706",".414","164","0.3","3.3","-0.3","0.4"
"Pirates","13","42","2","7","7","0","2.4 %","16.7 %",".179",".433",".385",".400",".564",".406","143","-0.1","2.2","-0.1","0.3"
"Rays","17","52","0","4","4","1","15.4 %","19.2 %",".045",".412",".318",".423",".364",".340","121","-0.2","1.1","0.0","0.3"
"Athletics","19","47","3","7","7","0","2.1 %","17.0 %",".273",".265",".273",".298",".545",".342","120","0.0","1.0","0.2","0.3"
"White Sox","14","35","2","8","8","0","2.9 %","28.6 %",".242",".381",".303",".343",".545",".370","137","0.1","1.6","-0.2","0.3"
"Diamondbacks","16","39","2","4","4","0","7.7 %","28.2 %",".229",".409",".314",".368",".543",".381","133","-0.4","1.0","0.3","0.3"
"Rockies","15","34","0","5","4","1","17.6 %","26.5 %",".071",".526",".357",".471",".429",".389","129","0.2","1.3","0.1","0.2"
"Blue Jays","16","47","1","3","3","1","10.6 %","19.1 %",".143",".344",".286",".362",".429",".340","113","-0.3","0.5","-0.2","0.2"
"Marlins","15","35","0","4","4","0","2.9 %","14.3 %",".129",".393",".355",".371",".484",".342","116","-0.2","0.5","0.2","0.2"
"Rangers","15","43","0","8","8","1","4.7 %","20.9 %",".100",".406",".325",".349",".425",".326","98","0.2","-0.1","-0.2","0.1"
"Cubs","11","35","2","2","2","0","8.6 %","34.3 %",".188",".278",".219",".286",".406",".294","80","0.0","-1.0","0.0","0.0"
"Cardinals","15","38","1","4","4","0","7.9 %","28.9 %",".143",".304",".229",".289",".371",".284","79","0.0","-1.3","0.2","0.0"
"Giants","12","35","1","2","2","1","5.7 %","25.7 %",".152",".217",".182",".229",".333",".239","49","0.2","-2.3","0.3","-0.1"
"Orioles","16","36","1","2","2","1","5.6 %","27.8 %",".188",".190",".156",".250",".344",".258","60","0.2","-1.9","-0.3","-0.1"
"Reds","16","38","1","2","2","0","7.9 %","18.4 %",".091",".240",".212",".297",".303",".257","52","0.0","-2.7","0.3","-0.1"
"Tigers","14","34","2","4","4","0","2.9 %","32.4 %",".219",".211",".188",".212",".406",".254","63","0.0","-1.9","-0.5","-0.1"
"Braves","19","34","1","4","4","0","2.9 %","38.2 %",".091",".263",".182",".206",".273",".205","28","0.0","-3.6","0.5","-0.2"
"Astros","12","34","0","1","1","0","2.9 %","23.5 %",".100",".174",".133",".206",".233",".196","24","0.0","-3.6","0.1","-0.2"
"Padres","13","34","0","0","0","1","8.8 %","29.4 %",".032",".190",".129",".206",".161",".173","7","0.1","-4.3","0.1","-0.3"
