"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","9.86","2.35","4.20","0.23","28.0 %","6.7 %","21.3 %",".201","0.99",".281","79.8 %","47","51","77","2.11","2.22","-0.11","3.49","3.40"
"Athletics","9.00","1.71","5.25","0.43","25.0 %","4.8 %","20.2 %",".228","1.05",".298","92.6 %","19","57","86","0.86","2.55","-1.69","3.92","3.59"
"Pirates","10.29","3.00","3.43","0.43","28.2 %","8.2 %","20.0 %",".205","1.10",".283","92.6 %","30","57","75","1.29","2.55","-1.26","3.35","3.39"
"Yankees","9.31","1.55","6.00","0.62","23.8 %","4.0 %","19.8 %",".306","1.45",".393","68.9 %","101","55","71","4.66","2.56","2.10","3.24","3.41"
"Blue Jays","12.04","2.55","4.71","0.73","31.1 %","6.6 %","24.5 %",".245","1.26",".349","82.2 %","63","56","70","2.92","2.57","0.35","3.20","3.09"
"Brewers","9.10","3.14","2.90","0.31","26.4 %","9.1 %","17.3 %",".200","1.05",".271","76.9 %","57","60","82","2.51","2.69","-0.18","3.63","3.83"
"Giants","8.14","2.14","3.80","0.43","21.4 %","5.6 %","15.7 %",".262","1.29",".328","58.6 %","102","65","82","4.29","2.74","1.55","3.63","3.53"
"Braves","9.70","1.27","7.67","0.84","26.7 %","3.5 %","23.3 %",".220","0.98",".281","62.5 %","86","64","81","3.80","2.84","0.96","3.58","3.24"
"Nationals","11.37","6.39","1.78","0.00","27.6 %","15.5 %","12.1 %",".234","1.58",".355","59.1 %","143","73","106","6.39","3.29","3.10","4.71","4.61"
"Phillies","10.00","3.00","3.33","1.00","26.0 %","7.8 %","18.2 %",".268","1.39",".347","54.1 %","148","75","90","6.50","3.44","3.06","3.98","3.80"
"Twins","8.10","1.93","4.20","0.77","22.1 %","5.3 %","16.8 %",".174","0.86",".206","75.5 %","58","80","95","2.70","3.69","-0.99","4.36","3.83"
"Tigers","9.95","3.55","2.80","1.07","27.2 %","9.7 %","17.5 %",".215","1.18",".274","85.3 %","46","81","91","2.13","3.73","-1.60","4.15","3.90"
"Diamondbacks","6.41","4.58","1.40","0.46","16.5 %","11.8 %","4.7 %",".227","1.37",".267","58.6 %","114","90","116","5.03","3.98","1.06","5.14","5.24"
"Cardinals","11.37","3.79","3.00","1.42","32.0 %","10.7 %","21.3 %",".179","1.05",".225","88.6 %","67","92","84","2.84","4.00","-1.16","3.73","3.53"
"Dodgers","8.61","3.13","2.75","1.17","22.0 %","8.0 %","14.0 %",".239","1.30",".284","69.8 %","75","93","102","3.13","4.04","-0.91","4.51","4.28"
"Marlins","10.80","2.31","4.67","1.54","27.5 %","5.9 %","21.6 %",".255","1.29",".323","53.0 %","129","94","90","5.40","4.07","1.33","3.97","3.48"
"Angels","7.86","3.08","2.56","1.03","21.3 %","8.3 %","13.0 %",".224","1.18",".264","61.2 %","68","89","100","3.08","4.09","-1.01","4.57","4.43"
"Mariners","7.06","3.07","2.30","1.23","19.3 %","8.4 %","10.9 %",".183","1.02",".195","90.2 %","41","99","106","1.84","4.44","-2.60","4.84","4.61"
"Padres","9.85","2.55","3.86","1.82","25.0 %","6.5 %","18.5 %",".242","1.26",".284","76.9 %","94","108","97","4.01","4.75","-0.74","4.30","3.74"
"Rockies","8.74","3.57","2.44","1.59","21.6 %","8.8 %","12.8 %",".253","1.41",".292","52.8 %","142","107","113","7.15","5.02","2.12","5.01","4.44"
"Red Sox","12.76","5.40","2.36","1.96","27.1 %","11.5 %","15.6 %",".369","2.29",".500","50.8 %","234","114","92","11.29","5.18","6.11","4.19","4.13"
"Orioles","9.38","2.63","3.57","2.25","24.3 %","6.8 %","17.5 %",".287","1.42",".333","83.3 %","104","115","93","4.88","5.51","-0.63","4.24","3.81"
"Rangers","15.83","5.59","2.83","2.79","37.8 %","13.3 %","24.4 %",".256","1.66",".368","76.3 %","111","117","79","5.59","5.59","-0.01","3.62","3.33"
"Royals","7.58","4.26","1.78","1.89","20.0 %","11.3 %","8.8 %",".239","1.37",".255","78.4 %","91","127","110","4.26","5.69","-1.42","5.04","4.83"
"Astros","8.31","3.81","2.18","2.08","22.0 %","10.1 %","11.9 %",".206","1.19",".209","80.5 %","101","127","100","4.50","5.75","-1.25","4.59","4.50"
"Cubs","7.50","3.60","2.08","1.80","18.7 %","9.0 %","9.7 %",".282","1.50",".314","64.9 %","151","132","112","6.60","5.85","0.75","4.97","4.64"
"Mets","11.14","3.43","3.25","2.57","24.8 %","7.6 %","17.1 %",".312","1.76",".377","67.5 %","197","142","113","8.14","6.17","1.98","5.01","3.94"
"Indians","8.15","3.06","2.67","2.55","18.0 %","6.7 %","11.2 %",".378","2.09",".426","61.3 %","201","136","113","9.68","6.27","3.41","5.18","4.53"
"White Sox","5.85","3.15","1.86","2.70","13.5 %","7.3 %","6.3 %",".318","1.75",".319","58.0 %","180","147","124","8.55","7.01","1.54","5.80","5.25"
"Reds","8.27","7.16","1.15","2.76","17.2 %","14.9 %","2.3 %",".329","2.27",".358","51.6 %","243","170","135","11.57","7.93","3.64","6.14","5.79"
