"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rangers","10.29","3.00","3.43","0.43","25.5 %","7.5 %","18.1 %",".241","1.33",".323","67.7 %","68","54","84","3.43","2.55","0.88","3.82","3.70"
"Cubs","12.00","2.00","6.00","1.00","32.4 %","5.4 %","27.0 %",".243","1.17",".341","87.9 %","57","59","67","2.50","2.66","-0.16","2.98","2.85"
"Twins","10.98","2.29","4.80","0.92","30.0 %","6.3 %","23.8 %",".230","1.12",".313","54.5 %","118","66","90","5.49","3.01","2.48","4.12","3.33"
"Dodgers","9.00","2.77","3.25","0.69","23.9 %","7.3 %","16.5 %",".248","1.27",".315","72.9 %","82","72","96","3.46","3.14","0.32","4.28","3.98"
"Mariners","10.29","3.00","3.43","0.86","25.3 %","7.4 %","17.9 %",".284","1.52",".371","58.2 %","116","71","94","5.14","3.17","1.98","4.30","3.85"
"Indians","8.31","5.19","1.60","0.00","20.8 %","13.0 %","7.8 %",".215","1.38",".286","69.2 %","76","75","133","3.63","3.44","0.19","6.08","5.18"
"Athletics","12.67","4.41","2.88","1.10","33.3 %","11.6 %","21.7 %",".167","1.10",".229","74.1 %","82","81","92","3.86","3.64","0.21","4.24","3.55"
"Padres","11.51","3.54","3.25","1.33","28.0 %","8.6 %","19.4 %",".306","1.67",".411","67.1 %","135","85","88","5.75","3.75","2.00","3.89","3.69"
"Astros","10.06","4.24","2.38","1.06","29.7 %","12.5 %","17.2 %",".107","0.82",".114","89.3 %","47","87","81","2.12","3.92","-1.80","3.68","3.80"
"Cardinals","9.77","6.32","1.55","0.57","25.4 %","16.4 %","9.0 %",".179","1.34",".237","76.5 %","68","92","114","2.87","3.98","-1.11","5.05","5.07"
"Pirates","10.17","3.16","3.22","1.40","24.8 %","7.7 %","17.1 %",".269","1.48",".333","58.6 %","73","91","94","3.16","4.03","-0.88","4.18","3.92"
"Rockies","10.55","4.22","2.50","1.27","27.2 %","10.9 %","16.3 %",".235","1.36",".302","85.3 %","67","90","97","3.38","4.25","-0.87","4.28","4.04"
"Red Sox","9.22","4.94","1.87","0.99","23.7 %","12.7 %","11.0 %",".216","1.35",".268","82.8 %","68","96","104","3.29","4.35","-1.06","4.74","4.67"
"Blue Jays","7.27","5.19","1.40","0.69","18.6 %","13.3 %","5.3 %",".216","1.38",".257","81.9 %","68","96","115","3.12","4.44","-1.33","5.28","5.26"
"Yankees","8.14","4.44","1.83","1.11","22.0 %","12.0 %","10.0 %",".182","1.15",".206","84.0 %","56","96","102","2.59","4.49","-1.90","4.68","4.73"
"Rays","9.79","2.03","4.83","1.69","25.0 %","5.2 %","19.8 %",".290","1.39",".356","81.8 %","76","102","91","3.38","4.49","-1.11","4.14","3.61"
"White Sox","7.71","3.86","2.00","1.05","20.2 %","10.1 %","10.1 %",".208","1.21",".239","79.9 %","54","98","91","2.45","4.54","-2.08","4.18","4.15"
"Phillies","10.17","2.10","4.83","2.10","26.9 %","5.6 %","21.3 %",".275","1.32",".328","82.0 %","96","103","77","4.21","4.69","-0.49","3.44","3.48"
"Giants","8.46","3.63","2.33","1.61","23.1 %","9.9 %","13.2 %",".244","1.30",".281","94.0 %","67","116","108","2.82","4.87","-2.05","4.77","4.41"
"Angels","7.20","2.40","3.00","1.80","18.3 %","6.1 %","12.2 %",".281","1.40",".308","59.0 %","140","114","112","6.30","5.21","1.09","5.13","4.48"
"Nationals","8.61","4.30","2.00","1.96","22.0 %","11.0 %","11.0 %",".193","1.22",".197","63.6 %","117","124","125","5.48","5.69","-0.21","5.63","4.70"
"Marlins","7.66","4.84","1.58","1.61","19.8 %","12.5 %","7.3 %",".220","1.34",".237","87.1 %","87","133","127","3.63","5.72","-2.09","5.62","5.10"
"Tigers","8.84","6.98","1.27","1.40","22.4 %","17.7 %","4.7 %",".159","1.34",".170","65.8 %","90","124","131","4.19","5.75","-1.56","5.99","5.66"
"Royals","7.16","7.16","1.00","1.10","15.9 %","15.9 %","0.0 %",".279","1.96",".321","56.3 %","129","129","137","6.06","5.79","0.28","6.26","5.92"
"Orioles","9.85","2.54","3.88","2.54","23.9 %","6.2 %","17.7 %",".311","1.59",".363","76.1 %","128","122","97","6.04","5.86","0.17","4.44","3.82"
"Brewers","7.71","5.14","1.50","1.71","17.7 %","11.8 %","5.9 %",".295","1.81",".333","72.7 %","145","134","133","6.43","5.98","0.45","5.87","5.30"
"Mets","9.16","5.79","1.58","1.93","24.7 %","15.6 %","9.1 %",".190","1.29",".200","88.2 %","93","143","118","3.86","6.21","-2.36","5.24","4.98"
"Diamondbacks","5.68","4.26","1.33","1.89","13.6 %","10.2 %","3.4 %",".282","1.63",".290","60.6 %","172","143","129","7.58","6.27","1.31","5.73","5.51"
"Reds","9.53","5.16","1.85","3.18","24.7 %","13.4 %","11.3 %",".193","1.28",".157","79.8 %","132","167","114","5.96","7.54","-1.58","5.06","4.70"
"Braves","6.20","7.52","0.82","2.21","14.6 %","17.7 %","-3.1 %",".282","1.92",".288","75.8 %","150","176","157","6.64","7.69","-1.05","6.94","6.64"
