"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Pirates","11.07","3.54","3.13","0.00","29.4 %","9.4 %","20.0 %",".208","1.18",".308","62.5 %","92","43","77","3.98","1.94","2.05","3.40","3.51"
"Athletics","7.99","1.52","5.25","0.00","22.6 %","4.3 %","18.3 %",".230","1.01",".303","88.5 %","17","50","92","0.76","2.20","-1.44","4.22","3.80"
"Rays","7.68","1.98","3.88","0.25","22.3 %","5.8 %","16.6 %",".185","0.88",".235","82.3 %","39","59","90","1.73","2.61","-0.87","4.11","3.95"
"Dodgers","10.07","3.63","2.78","0.40","24.8 %","8.9 %","15.8 %",".250","1.43",".333","58.8 %","96","63","95","4.03","2.77","1.26","4.23","4.07"
"Padres","10.98","4.12","2.67","0.46","25.5 %","9.6 %","16.0 %",".271","1.63",".367","71.9 %","75","63","89","3.20","2.81","0.40","3.97","3.95"
"Brewers","8.22","4.30","1.91","0.00","22.3 %","11.7 %","10.6 %",".217","1.26",".290","75.9 %","62","63","99","2.74","2.82","-0.08","4.38","4.65"
"Giants","7.11","2.13","3.33","0.36","20.2 %","6.1 %","14.1 %",".215","1.03",".264","65.0 %","68","68","85","2.84","2.86","-0.02","3.76","3.76"
"Braves","8.31","1.19","7.00","0.89","23.9 %","3.4 %","20.5 %",".204","0.89",".244","79.0 %","47","69","82","2.08","3.05","-0.97","3.67","3.49"
"Tigers","10.80","3.47","3.11","0.77","29.5 %","9.5 %","20.0 %",".221","1.20",".304","75.4 %","58","67","82","2.70","3.09","-0.39","3.76","3.62"
"Blue Jays","13.08","4.22","3.10","0.84","30.7 %","9.9 %","20.8 %",".270","1.59",".393","78.3 %","82","70","74","3.80","3.21","0.58","3.39","3.45"
"Diamondbacks","6.75","3.57","1.89","0.40","18.9 %","10.0 %","8.9 %",".163","0.97",".194","74.1 %","54","82","108","2.38","3.61","-1.23","4.79","4.69"
"Marlins","9.64","1.93","5.00","1.16","27.2 %","5.4 %","21.7 %",".176","0.86",".211","67.4 %","74","84","89","3.09","3.64","-0.56","3.93","3.40"
"Twins","7.33","1.93","3.80","0.77","20.7 %","5.4 %","15.2 %",".157","0.77",".177","78.1 %","50","84","101","2.31","3.86","-1.54","4.62","3.98"
"Yankees","9.93","1.86","5.33","1.55","25.4 %","4.8 %","20.6 %",".308","1.48",".386","69.4 %","111","82","69","5.28","3.87","1.41","3.14","3.39"
"Mariners","8.28","2.76","3.00","1.23","23.5 %","7.8 %","15.7 %",".160","0.89",".173","100.0 %","35","91","98","1.53","4.07","-2.53","4.46","4.08"
"Angels","8.56","2.30","3.71","1.32","23.6 %","6.4 %","17.3 %",".225","1.10",".264","74.8 %","88","90","89","3.95","4.09","-0.14","4.08","3.91"
"Nationals","9.77","5.74","1.70","0.57","24.6 %","14.5 %","10.1 %",".228","1.47",".308","59.3 %","141","92","113","6.32","4.17","2.15","4.99","4.79"
"Red Sox","13.72","3.98","3.44","1.77","33.0 %","9.6 %","23.4 %",".310","1.72",".449","69.1 %","138","93","72","6.64","4.20","2.44","3.30","3.29"
"Cubs","8.56","2.96","2.89","1.32","24.1 %","8.3 %","15.7 %",".198","1.02",".227","86.6 %","68","102","97","2.96","4.53","-1.57","4.30","4.02"
"Cardinals","10.00","4.50","2.22","1.50","25.3 %","11.4 %","13.9 %",".257","1.50",".319","70.2 %","130","107","111","5.50","4.66","0.84","4.92","4.42"
"Phillies","8.25","3.38","2.44","1.88","20.6 %","8.4 %","12.2 %",".306","1.63",".352","78.1 %","119","115","98","5.25","5.21","0.04","4.33","4.41"
"Indians","7.30","2.92","2.50","1.82","17.1 %","6.8 %","10.3 %",".333","1.78",".373","60.5 %","167","116","113","8.03","5.32","2.70","5.19","4.66"
"Astros","7.62","3.46","2.20","2.08","20.2 %","9.2 %","11.0 %",".214","1.19",".214","76.3 %","109","128","106","4.85","5.79","-0.94","4.86","4.63"
"Orioles","8.22","1.96","4.20","2.35","20.8 %","5.0 %","15.8 %",".290","1.39",".318","79.0 %","108","122","102","5.09","5.82","-0.74","4.68","4.08"
"Rockies","7.83","3.13","2.50","2.35","20.8 %","8.3 %","12.5 %",".207","1.13",".197","59.1 %","93","129","116","4.70","6.04","-1.34","5.16","4.51"
"Royals","9.61","4.12","2.33","2.29","23.9 %","10.2 %","13.6 %",".247","1.42",".275","87.0 %","88","135","98","4.12","6.06","-1.94","4.48","4.16"
"Reds","8.36","5.79","1.44","1.93","19.7 %","13.6 %","6.1 %",".268","1.71",".300","62.5 %","157","139","111","7.07","6.29","0.79","4.92","5.11"
"Rangers","13.97","6.52","2.14","2.79","32.6 %","15.2 %","17.4 %",".231","1.66",".286","67.8 %","129","132","99","6.52","6.32","0.20","4.55","4.10"
"White Sox","6.86","4.29","1.60","2.57","15.4 %","9.6 %","5.8 %",".344","2.00",".366","60.7 %","209","150","123","9.43","6.98","2.45","5.63","5.24"
"Mets","9.26","4.24","2.18","3.09","19.4 %","8.9 %","10.5 %",".358","2.14",".403","65.4 %","242","174","129","10.03","7.54","2.49","5.73","4.71"
