"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Twins","10.45","0.87","12.00","0.44","28.9 %","2.4 %","26.5 %",".235","1.02",".321","81.6 %","28","40","68","1.31","1.81","-0.50","3.11","2.88"
"Orioles","9.00","2.40","3.75","0.00","25.4 %","6.8 %","18.6 %",".236","1.13",".325","82.4 %","38","43","59","1.80","2.01","-0.21","2.68","2.83"
"Athletics","11.28","2.82","4.00","0.40","29.2 %","7.3 %","21.9 %",".276","1.39",".397","53.8 %","136","56","77","6.04","2.50","3.55","3.52","3.34"
"Yankees","11.74","2.35","5.00","0.78","32.6 %","6.5 %","26.1 %",".200","1.00",".283","70.8 %","77","57","81","3.52","2.65","0.87","3.68","3.03"
"Rangers","8.85","2.21","4.00","0.44","25.0 %","6.3 %","18.8 %",".189","0.93",".245","80.7 %","35","59","96","1.77","2.77","-1.00","4.38","3.76"
"Mets","11.70","2.70","4.33","0.90","32.1 %","7.4 %","24.7 %",".267","1.30",".383","69.0 %","109","64","72","4.50","2.81","1.69","3.20","3.13"
"Cardinals","11.21","4.08","2.75","0.51","31.9 %","11.6 %","20.3 %",".164","1.02",".237","84.3 %","36","65","90","1.53","2.82","-1.29","4.00","3.67"
"Dodgers","11.35","1.96","5.80","1.17","29.6 %","5.1 %","24.5 %",".239","1.17",".317","71.4 %","84","73","80","3.52","3.17","0.35","3.55","3.13"
"Padres","9.20","3.38","2.73","0.61","23.1 %","8.5 %","14.6 %",".282","1.50",".365","78.7 %","72","77","96","3.07","3.38","-0.32","4.26","4.10"
"Reds","11.32","1.74","6.50","1.74","29.2 %","4.5 %","24.7 %",".274","1.31",".352","71.4 %","116","87","77","5.23","3.94","1.29","3.44","3.04"
"Brewers","10.95","4.01","2.73","1.09","28.3 %","10.4 %","17.9 %",".226","1.30",".300","77.2 %","82","88","93","3.65","3.94","-0.30","4.14","3.80"
"Giants","6.23","3.74","1.67","0.42","16.3 %","9.8 %","6.5 %",".222","1.25",".262","68.8 %","89","94","123","3.74","3.95","-0.21","5.46","5.15"
"Red Sox","11.10","5.70","1.95","0.90","28.7 %","14.7 %","14.0 %",".193","1.33",".261","78.8 %","75","90","93","3.60","4.05","-0.45","4.27","4.37"
"Cubs","5.56","4.37","1.27","0.40","14.3 %","11.2 %","3.1 %",".233","1.37",".268","71.9 %","82","93","118","3.57","4.14","-0.57","5.23","5.29"
"Diamondbacks","8.86","4.22","2.10","0.84","21.9 %","10.4 %","11.5 %",".238","1.41",".295","78.8 %","67","94","125","2.95","4.15","-1.20","5.54","4.70"
"Blue Jays","8.00","5.67","1.41","0.67","19.7 %","13.9 %","5.7 %",".240","1.56",".295","77.1 %","72","95","128","3.33","4.40","-1.07","5.87","5.37"
"Nationals","10.18","3.10","3.29","1.77","30.3 %","9.2 %","21.1 %",".174","0.93",".190","74.6 %","89","100","84","3.98","4.54","-0.56","3.75","3.52"
"Braves","9.17","3.57","2.57","1.53","24.3 %","9.5 %","14.9 %",".254","1.36",".304","75.8 %","103","104","89","4.58","4.57","0.01","3.94","4.00"
"Mariners","9.82","3.99","2.46","1.53","25.6 %","10.4 %","15.2 %",".225","1.30",".270","78.1 %","90","104","94","3.99","4.68","-0.69","4.29","4.13"
"Marlins","9.33","5.00","1.87","1.33","23.5 %","12.6 %","10.9 %",".252","1.52",".310","79.7 %","96","112","133","4.00","4.84","-0.84","5.86","4.87"
"White Sox","7.52","3.76","2.00","1.37","19.3 %","9.7 %","9.7 %",".245","1.37",".276","76.4 %","91","105","103","4.10","4.88","-0.78","4.72","4.77"
"Indians","11.30","3.77","3.00","1.88","30.5 %","10.2 %","20.3 %",".154","0.98",".161","64.8 %","78","106","84","3.77","4.89","-1.12","3.83","3.58"
"Angels","9.00","3.91","2.30","1.57","23.0 %","10.0 %","13.0 %",".236","1.35",".274","60.6 %","139","107","94","6.26","4.91","1.35","4.29","4.37"
"Royals","8.81","3.69","2.38","1.99","20.8 %","8.7 %","12.1 %",".324","1.80",".378","57.2 %","175","119","96","8.24","5.36","2.88","4.37","4.33"
"Rockies","6.94","3.60","1.93","1.80","17.9 %","9.3 %","8.6 %",".269","1.43",".290","76.4 %","87","122","122","4.37","5.73","-1.36","5.40","4.93"
"Tigers","8.39","4.01","2.09","2.19","20.9 %","10.0 %","10.9 %",".276","1.54",".304","75.2 %","86","129","121","4.01","5.97","-1.96","5.55","4.72"
"Pirates","12.24","3.96","3.09","3.60","30.1 %","9.7 %","20.4 %",".284","1.60",".328","80.8 %","150","159","91","6.48","7.01","-0.53","4.04","3.61"
"Astros","7.48","5.82","1.29","2.49","18.6 %","14.4 %","4.1 %",".265","1.66",".271","87.0 %","112","157","130","4.98","7.09","-2.11","5.97","5.62"
"Rays","8.42","5.23","1.61","2.90","18.6 %","11.5 %","7.1 %",".316","1.97",".340","59.2 %","189","169","129","8.42","7.47","0.95","5.91","5.15"
"Phillies","6.16","4.74","1.30","2.84","15.3 %","11.8 %","3.5 %",".311","1.74",".309","78.1 %","140","170","131","6.16","7.69","-1.53","5.78","5.58"
