"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Red Sox","10.57","0.78","13.50","0.78","30.7 %","2.3 %","28.4 %",".188","0.78",".250","86.4 %","41","53","60","1.96","2.39","-0.43","2.73","2.65"
"Twins","9.00","1.42","6.33","0.47","25.3 %","4.0 %","21.3 %",".200","0.89",".260","85.2 %","41","59","76","1.89","2.69","-0.79","3.47","3.32"
"Phillies","7.62","4.15","1.83","0.00","22.5 %","12.2 %","10.2 %",".140","0.92",".188","83.3 %","16","64","121","0.69","2.91","-2.21","5.35","4.80"
"Royals","8.49","3.09","2.75","0.39","23.7 %","8.6 %","15.1 %",".200","1.07",".258","80.5 %","49","65","89","2.31","2.91","-0.60","4.06","4.03"
"Reds","10.66","3.20","3.33","0.71","29.4 %","8.8 %","20.6 %",".194","1.07",".262","95.0 %","32","65","80","1.42","2.94","-1.52","3.56","3.53"
"Dodgers","7.53","1.26","6.00","0.63","20.0 %","3.3 %","16.7 %",".211","0.98",".250","51.5 %","39","71","73","1.26","3.07","-1.82","3.28","3.19"
"White Sox","9.39","3.52","2.67","0.59","25.0 %","9.4 %","15.6 %",".207","1.17",".268","90.4 %","39","68","101","1.76","3.15","-1.39","4.64","4.13"
"Cubs","8.78","5.74","1.53","0.00","25.2 %","16.5 %","8.7 %",".151","1.13",".217","73.3 %","50","71","95","2.36","3.18","-0.81","4.30","4.97"
"Athletics","8.65","2.42","3.57","0.69","25.5 %","7.1 %","18.4 %",".189","0.92",".238","94.6 %","31","72","94","1.38","3.21","-1.83","4.28","3.84"
"Padres","13.28","3.10","4.29","1.33","33.0 %","7.7 %","25.3 %",".277","1.48",".400","56.0 %","166","76","74","7.08","3.36","3.72","3.30","3.06"
"Angels","9.57","2.39","4.00","1.03","27.2 %","6.8 %","20.4 %",".156","0.84",".185","100.0 %","30","74","86","1.37","3.37","-2.00","3.92","3.59"
"Indians","6.95","1.64","4.25","0.82","20.5 %","4.8 %","15.7 %",".190","0.86",".217","92.6 %","34","74","98","1.64","3.40","-1.76","4.47","4.14"
"Giants","10.46","4.05","2.58","0.34","25.2 %","9.8 %","15.5 %",".250","1.43",".347","64.2 %","137","84","110","5.74","3.51","2.22","4.89","4.10"
"Yankees","12.41","2.55","4.86","1.46","32.1 %","6.6 %","25.5 %",".286","1.42",".400","72.4 %","95","76","67","4.38","3.54","0.84","3.04","2.98"
"Orioles","9.12","4.01","2.27","0.73","24.0 %","10.6 %","13.5 %",".228","1.30",".292","69.5 %","93","78","91","4.38","3.70","0.68","4.18","4.31"
"Mets","10.50","5.25","2.00","0.75","26.9 %","13.5 %","13.5 %",".222","1.42",".300","83.3 %","72","85","78","3.00","3.71","-0.71","3.46","3.89"
"Blue Jays","10.67","3.00","3.56","1.33","26.9 %","7.6 %","19.3 %",".231","1.26",".292","82.2 %","80","86","94","3.67","3.99","-0.33","4.28","3.68"
"Brewers","10.21","4.61","2.21","0.99","27.2 %","12.3 %","14.9 %",".192","1.21",".246","94.0 %","45","90","93","1.98","4.02","-2.04","4.12","4.21"
"Cardinals","10.18","3.10","3.29","1.33","26.1 %","8.0 %","18.2 %",".266","1.38",".340","69.8 %","125","97","80","5.31","4.20","1.11","3.55","3.52"
"Astros","9.67","3.63","2.67","1.21","24.2 %","9.1 %","15.2 %",".239","1.34",".295","79.1 %","90","95","93","4.03","4.29","-0.26","4.23","4.11"
"Pirates","9.24","5.68","1.63","0.71","22.2 %","13.7 %","8.6 %",".242","1.58",".310","61.2 %","140","98","119","6.04","4.32","1.72","5.26","5.00"
"Rays","9.00","3.66","2.46","1.13","24.8 %","10.1 %","14.7 %",".179","1.03",".211","79.6 %","69","100","94","3.09","4.43","-1.34","4.30","4.04"
"Rockies","10.06","5.29","1.90","1.06","22.6 %","11.9 %","10.7 %",".301","1.88",".385","49.7 %","189","95","103","9.53","4.45","5.08","4.56","4.56"
"Diamondbacks","8.56","3.62","2.36","1.32","20.8 %","8.8 %","12.0 %",".288","1.57",".346","64.4 %","142","108","102","6.26","4.75","1.51","4.52","4.30"
"Braves","7.71","3.51","2.20","2.10","18.6 %","8.5 %","10.2 %",".271","1.52",".291","82.3 %","111","133","131","4.91","5.82","-0.92","5.81","4.91"
"Rangers","6.46","4.56","1.42","1.90","14.9 %","10.5 %","4.4 %",".304","1.82",".325","50.0 %","136","127","127","6.85","6.04","0.80","5.82","5.48"
"Marlins","7.91","7.45","1.06","1.40","19.8 %","18.6 %","1.2 %",".206","1.55",".229","89.9 %","78","146","145","3.26","6.27","-3.01","6.41","6.12"
"Nationals","6.88","6.35","1.08","1.59","15.3 %","14.1 %","1.2 %",".278","1.88",".304","72.9 %","130","139","151","5.82","6.27","-0.45","6.67","5.95"
"Mariners","9.00","8.14","1.11","1.71","19.3 %","17.4 %","1.8 %",".356","2.43",".431","63.9 %","203","142","121","9.00","6.40","2.60","5.54","5.67"
"Tigers","7.13","5.63","1.27","2.25","16.4 %","12.9 %","3.5 %",".297","1.88",".316","84.7 %","112","145","125","5.25","6.76","-1.51","5.74","5.53"
