"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Angels","9.68","3.52","2.75","0.00","24.8 %","9.0 %","15.8 %",".267","1.43",".368","57.8 %","117","51","95","5.28","2.33","2.95","4.34","4.07"
"Nationals","10.88","4.13","2.64","0.38","28.7 %","10.9 %","17.8 %",".218","1.25",".316","69.6 %","75","68","95","3.38","3.09","0.29","4.21","3.84"
"Astros","7.64","2.55","3.00","0.51","20.6 %","6.9 %","13.7 %",".221","1.13",".269","80.7 %","57","69","84","2.55","3.10","-0.55","3.83","3.90"
"Cardinals","12.79","3.79","3.38","0.95","33.8 %","10.0 %","23.8 %",".197","1.16",".286","59.4 %","123","73","80","5.21","3.16","2.05","3.57","3.31"
"Pirates","10.88","3.63","3.00","0.81","28.4 %","9.5 %","19.0 %",".221","1.25",".298","71.4 %","75","71","81","3.22","3.17","0.05","3.61","3.65"
"Diamondbacks","8.54","2.05","4.17","0.68","22.9 %","5.5 %","17.4 %",".240","1.14",".301","86.1 %","54","75","99","2.39","3.33","-0.94","4.38","3.82"
"Mets","12.91","5.09","2.54","0.78","30.6 %","12.0 %","18.5 %",".247","1.57",".362","62.5 %","151","79","89","6.26","3.43","2.83","3.94","3.84"
"Twins","12.94","4.50","2.88","1.13","33.3 %","11.6 %","21.7 %",".213","1.31",".306","71.4 %","84","75","73","3.94","3.46","0.47","3.33","3.42"
"Brewers","13.09","4.50","2.91","1.23","33.7 %","11.6 %","22.1 %",".226","1.36",".327","69.8 %","101","80","71","4.50","3.58","0.92","3.16","3.44"
"Phillies","7.23","1.93","3.75","0.96","19.5 %","5.2 %","14.3 %",".274","1.29",".321","84.9 %","66","80","94","2.89","3.64","-0.75","4.17","4.03"
"Indians","10.80","2.70","4.00","1.35","30.8 %","7.7 %","23.1 %",".167","0.90",".200","100.0 %","26","79","76","1.35","3.66","-2.31","3.50","3.33"
"Reds","7.88","4.13","1.91","0.38","20.4 %","10.7 %","9.7 %",".236","1.33",".299","74.4 %","83","83","110","3.75","3.76","-0.01","4.87","4.72"
"White Sox","10.91","4.02","2.71","1.15","30.2 %","11.1 %","19.1 %",".214","1.21",".286","92.6 %","51","82","83","2.30","3.79","-1.49","3.78","3.73"
"Marlins","12.00","5.00","2.40","1.00","28.6 %","11.9 %","16.7 %",".264","1.61",".370","56.7 %","179","93","97","7.50","3.99","3.51","4.32","4.02"
"Dodgers","9.30","4.43","2.10","0.89","24.1 %","11.5 %","12.6 %",".200","1.23",".250","74.4 %","95","96","110","3.98","4.20","-0.21","4.88","4.46"
"Rockies","6.19","1.69","3.67","1.13","16.4 %","4.5 %","11.9 %",".254","1.19",".280","81.4 %","67","90","103","3.38","4.21","-0.84","4.58","4.55"
"Royals","7.52","3.54","2.13","0.89","19.5 %","9.2 %","10.3 %",".247","1.33",".293","76.3 %","85","96","100","3.98","4.30","-0.31","4.58","4.52"
"Rays","9.64","3.86","2.50","1.45","24.7 %","9.9 %","14.8 %",".233","1.34",".280","57.7 %","119","101","110","5.30","4.45","0.86","5.02","4.34"
"Cubs","9.11","6.75","1.35","0.68","25.2 %","18.7 %","6.5 %",".151","1.24",".193","83.3 %","59","101","104","2.70","4.53","-1.83","4.67","5.31"
"Rangers","9.64","4.50","2.14","1.29","23.1 %","10.8 %","12.3 %",".278","1.64",".346","67.6 %","115","95","104","5.79","4.54","1.25","4.74","4.48"
"Braves","6.00","3.86","1.56","0.86","16.7 %","10.7 %","6.0 %",".189","1.10",".207","56.6 %","83","102","122","3.86","4.55","-0.69","5.49","5.24"
"Red Sox","9.92","8.27","1.20","0.55","25.4 %","21.1 %","4.2 %",".143","1.41",".189","83.3 %","46","101","122","2.20","4.56","-2.36","5.59","5.87"
"Blue Jays","7.58","4.74","1.60","0.95","20.3 %","12.7 %","7.6 %",".176","1.16",".200","84.2 %","62","100","128","2.84","4.64","-1.79","5.88","5.23"
"Giants","7.82","3.20","2.44","1.42","20.6 %","8.4 %","12.2 %",".278","1.42",".324","66.9 %","135","113","113","5.68","4.71","0.97","5.02","4.54"
"Athletics","9.30","5.31","1.75","1.33","23.6 %","13.5 %","10.1 %",".234","1.48",".283","73.6 %","109","108","113","4.87","4.84","0.03","5.17","4.84"
"Padres","10.45","3.92","2.67","1.74","27.3 %","10.2 %","17.1 %",".218","1.26",".260","100.0 %","51","111","103","2.18","4.86","-2.68","4.56","3.99"
"Yankees","11.42","7.27","1.57","1.56","29.0 %","18.4 %","10.5 %",".194","1.50",".243","68.8 %","124","114","108","5.71","5.35","0.36","4.93","4.99"
"Tigers","9.18","5.94","1.55","1.62","20.0 %","12.9 %","7.1 %",".356","2.22",".434","56.2 %","220","122","125","10.26","5.67","4.59","5.72","5.19"
"Mariners","10.80","6.84","1.58","2.16","24.4 %","15.5 %","8.9 %",".272","1.88",".328","73.2 %","105","141","108","4.68","6.33","-1.65","4.96","4.96"
"Orioles","8.50","5.00","1.70","3.00","19.5 %","11.5 %","8.1 %",".270","1.67",".275","85.4 %","128","163","134","6.00","7.83","-1.83","6.14","5.07"
