"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Braves","11.39","0.42","27.00","0.00","32.1 %","1.2 %","31.0 %",".220","0.89",".327","70.0 %","57","21","61","2.53","0.96","1.57","2.74","2.48"
"Twins","13.73","4.12","3.33","0.46","34.5 %","10.3 %","24.1 %",".256","1.47",".404","61.6 %","103","49","65","5.03","2.20","2.84","2.95","3.24"
"Astros","10.66","3.55","3.00","0.36","29.4 %","9.8 %","19.6 %",".152","0.95",".213","70.8 %","46","57","98","2.13","2.54","-0.41","4.54","3.83"
"Dodgers","10.44","3.60","2.90","0.00","27.6 %","9.5 %","18.1 %",".176","1.04",".258","83.3 %","43","59","94","1.80","2.57","-0.77","4.17","3.82"
"Rays","12.42","2.39","5.20","0.96","34.2 %","6.6 %","27.6 %",".186","0.96",".262","86.4 %","48","63","65","2.15","2.79","-0.64","2.94","2.80"
"Athletics","11.86","2.45","4.83","0.82","33.3 %","6.9 %","26.4 %",".190","0.95",".271","79.2 %","64","64","74","2.86","2.85","0.01","3.39","2.95"
"Reds","10.03","2.70","3.71","0.77","29.6 %","8.0 %","21.6 %",".165","0.86",".216","88.5 %","34","72","87","1.54","3.26","-1.71","3.85","3.42"
"Nationals","9.00","1.44","6.25","1.08","26.0 %","4.2 %","21.9 %",".176","0.80",".206","53.6 %","96","74","96","4.32","3.37","0.95","4.28","3.54"
"White Sox","11.85","3.29","3.60","1.32","32.4 %","9.0 %","23.4 %",".178","1.02",".230","84.8 %","58","77","67","2.63","3.58","-0.95","3.06","3.19"
"Giants","12.51","3.98","3.14","1.14","31.4 %","10.0 %","21.4 %",".218","1.29",".303","72.2 %","101","86","82","4.26","3.59","0.67","3.65","3.48"
"Diamondbacks","12.03","3.19","3.77","1.23","31.4 %","8.3 %","23.1 %",".207","1.15",".279","86.8 %","61","82","78","2.70","3.62","-0.92","3.48","3.26"
"Marlins","9.77","5.40","1.81","0.26","24.1 %","13.3 %","10.8 %",".212","1.40",".290","70.3 %","98","84","105","4.11","3.64","0.47","4.64","4.68"
"Phillies","11.07","3.78","2.93","1.08","28.3 %","9.7 %","18.6 %",".246","1.38",".329","72.5 %","98","81","82","4.32","3.66","0.66","3.66","3.71"
"Brewers","10.29","3.86","2.67","0.96","26.2 %","9.8 %","16.4 %",".248","1.39",".324","69.8 %","87","83","86","3.86","3.71","0.14","3.81","3.90"
"Padres","7.39","1.29","5.75","1.29","20.5 %","3.6 %","17.0 %",".215","0.96",".238","75.9 %","83","90","94","3.54","3.96","-0.43","4.17","3.89"
"Yankees","13.06","2.32","5.63","2.03","36.0 %","6.4 %","29.6 %",".224","1.10",".297","87.3 %","76","88","64","3.48","4.12","-0.63","2.91","2.63"
"Mets","10.97","4.22","2.60","1.27","28.9 %","11.1 %","17.8 %",".203","1.22",".260","83.3 %","49","94","97","2.11","4.15","-2.04","4.37","3.91"
"Tigers","10.07","2.82","3.57","1.61","25.8 %","7.2 %","18.6 %",".281","1.43",".350","73.0 %","104","95","86","4.84","4.38","0.46","3.92","3.70"
"Royals","8.61","5.87","1.47","0.78","20.4 %","13.9 %","6.5 %",".258","1.70",".319","63.5 %","125","98","115","5.87","4.39","1.48","5.25","5.19"
"Orioles","7.47","2.59","2.89","1.15","21.5 %","7.4 %","14.1 %",".167","0.86",".179","70.9 %","67","93","107","3.16","4.46","-1.30","4.89","4.27"
"Pirates","9.55","6.65","1.44","0.83","24.0 %","16.7 %","7.3 %",".203","1.48",".259","72.9 %","106","105","117","4.57","4.64","-0.08","5.19","5.24"
"Rockies","8.49","3.09","2.75","1.80","22.9 %","8.3 %","14.6 %",".235","1.23",".261","69.3 %","92","106","102","4.63","4.96","-0.33","4.52","4.22"
"Angels","7.91","4.36","1.81","1.36","20.6 %","11.4 %","9.2 %",".260","1.45",".303","79.1 %","111","123","110","3.82","5.06","-1.24","4.96","4.85"
"Mariners","5.93","2.96","2.00","1.32","17.5 %","8.7 %","8.7 %",".121","0.73",".101","86.2 %","59","114","116","2.63","5.12","-2.48","5.32","4.92"
"Blue Jays","10.22","3.41","3.00","1.95","25.0 %","8.3 %","16.7 %",".278","1.51",".337","69.0 %","132","111","99","6.08","5.13","0.95","4.53","3.98"
"Red Sox","9.64","5.51","1.75","1.93","24.1 %","13.8 %","10.3 %",".236","1.50",".272","75.2 %","111","128","108","5.51","5.88","-0.37","4.98","4.80"
"Cardinals","9.72","4.59","2.12","2.16","24.0 %","11.3 %","12.7 %",".267","1.56",".310","67.8 %","147","136","111","6.21","5.88","0.33","4.91","4.50"
"Rangers","9.95","4.83","2.06","2.27","23.3 %","11.3 %","12.0 %",".308","1.83",".367","59.8 %","141","124","100","7.11","5.90","1.21","4.56","4.51"
"Indians","9.70","2.95","3.29","2.95","24.7 %","7.5 %","17.2 %",".279","1.45",".304","61.3 %","149","137","94","7.17","6.31","0.86","4.28","3.92"
"Cubs","8.83","6.75","1.31","2.08","19.8 %","15.1 %","4.7 %",".296","1.96",".340","79.0 %","130","155","144","5.71","6.85","-1.14","6.37","5.53"
